head,seed,auroc,hall_aupr,hall_precision,hall_recall,hall_f1,fixed_0_5_hall_precision,fixed_0_5_hall_recall,fixed_0_5_hall_f1,decision_threshold,best_epoch
one_output_bce,43,0.8493018542452174,0.5190608235453282,0.5527950310559007,0.4772117962466488,0.5122302158273381,0.4857142857142857,0.6380697050938338,0.5515643105446119,0.22640593349933624,94
one_output_bce,44,0.8366527188831803,0.48674251342855956,0.5043478260869565,0.46648793565683644,0.48467966573816157,0.39372325249643364,0.739946380697051,0.5139664804469274,0.14956670999526978,97
one_output_bce,45,0.852061592771007,0.5123664399854548,0.5272727272727272,0.46648793565683644,0.4950213371266003,0.46705426356589147,0.646112600536193,0.5421822272215973,0.180379256606102,96
two_output_cross_entropy,43,0.8433611398908387,0.5036159167171517,0.5136986301369864,0.40214477211796246,0.45112781954887216,0.4252696456086287,0.739946380697051,0.5401174168297456,0.14142866432666779,99
two_output_cross_entropy,44,0.8453558420473603,0.4930776210244652,0.5382165605095541,0.45308310991957107,0.49199417758369723,0.44112478031634444,0.6729222520107239,0.5329087048832272,0.16803430020809174,98
two_output_cross_entropy,45,0.8502037426700704,0.5058687835895033,0.5299401197604791,0.4745308310991957,0.5007072135785007,0.49290060851926976,0.6514745308310992,0.5612009237875288,0.21863670647144318,98
