feature,label,layer,n,mean,std,sem,ci95_low,ci95_high
union_response_sum,REAL,2,11976,0.17054605688252744,0.038335328698114665,0.0003503025491646857,0.16985946388616466,0.17123264987889023
union_response_sum,HALL,2,3487,0.1431990112433093,0.025223578123489913,0.00042715030453541425,0.1423617966464199,0.1440362258401987
union_response_sum,REAL,3,11976,0.35295929793086783,0.07571685895940809,0.0006918894296458209,0.351603194648762,0.35431540121297367
union_response_sum,HALL,3,3487,0.3445582026661143,0.0679437703817424,0.001150598145424026,0.3423030303010832,0.3468133750311454
union_response_sum,REAL,4,11976,0.3424043850008953,0.12717416878411397,0.0011620986965781793,0.3401266715556021,0.3446820984461885
union_response_sum,HALL,4,3487,0.26361644649432114,0.07694229507572141,0.0013029842400765939,0.261062597383771,0.26617029560487127
union_response_sum,REAL,5,11976,0.4116522684318817,0.19215885089899604,0.0017559190856184198,0.4082106670240696,0.41509386983969376
union_response_sum,HALL,5,3487,0.2966065729800254,0.1133016471024891,0.0019187140233336614,0.2928458934942914,0.3003672524657594
union_response_sum,REAL,6,11976,0.5518901659525388,0.32569236886090813,0.002976128571999755,0.5460569539514193,0.5577233779536583
union_response_sum,HALL,6,3487,0.33978348246508217,0.18716055531841708,0.003169482450502462,0.33357129686209736,0.345995668068067
union_response_sum,REAL,7,11976,1.1575813863274649,0.91162237372264,0.008330270072949914,1.1412540569844831,1.1739087156704466
union_response_sum,HALL,7,3487,0.48350721983341083,0.4220506335596693,0.007147243573919798,0.469498622428528,0.49751581723829363
union_response_sum,REAL,8,11976,1.0155643575545463,0.7675879776885635,0.007014105119847155,1.001816711519646,1.0293120035894467
union_response_sum,HALL,8,3487,0.4502564643891349,0.3614000473452174,0.0061201523244182755,0.4382609658332751,0.4622519629449947
union_response_sum,REAL,9,11976,1.2925220545936245,1.1413375934467234,0.010429373687919826,1.2720804821653016,1.3129636270219474
union_response_sum,HALL,9,3487,0.5466034516119533,0.5368996380124362,0.009092161419731,0.5287828152292806,0.5644240879946261
