gate,label,layer,n,mean,std,sem,ci95_low,ci95_high
hpre_raw_logit_gauss,REAL,1,9993,0.07978350331211465,0.02630550736304006,0.0002631471912707545,0.07926773481722396,0.08029927180700533
hpre_raw_logit_gauss,REAL,2,9993,0.1116193619376947,0.03527773157325649,0.00035290085265373956,0.11092767626649337,0.11231104760889603
hpre_raw_logit_gauss,REAL,3,9993,0.0955611729768319,0.03814640887145253,0.0003815976712805149,0.0948132415411221,0.09630910441254172
hpre_raw_logit_gauss,REAL,4,9993,0.09510998007957253,0.033311772156990195,0.00033323437401856066,0.09445684070649615,0.0957631194526489
hpre_raw_logit_gauss,REAL,5,9993,0.0706477939519544,0.02990330505110633,0.00029913776705813743,0.07006148392852045,0.07123410397538836
hpre_raw_logit_gauss,REAL,6,9993,0.04579889400581912,0.022886911895294827,0.00022894926522382936,0.045350153445980416,0.04624763456565783
hpre_raw_logit_gauss,REAL,7,9993,0.04444989193906829,0.02324334324549352,0.00023251482689086686,0.043994162878362185,0.04490562099977439
hpre_raw_logit_gauss,REAL,8,9993,0.04028168087545587,0.020419190427423215,0.00020426340898289076,0.0398813245938494,0.04068203715706233
hpre_raw_logit_gauss,REAL,9,9993,0.039763539375605526,0.01818633156383212,0.00018192700123568427,0.039406962453183585,0.04012011629802747
hpre_raw_logit_gauss,REAL,10,9993,0.032858404235987605,0.017611276101825318,0.00017617443286421805,0.032513102347573736,0.033203706124401475
hpre_raw_logit_gauss,REAL,11,9993,0.037145124918481216,0.019404954847136873,0.00019411750149075067,0.03676465461555935,0.037525595221403085
hpre_raw_logit_gauss,REAL,12,9993,0.029888425687980176,0.015784012983660084,0.00015789540290209636,0.029578950698292066,0.030197900677668286
hpre_raw_logit_gauss,REAL,13,9993,0.03400146911812826,0.01807377757249413,0.00018080106717639603,0.03364709902646252,0.034355839209793994
hpre_raw_logit_gauss,REAL,14,9993,0.033531704344804875,0.018532470958051595,0.00018538960730216117,0.033168340714492636,0.03389506797511711
hpre_raw_logit_gauss,REAL,15,9993,0.029397483987877806,0.014180273912370407,0.00014185239615385946,0.029119453291416242,0.02967551468433937
hpre_raw_logit_gauss,REAL,16,9993,0.026222186571692237,0.014529701728179856,0.00014534789795175767,0.02593730469170679,0.026507068451677683
hpre_raw_logit_gauss,REAL,17,9993,0.026110732373509832,0.013829793712606536,0.00013834636683113832,0.0258395734945208,0.026381891252498863
hpre_raw_logit_gauss,REAL,18,9993,0.022501265570689297,0.013326825485680467,0.00013331492324833983,0.02223996832112255,0.022762562820256044
hpre_raw_logit_gauss,REAL,19,9993,0.02550755689569458,0.013535864648614034,0.00013540604689907943,0.025242161043772388,0.025772952747616776
hpre_raw_logit_gauss,REAL,20,9993,0.03294538330067447,0.014985427087787547,0.00014990674742447734,0.0326515660757225,0.03323920052562645
hpre_raw_logit_gauss,REAL,21,9993,0.031203827681621027,0.015721174769075495,0.0001572668007069668,0.03089558475223537,0.03151207061100668
hpre_raw_logit_gauss,REAL,22,9993,0.034808297567110534,0.01648738273910745,0.0001649315635439104,0.03448503170256447,0.0351315634316566
hpre_raw_logit_gauss,REAL,23,9993,0.027790220162766846,0.016832099757911854,0.0001683799408753075,0.027460195478651243,0.02812024484688245
hpre_raw_logit_gauss,REAL,24,9993,0.0338281008748944,0.0187722880183185,0.00018778861770546223,0.033460035184191696,0.034196166565597104
hpre_raw_logit_gauss,REAL,25,9993,0.031168140380510127,0.017227698248899553,0.00017233731110723947,0.030830359250739937,0.03150592151028032
hpre_raw_logit_gauss,REAL,26,9993,0.028268461591082008,0.016712943896182695,0.00016718796499342315,0.0279407731796949,0.028596150002469116
hpre_raw_logit_gauss,REAL,27,9993,0.031112672222657418,0.017330913303962477,0.00017336982310032977,0.03077286736938077,0.031452477075934064
hpre_raw_logit_gauss,REAL,28,9993,0.028299627795305305,0.01922776536285571,0.00019234498615896834,0.027922631622433726,0.028676623968176884
hpre_raw_logit_gauss,REAL,29,9993,0.027872359030169404,0.015375745319530842,0.0001538112965733498,0.02757088888888564,0.02817382917145317
hpre_raw_logit_gauss,REAL,30,9993,0.025773620409082987,0.015333690506886212,0.0001533906011777384,0.025472974830774618,0.026074265987391355
hpre_raw_logit_gauss,REAL,31,9993,0.02609108458818318,0.015134547980346637,0.00015139847854736177,0.02579434357023035,0.02638782560613601
hpre_raw_logit_gauss,REAL,32,9993,0.03675006039129911,0.017592113191361385,0.0001759827366541597,0.03640513422745696,0.03709498655514126
hpre_raw_logit_gauss,HALL,1,1766,0.07800255938183141,0.027366821353085564,0.0006512219157573584,0.07672616442694699,0.07927895433671583
hpre_raw_logit_gauss,HALL,2,1766,0.10478572313919546,0.034572976952165255,0.0008226998668840859,0.10317323140010265,0.10639821487828827
hpre_raw_logit_gauss,HALL,3,1766,0.09698856220341215,0.03655013764808414,0.0008697484575678292,0.0952838552265792,0.0986932691802451
hpre_raw_logit_gauss,HALL,4,1766,0.09780068492721491,0.03305489608012024,0.0007865755570487278,0.0962589968353994,0.09934237301903043
hpre_raw_logit_gauss,HALL,5,1766,0.07596313489900558,0.02764642745281266,0.0006578754330793909,0.07467369905016998,0.07725257074784118
hpre_raw_logit_gauss,HALL,6,1766,0.056854691069535196,0.02529926669149247,0.0006020223068483061,0.05567472734811252,0.058034654790957874
hpre_raw_logit_gauss,HALL,7,1766,0.049165273630265925,0.021940335090137434,0.0005220930434490063,0.04814197126510587,0.05018857599542598
hpre_raw_logit_gauss,HALL,8,1766,0.04391568857756689,0.020715945641134933,0.0004929574258219118,0.04294949202295594,0.04488188513217784
hpre_raw_logit_gauss,HALL,9,1766,0.04314346467687971,0.017731684945629916,0.0004219438454658926,0.042316454739766564,0.04397047461399286
hpre_raw_logit_gauss,HALL,10,1766,0.032268113713228436,0.017371747235397573,0.00041337875410264605,0.03145789135518725,0.03307833607126962
hpre_raw_logit_gauss,HALL,11,1766,0.03655890299382779,0.018758638013721584,0.00044638125950704317,0.035683995725193984,0.03743381026246159
hpre_raw_logit_gauss,HALL,12,1766,0.02951883116345705,0.016251380979267323,0.00038671847630663604,0.028760862949896042,0.030276799377018056
hpre_raw_logit_gauss,HALL,13,1766,0.031953647768067986,0.01809431158375029,0.0004305729226588408,0.03110972483965666,0.03279757069647932
hpre_raw_logit_gauss,HALL,14,1766,0.036436766894937134,0.018513743795566882,0.0004405537474314903,0.035573281549971414,0.037300252239902854
hpre_raw_logit_gauss,HALL,15,1766,0.030438250894758465,0.01513457657491385,0.00036014295647019274,0.029732370700076886,0.031144131089440044
hpre_raw_logit_gauss,HALL,16,1766,0.024382322786179703,0.013188897832292695,0.00031384351153756975,0.023767189503566065,0.02499745606879334
hpre_raw_logit_gauss,HALL,17,1766,0.027682418296364635,0.016580243646016218,0.0003945441047600897,0.02690911185103486,0.02845572474169441
hpre_raw_logit_gauss,HALL,18,1766,0.023612763889034785,0.01459448655873214,0.00034729095402235937,0.02293207361915096,0.02429345415891861
hpre_raw_logit_gauss,HALL,19,1766,0.027110141721245064,0.01426776696776829,0.0003395163222813242,0.02644468972957367,0.02777559371291646
hpre_raw_logit_gauss,HALL,20,1766,0.03418714080521645,0.019282808003821365,0.00045885442841223675,0.03328778612552846,0.03508649548490443
hpre_raw_logit_gauss,HALL,21,1766,0.03042709965803075,0.014740022649398606,0.000350754136339109,0.029739621550806096,0.031114577765255405
hpre_raw_logit_gauss,HALL,22,1766,0.03875333325049311,0.019229177350278733,0.0004575782313525657,0.03785647991704209,0.03965018658394414
hpre_raw_logit_gauss,HALL,23,1766,0.03082831617653589,0.019028895582285356,0.0004528123188280111,0.02994080403163299,0.031715828321438794
hpre_raw_logit_gauss,HALL,24,1766,0.03686154201217544,0.020435734141414766,0.0004862895023787518,0.035908414587513086,0.03781466943683779
hpre_raw_logit_gauss,HALL,25,1766,0.031197044188378216,0.0198320809642728,0.00047192494854915315,0.030272071289221877,0.03212201708753456
hpre_raw_logit_gauss,HALL,26,1766,0.030304544203991698,0.016903980484312246,0.0004022477588058526,0.029516138596732227,0.03109294981125117
hpre_raw_logit_gauss,HALL,27,1766,0.03246351493372754,0.01750852744998554,0.0004166335812611402,0.0316469131144557,0.03328011675299938
hpre_raw_logit_gauss,HALL,28,1766,0.030866196046299633,0.019743174524697878,0.0004698093275511516,0.029945369764299377,0.03178702232829989
hpre_raw_logit_gauss,HALL,29,1766,0.029555716107537208,0.01684803209051141,0.0004009164087113551,0.02876991994646295,0.030341512268611464
hpre_raw_logit_gauss,HALL,30,1766,0.022772897809315663,0.014128779619892694,0.00033620897409565787,0.022113928220088175,0.023431867398543152
hpre_raw_logit_gauss,HALL,31,1766,0.026890593207792492,0.017698067658084782,0.0004211438872202763,0.02606515118884075,0.027716035226744234
hpre_raw_logit_gauss,HALL,32,1766,0.04298345946985279,0.019847472768213876,0.0004722912124977553,0.042057768693357186,0.043909150246348394
hpre_softmax_prob_gauss,REAL,1,9993,0.04386256130198426,0.014929832524233468,0.0001493506071057495,0.04356983411205699,0.044155288491911526
hpre_softmax_prob_gauss,REAL,2,9993,0.06059512331454389,0.023713666868412905,0.000237219710117465,0.06013017268271366,0.061060073946374124
hpre_softmax_prob_gauss,REAL,3,9993,0.04925824613243761,0.021141820651374807,0.0002114922417567986,0.048843721338594284,0.04967277092628093
hpre_softmax_prob_gauss,REAL,4,9993,0.053044040436867355,0.01954709973028649,0.00019553944809068153,0.05266078311860962,0.05342729775512509
hpre_softmax_prob_gauss,REAL,5,9993,0.037316486802672355,0.01636680131413637,0.0001637253270375145,0.03699558516167883,0.03763738844366588
hpre_softmax_prob_gauss,REAL,6,9993,0.025516607279968597,0.012457415126359365,0.00012461777512039716,0.02527235644073262,0.025760858119204574
hpre_softmax_prob_gauss,REAL,7,9993,0.025960254107548725,0.012505363360258877,0.00012509742536636725,0.025715063153830646,0.026205445061266805
hpre_softmax_prob_gauss,REAL,8,9993,0.024608640081189438,0.011250009878691581,0.00011253949450545037,0.024388062671958755,0.024829217490420122
hpre_softmax_prob_gauss,REAL,9,9993,0.025561926118258964,0.010581724961870096,0.00010585430511133636,0.025354451680240746,0.025769400556277182
hpre_softmax_prob_gauss,REAL,10,9993,0.023810862581723984,0.010791582157721129,0.00010795361195586984,0.023599273502290477,0.02402245166115749
hpre_softmax_prob_gauss,REAL,11,9993,0.027328655260524557,0.011333880433785854,0.00011337849375753803,0.027106433412759784,0.02755087710828933
hpre_softmax_prob_gauss,REAL,12,9993,0.021550299189954044,0.009776891355474717,9.780315065001522e-05,0.021358605014680013,0.021741993365228075
hpre_softmax_prob_gauss,REAL,13,9993,0.02695012377061708,0.01232528070503516,0.00012329596819374178,0.026708463672957348,0.027191783868276812
hpre_softmax_prob_gauss,REAL,14,9993,0.025980310897517792,0.012695065455298152,0.00012699511062287368,0.02573140048069696,0.026229221314338625
hpre_softmax_prob_gauss,REAL,15,9993,0.024674686974873135,0.010895705969084037,0.00010899521469427787,0.02446105635407235,0.02488831759567392
