model,feature,display,dimensions,auroc_mean,auroc_std,hall_aupr_mean,hall_f1_mean
llava_1_5_7b,old_risk_only,Original risk only,32,0.8704457163009002,0.00028830541456812867,0.6305386302609405,0.5873018565639431
llava_1_5_7b,old_risk_union_s,Original risk + Union S,64,0.8860816795759003,0.005399422237636131,0.6554531624306259,0.6312051651264008
llava_1_5_7b,jffn_risk_only,P_JFFN risk only,32,0.8472016682167777,0.0020376115610375076,0.5949255876008295,0.5241259602678672
llava_1_5_7b,jffn_risk_union_s,P_JFFN risk + Union S,64,0.8849206877439352,0.0004979902050606302,0.6665048759730459,0.6225774225774225
internvl_2_5_8b,old_risk_only,Original risk only,32,0.7620053743916203,0.002592053720401377,0.3718275835391722,0.280207619654597
internvl_2_5_8b,old_risk_union_s,Original risk + Union S,64,0.8471812036928247,0.007270553138045528,0.5231349252175357,0.47538742077208945
internvl_2_5_8b,jffn_risk_only,P_JFFN risk only,32,0.7377436189113075,0.003460867729931971,0.3230214887543135,0.27503623048150855
internvl_2_5_8b,jffn_risk_union_s,P_JFFN risk + Union S,64,0.84808754259103,0.004372376236891854,0.5083385364366214,0.48532349555635707
