model,feature,mean_auroc,std_auroc,mean_hall_f1,mean_hall_aupr,ensemble_auroc,ensemble_hall_aupr
llava_1_5_7b,old_risk_ev,0.8881412922043586,0.001421812473487456,0.6443318119851602,0.6561748771893198,0.8934014456258215,0.668118787110274
llava_1_5_7b,old_risk_ev_old_aggregate_s,0.8930874685227103,0.002437239775307217,0.6589499218162387,0.6756636784200264,0.9028812391012326,0.6946695533003322
llava_1_5_7b,token_all_s,0.8947171592007638,0.0016541526938284876,0.6493389884993213,0.6688436144822593,0.9043628637721355,0.688661808659779
llava_1_5_7b,union_topk_s,0.8917933619742185,0.0013123836642860056,0.6401991545181188,0.6723790235961888,0.9002093952366924,0.6910122697875082
internvl_2_5_8b,old_risk_ev,0.8488245409781784,0.004339478572954749,0.4663106679776561,0.5028266848553632,0.8566851895367592,0.5228193426000229
internvl_2_5_8b,old_risk_ev_old_aggregate_s,0.8667448169787338,0.0021367103785366257,0.5108167390076118,0.5461719164122502,0.8747456554479134,0.5655885003462565
internvl_2_5_8b,token_all_s,0.8632129213263123,0.0013335213093525382,0.5037866648809551,0.5456244434539206,0.8703710626662252,0.5619510173580478
internvl_2_5_8b,union_topk_s,0.8666050721154702,0.00152474253023474,0.500021077925089,0.5522891253107645,0.8786729756576909,0.5678840419796046
