model,feature,seed,input_dim,best_epoch,epochs,validation_AUROC,validation_HALL_AUPR,AUROC,HALL_AUPR
llava_1_5_7b,prompt_within_source_kappa,43,32,46,66,0.88644342959717,0.6919727159919836,0.8733089767291722,0.5988920014252056
llava_1_5_7b,prompt_within_source_kappa,44,32,36,56,0.8849849532759623,0.6960181599591156,0.8739619097925286,0.599492055141215
llava_1_5_7b,prompt_within_source_kappa,45,32,34,54,0.8861728525421043,0.6944537092844377,0.8732625133276599,0.598525150193934
llava_1_5_7b,generation_within_source_kappa,43,32,53,73,0.8752353800397725,0.6811059206581898,0.8692739971241599,0.6534905303846325
llava_1_5_7b,generation_within_source_kappa,44,32,72,92,0.8774263942417684,0.683398757341676,0.8683325018829905,0.643230921777991
llava_1_5_7b,generation_within_source_kappa,45,32,32,52,0.8743708533516357,0.6843359672950089,0.8661756218759475,0.6400293655548919
llava_1_5_7b,b1_residual_visual_generation_balance,43,32,32,52,0.8927370958942682,0.7015454916735014,0.8804570042355058,0.6384033578609817
llava_1_5_7b,b1_residual_visual_generation_balance,44,32,33,53,0.8930186720166131,0.7071408819659423,0.8832839354011992,0.6341338780804273
llava_1_5_7b,b1_residual_visual_generation_balance,45,32,22,42,0.8916492881403658,0.7036196965068304,0.8813398088642388,0.6450094854042754
llava_1_5_7b,b1_delta_residual_generation_cos,43,32,28,48,0.883625468560266,0.6889762020583559,0.8867344543240308,0.6680103863362181
llava_1_5_7b,b1_delta_residual_generation_cos,44,32,25,45,0.8844811959945797,0.696862007597569,0.8881870469818351,0.670270139627033
llava_1_5_7b,b1_delta_residual_generation_cos,45,32,27,47,0.8829875226580786,0.6957373891908051,0.884697400984046,0.6676038903168873
llava_1_5_7b,visual_context_relative_change,43,32,17,37,0.875304674163631,0.6512037787911498,0.8712156782189355,0.6298956531694302
llava_1_5_7b,visual_context_relative_change,44,32,16,36,0.8744016507400173,0.6463143099105366,0.8719297473369135,0.6212867250971965
llava_1_5_7b,visual_context_relative_change,45,32,10,30,0.8715572919416433,0.6485055263499561,0.8668089914018253,0.6200233294442249
llava_1_5_7b,five_concat,43,160,10,30,0.9068884958555515,0.7337063230119961,0.8992673455214171,0.6785741565029403
llava_1_5_7b,five_concat,44,160,12,32,0.9091917005437938,0.736392228197081,0.9014486799503085,0.6905307409056785
llava_1_5_7b,five_concat,45,160,16,36,0.9083403727363919,0.7291077003791948,0.9015954064814,0.6826378598519013
llava_1_5_7b,generation_kappa_plus_position,43,33,24,44,0.8704969818559387,0.6676873568019637,0.8668554548033376,0.6413788169993961
llava_1_5_7b,generation_kappa_plus_position,44,33,42,62,0.8735305246115128,0.6703410716703985,0.8690270074634896,0.6394269859854107
llava_1_5_7b,generation_kappa_plus_position,45,33,32,52,0.8720016542597189,0.6719514034787676,0.8674325791589635,0.6451955790480984
