model,left,right,metric,difference,ci95_low,ci95_high,valid_replicates
llava_1_5_7b,prompt_within_source_kappa,position,AUROC,0.05917888572611696,0.040552447340362396,0.07776218722016003,2000
llava_1_5_7b,prompt_within_source_kappa,position,HALL_AUPR,0.09129015353492209,0.03156136847983676,0.1509250543556922,2000
llava_1_5_7b,generation_within_source_kappa,position,AUROC,0.05359512607069605,0.036837654919939164,0.0688010405027315,2000
llava_1_5_7b,generation_within_source_kappa,position,HALL_AUPR,0.13790402385397582,0.08830860773095058,0.18585600530066676,2000
llava_1_5_7b,b1_residual_visual_generation_balance,position,AUROC,0.06736133527664467,0.04889165287507417,0.08489280937304221,2000
llava_1_5_7b,b1_residual_visual_generation_balance,position,HALL_AUPR,0.13150265839669872,0.07364409980380433,0.18725577325598491,2000
llava_1_5_7b,b1_delta_residual_generation_cos,position,AUROC,0.0722073865396341,0.05491044029663408,0.0888187725334805,2000
llava_1_5_7b,b1_delta_residual_generation_cos,position,HALL_AUPR,0.16094855670818342,0.1082917314140605,0.21056227993814805,2000
llava_1_5_7b,visual_context_relative_change,position,AUROC,0.055652558095554805,0.03811334646889219,0.07261200814012178,2000
llava_1_5_7b,visual_context_relative_change,position,HALL_AUPR,0.11605565385175443,0.0638851906021833,0.16537842338127653,2000
llava_1_5_7b,generation_kappa_plus_position,generation_within_source_kappa,AUROC,-0.0001556931524357985,-0.0037082735460370773,0.0032743016512264238,2000
llava_1_5_7b,generation_kappa_plus_position,generation_within_source_kappa,HALL_AUPR,-0.003583145228203466,-0.016105740475640423,0.009168010321869688,2000
llava_1_5_7b,generation_kappa_plus_position,position,AUROC,0.053439432918260255,0.03828056698230841,0.06743798202482543,2000
llava_1_5_7b,generation_kappa_plus_position,position,HALL_AUPR,0.13432087862577236,0.0895080789408839,0.1790360197944015,2000
llava_1_5_7b,five_concat,prompt_within_source_kappa,AUROC,0.027259344034588295,0.01612552014549538,0.03882434997913061,2000
llava_1_5_7b,five_concat,prompt_within_source_kappa,HALL_AUPR,0.08494451683338855,0.0443273248677974,0.12314748792410993,2000
llava_1_5_7b,five_concat,generation_within_source_kappa,AUROC,0.0328431036900092,0.019194221532505412,0.047897637285822366,2000
llava_1_5_7b,five_concat,generation_within_source_kappa,HALL_AUPR,0.03833064651433482,-0.0027068913832285655,0.08363162543773521,2000
llava_1_5_7b,five_concat,b1_residual_visual_generation_balance,AUROC,0.01907689448406058,0.008154861587192563,0.031628597571078644,2000
llava_1_5_7b,five_concat,b1_residual_visual_generation_balance,HALL_AUPR,0.04473201197161192,0.012800592797552383,0.07911349758028872,2000
llava_1_5_7b,five_concat,b1_delta_residual_generation_cos,AUROC,0.014230843221071154,0.0040480038028881645,0.02512946402346852,2000
llava_1_5_7b,five_concat,b1_delta_residual_generation_cos,HALL_AUPR,0.01528611366012722,-0.019304419829825302,0.050132813822941644,2000
llava_1_5_7b,five_concat,visual_context_relative_change,AUROC,0.03078567166515045,0.017866053725653527,0.0443833540136729,2000
llava_1_5_7b,five_concat,visual_context_relative_change,HALL_AUPR,0.060179016516556216,0.019661264036896327,0.09980344815756388,2000
llava_1_5_7b,five_concat,position,AUROC,0.08643822976070525,0.06581153088565296,0.10693625148962685,2000
llava_1_5_7b,five_concat,position,HALL_AUPR,0.17623467036831064,0.11341717684792128,0.23648852778344737,2000
