model,signal,top_k,label,layer,n_mentions,mean,q25,median,q75
qwen2_5_vl_7b,ae,32,HALL,27,916,0.7495322334193767,0.6838216781616211,0.753059059381485,0.8222369700670242
qwen2_5_vl_7b,ae,32,HALL,28,916,0.7224324519327113,0.6415663510560989,0.7202638685703278,0.8004395812749863
qwen2_5_vl_7b,ae,32,REAL,1,7801,0.6701196508138031,0.6207955479621887,0.6755405068397522,0.7252166867256165
qwen2_5_vl_7b,ae,32,REAL,2,7801,0.6083312241152576,0.5492356419563293,0.611777663230896,0.6674996018409729
qwen2_5_vl_7b,ae,32,REAL,3,7801,0.5108611543176114,0.4600398540496826,0.5072236657142639,0.5567879676818848
qwen2_5_vl_7b,ae,32,REAL,4,7801,0.5171617414879197,0.4592756927013397,0.5114331245422363,0.5660974383354187
qwen2_5_vl_7b,ae,32,REAL,5,7801,0.4944504513226783,0.42466384172439575,0.48148882389068604,0.5504710078239441
qwen2_5_vl_7b,ae,32,REAL,6,7801,0.4460038819147706,0.36061158776283264,0.42086318135261536,0.5152771472930908
qwen2_5_vl_7b,ae,32,REAL,7,7801,0.45129424990285527,0.3889596164226532,0.4460882544517517,0.5077574849128723
qwen2_5_vl_7b,ae,32,REAL,8,7801,0.3930192736651161,0.3365427553653717,0.38217294216156006,0.43642303347587585
qwen2_5_vl_7b,ae,32,REAL,9,7801,0.5089117634557727,0.42077869176864624,0.4987735152244568,0.5898357033729553
qwen2_5_vl_7b,ae,32,REAL,10,7801,0.510309195605597,0.43569517135620117,0.49857303500175476,0.5729822516441345
qwen2_5_vl_7b,ae,32,REAL,11,7801,0.4415534632226746,0.38405030965805054,0.43543949723243713,0.4913902282714844
qwen2_5_vl_7b,ae,32,REAL,12,7801,0.5350812265061825,0.45269379019737244,0.53513503074646,0.6151304841041565
qwen2_5_vl_7b,ae,32,REAL,13,7801,0.5181900054357736,0.4425944983959198,0.5101314783096313,0.5880601406097412
qwen2_5_vl_7b,ae,32,REAL,14,7801,0.49945460336702846,0.42558249831199646,0.48562195897102356,0.5612781643867493
qwen2_5_vl_7b,ae,32,REAL,15,7801,0.6033164352625551,0.5060297846794128,0.5960959196090698,0.6984935402870178
qwen2_5_vl_7b,ae,32,REAL,16,7801,0.5699463828360938,0.4733843505382538,0.5642881989479065,0.6628170013427734
qwen2_5_vl_7b,ae,32,REAL,17,7801,0.6921784635224933,0.6128560304641724,0.6921386122703552,0.7746391892433167
qwen2_5_vl_7b,ae,32,REAL,18,7801,0.5948915681484769,0.5138886570930481,0.5913618206977844,0.6709696054458618
qwen2_5_vl_7b,ae,32,REAL,19,7801,0.607773787397526,0.5218116044998169,0.6034454703330994,0.6907215714454651
