model,signal,top_k,label,layer,n_mentions,mean,q25,median,q75
qwen2_5_vl_7b,raw_attention,16,HALL,16,916,0.4194465243953024,0.31338057667016983,0.40469710528850555,0.5131674557924271
qwen2_5_vl_7b,raw_attention,16,HALL,17,916,0.5703045542323433,0.4674594849348068,0.5756504833698273,0.667567178606987
qwen2_5_vl_7b,raw_attention,16,HALL,18,916,0.4317731603687247,0.34045352786779404,0.41462288796901703,0.509150892496109
qwen2_5_vl_7b,raw_attention,16,HALL,19,916,0.4835227484851425,0.3872774988412857,0.4813150614500046,0.5702990591526031
qwen2_5_vl_7b,raw_attention,16,HALL,20,916,0.6002936732007687,0.5082378685474396,0.6037622094154358,0.6967683434486389
qwen2_5_vl_7b,raw_attention,16,HALL,21,916,0.5466152580381741,0.4634295552968979,0.5472919046878815,0.6342222094535828
qwen2_5_vl_7b,raw_attention,16,HALL,22,916,0.5536702514898568,0.46183202415704727,0.5498622953891754,0.6463286429643631
qwen2_5_vl_7b,raw_attention,16,HALL,23,916,0.5933583897566952,0.5026651620864868,0.5882098078727722,0.6943752020597458
qwen2_5_vl_7b,raw_attention,16,HALL,24,916,0.5283181006861566,0.4374273121356964,0.5194451212882996,0.6164925545454025
qwen2_5_vl_7b,raw_attention,16,HALL,25,916,0.5506123133231459,0.4526045098900795,0.5458825528621674,0.6402502655982971
qwen2_5_vl_7b,raw_attention,16,HALL,26,916,0.5321366131370765,0.43933749198913574,0.5228352248668671,0.6219394356012344
qwen2_5_vl_7b,raw_attention,16,HALL,27,916,0.540397897411512,0.45027411729097366,0.5332966446876526,0.6278559267520905
qwen2_5_vl_7b,raw_attention,16,HALL,28,916,0.5115854446023833,0.41468165069818497,0.4955155849456787,0.5961500406265259
qwen2_5_vl_7b,raw_attention,16,REAL,1,7801,0.49927569452256304,0.44564247131347656,0.4945393204689026,0.5491030812263489
qwen2_5_vl_7b,raw_attention,16,REAL,2,7801,0.4453632089953715,0.3896506428718567,0.4418066143989563,0.497733473777771
qwen2_5_vl_7b,raw_attention,16,REAL,3,7801,0.31946479977552533,0.27869537472724915,0.31297364830970764,0.3523518443107605
qwen2_5_vl_7b,raw_attention,16,REAL,4,7801,0.32617486688421715,0.2723976969718933,0.3111424446105957,0.3641268312931061
qwen2_5_vl_7b,raw_attention,16,REAL,5,7801,0.2997828801233575,0.23981264233589172,0.2820419669151306,0.34030669927597046
qwen2_5_vl_7b,raw_attention,16,REAL,6,7801,0.2736585786483285,0.19845163822174072,0.24240398406982422,0.32563450932502747
qwen2_5_vl_7b,raw_attention,16,REAL,7,7801,0.2723664730966832,0.223806232213974,0.26533156633377075,0.31332650780677795
qwen2_5_vl_7b,raw_attention,16,REAL,8,7801,0.22859294736516,0.18378372490406036,0.2138374000787735,0.2524702847003937
qwen2_5_vl_7b,raw_attention,16,REAL,9,7801,0.3255941042066033,0.2479054480791092,0.30612730979919434,0.39111587405204773
qwen2_5_vl_7b,raw_attention,16,REAL,10,7801,0.3037652335893862,0.23966987431049347,0.2855991721153259,0.3471035361289978
qwen2_5_vl_7b,raw_attention,16,REAL,11,7801,0.25347604572108245,0.20979391038417816,0.2473849058151245,0.28777214884757996
qwen2_5_vl_7b,raw_attention,16,REAL,12,7801,0.34813411392385174,0.27623993158340454,0.3415132761001587,0.41221073269844055
qwen2_5_vl_7b,raw_attention,16,REAL,13,7801,0.32674632163869005,0.2618270814418793,0.31513407826423645,0.379684716463089
qwen2_5_vl_7b,raw_attention,16,REAL,14,7801,0.2964872645997127,0.23435749113559723,0.27785438299179077,0.3410964608192444
qwen2_5_vl_7b,raw_attention,16,REAL,15,7801,0.41090745336083995,0.3065355122089386,0.39310288429260254,0.5012905597686768
qwen2_5_vl_7b,raw_attention,16,REAL,16,7801,0.3797776767554963,0.2808404266834259,0.3587366044521332,0.46231168508529663
qwen2_5_vl_7b,raw_attention,16,REAL,17,7801,0.49632018045070403,0.39599907398223877,0.4821530878543854,0.585728108882904
qwen2_5_vl_7b,raw_attention,16,REAL,18,7801,0.3898054591842438,0.30491122603416443,0.3758352994918823,0.4595184326171875
qwen2_5_vl_7b,raw_attention,16,REAL,19,7801,0.4094445854864767,0.31382280588150024,0.3942610025405884,0.48900070786476135
qwen2_5_vl_7b,raw_attention,16,REAL,20,7801,0.5244105717487448,0.41891565918922424,0.524237871170044,0.6284822225570679
qwen2_5_vl_7b,raw_attention,16,REAL,21,7801,0.47365411319704853,0.3789513409137726,0.4669782519340515,0.5620882511138916
qwen2_5_vl_7b,raw_attention,16,REAL,22,7801,0.4507535529100747,0.354093462228775,0.4380475878715515,0.534128725528717
qwen2_5_vl_7b,raw_attention,16,REAL,23,7801,0.5245691131183909,0.4311920404434204,0.514994204044342,0.6129031181335449
qwen2_5_vl_7b,raw_attention,16,REAL,24,7801,0.45833144902632855,0.36949989199638367,0.44312000274658203,0.5353808403015137
qwen2_5_vl_7b,raw_attention,16,REAL,25,7801,0.4889888288160728,0.39774036407470703,0.4808253347873688,0.5728769302368164
qwen2_5_vl_7b,raw_attention,16,REAL,26,7801,0.47866019718716685,0.3998609185218811,0.46862223744392395,0.5483431816101074
qwen2_5_vl_7b,raw_attention,16,REAL,27,7801,0.47942660865096337,0.3949674665927887,0.47077062726020813,0.5543398261070251
qwen2_5_vl_7b,raw_attention,16,REAL,28,7801,0.43473034226471086,0.3539866507053375,0.42215225100517273,0.5009629130363464
qwen2_5_vl_7b,raw_attention,32,HALL,1,916,0.6218872245352342,0.5743678510189056,0.620333343744278,0.6671342700719833
qwen2_5_vl_7b,raw_attention,32,HALL,2,916,0.5448699486502914,0.4953473284840584,0.5428225696086884,0.5967000424861908
qwen2_5_vl_7b,raw_attention,32,HALL,3,916,0.4260068199064534,0.38562406599521637,0.41908034682273865,0.4617908000946045
qwen2_5_vl_7b,raw_attention,32,HALL,4,916,0.4320764002841633,0.38332727551460266,0.4249351918697357,0.472045436501503
qwen2_5_vl_7b,raw_attention,32,HALL,5,916,0.4080593199936844,0.3506670966744423,0.3927767872810364,0.4547877162694931
qwen2_5_vl_7b,raw_attention,32,HALL,6,916,0.37118568756174314,0.298959344625473,0.34735965728759766,0.42312709242105484
qwen2_5_vl_7b,raw_attention,32,HALL,7,916,0.38540277018427327,0.33006055653095245,0.375615730881691,0.43422869592905045
qwen2_5_vl_7b,raw_attention,32,HALL,8,916,0.33277023204614503,0.2796822041273117,0.32044297456741333,0.3726513683795929
qwen2_5_vl_7b,raw_attention,32,HALL,9,916,0.4370597578650218,0.3473038896918297,0.4178234487771988,0.5150844901800156
qwen2_5_vl_7b,raw_attention,32,HALL,10,916,0.45097181798003644,0.37380221486091614,0.4413497895002365,0.5116831511259079
qwen2_5_vl_7b,raw_attention,32,HALL,11,916,0.37126732256474976,0.3145657777786255,0.3633275628089905,0.4147781655192375
qwen2_5_vl_7b,raw_attention,32,HALL,12,916,0.49368844236609194,0.4042973443865776,0.4848851263523102,0.5802161544561386
qwen2_5_vl_7b,raw_attention,32,HALL,13,916,0.4848123913606442,0.40409717708826065,0.4802084267139435,0.5570527613162994
qwen2_5_vl_7b,raw_attention,32,HALL,14,916,0.46542238330216384,0.3860165700316429,0.45352351665496826,0.537326991558075
qwen2_5_vl_7b,raw_attention,32,HALL,15,916,0.6273262341990742,0.535217747092247,0.6291527152061462,0.7239823192358017
qwen2_5_vl_7b,raw_attention,32,HALL,16,916,0.5596948304583672,0.4640287831425667,0.5580109059810638,0.6574499607086182
qwen2_5_vl_7b,raw_attention,32,HALL,17,916,0.7131938883896478,0.6361428946256638,0.7211348116397858,0.7968811392784119
qwen2_5_vl_7b,raw_attention,32,HALL,18,916,0.5785603343659613,0.49172790348529816,0.5747469961643219,0.6540693640708923
qwen2_5_vl_7b,raw_attention,32,HALL,19,916,0.6240594516544884,0.5409196317195892,0.6265254020690918,0.7066615968942642
qwen2_5_vl_7b,raw_attention,32,HALL,20,916,0.73830650252286,0.6730656176805496,0.749383956193924,0.8168890178203583
qwen2_5_vl_7b,raw_attention,32,HALL,21,916,0.6845281493065138,0.6214134693145752,0.693344920873642,0.7541489005088806
qwen2_5_vl_7b,raw_attention,32,HALL,22,916,0.7010449545547431,0.6265258938074112,0.7076099514961243,0.7810155004262924
qwen2_5_vl_7b,raw_attention,32,HALL,23,916,0.7238115626977,0.6502889692783356,0.7289304137229919,0.8089223504066467
qwen2_5_vl_7b,raw_attention,32,HALL,24,916,0.676904827063521,0.5989927053451538,0.6766858398914337,0.7623619884252548
qwen2_5_vl_7b,raw_attention,32,HALL,25,916,0.6859372848701789,0.6089746654033661,0.6887959539890289,0.7629890739917755
qwen2_5_vl_7b,raw_attention,32,HALL,26,916,0.6748183097641541,0.5997380614280701,0.6746397912502289,0.7543043047189713
qwen2_5_vl_7b,raw_attention,32,HALL,27,916,0.6901353161017447,0.6191632002592087,0.6933354735374451,0.7657827585935593
qwen2_5_vl_7b,raw_attention,32,HALL,28,916,0.6599600095806164,0.5744811296463013,0.6582705974578857,0.742170438170433
qwen2_5_vl_7b,raw_attention,32,REAL,1,7801,0.5953039069646995,0.5465364456176758,0.5927362442016602,0.6420813202857971
qwen2_5_vl_7b,raw_attention,32,REAL,2,7801,0.5321354449078022,0.4808610677719116,0.5297026634216309,0.58071368932724
qwen2_5_vl_7b,raw_attention,32,REAL,3,7801,0.4286270768420694,0.38553595542907715,0.42226850986480713,0.4648909270763397
qwen2_5_vl_7b,raw_attention,32,REAL,4,7801,0.44105375044973305,0.38735252618789673,0.43063804507255554,0.4830341637134552
qwen2_5_vl_7b,raw_attention,32,REAL,5,7801,0.43328645432275037,0.36567533016204834,0.41990137100219727,0.48587673902511597
qwen2_5_vl_7b,raw_attention,32,REAL,6,7801,0.393443824054568,0.3123543858528137,0.36709487438201904,0.4578838646411896
