label,layer,n,mean,median
0,1,450,0.24801571667194366,0.24993103742599487
0,2,450,0.10218053311109543,0.09482096880674362
0,3,450,0.3826097548007965,0.39708027243614197
0,4,450,0.4153786897659302,0.4477856755256653
0,5,450,0.3955395817756653,0.4159819781780243
0,6,450,0.3646385669708252,0.37710726261138916
0,7,450,0.3655402958393097,0.37172406911849976
0,8,450,0.3011203110218048,0.31344926357269287
0,9,450,0.27117469906806946,0.27677181363105774
0,10,450,0.2719106376171112,0.27782025933265686
0,11,450,0.2543419599533081,0.2588983178138733
0,12,450,0.24253563582897186,0.23812761902809143
0,13,450,0.3150889277458191,0.3180594742298126
0,14,450,0.2647963762283325,0.2618802785873413
0,15,450,0.30809223651885986,0.30695366859436035
0,16,450,0.2768913209438324,0.2748925983905792
0,17,450,0.2606647312641144,0.2587002217769623
0,18,450,0.29592591524124146,0.29291486740112305
0,19,450,0.3480064570903778,0.3416631817817688
0,20,450,0.32053208351135254,0.3123159408569336
0,21,450,0.33622628450393677,0.3320525884628296
0,22,450,0.32877612113952637,0.32844483852386475
0,23,450,0.4976084530353546,0.5012199282646179
0,24,450,0.33947625756263733,0.33878248929977417
0,25,450,0.390158087015152,0.38829565048217773
0,26,450,0.3332708179950714,0.3387501835823059
0,27,450,0.2225123792886734,0.22064590454101562
0,28,450,0.2960824966430664,0.29741913080215454
0,29,450,0.3361295163631439,0.33421963453292847
0,30,450,0.2661178708076477,0.26413968205451965
0,31,450,0.27812138199806213,0.2797120213508606
0,32,450,0.22566497325897217,0.22576919198036194
1,1,1503,0.258563756942749,0.2593291997909546
1,2,1503,0.10554473102092743,0.09828144311904907
1,3,1503,0.38750866055488586,0.4189077913761139
1,4,1503,0.3961694836616516,0.430562824010849
1,5,1503,0.37818098068237305,0.40386292338371277
1,6,1503,0.3392166197299957,0.3508452773094177
1,7,1503,0.31861886382102966,0.3134239614009857
1,8,1503,0.2765980660915375,0.27418962121009827
1,9,1503,0.2602233290672302,0.26207274198532104
1,10,1503,0.2543863356113434,0.25218096375465393
1,11,1503,0.24217383563518524,0.24046412110328674
1,12,1503,0.2607372999191284,0.2604216933250427
1,13,1503,0.3145883083343506,0.31789177656173706
1,14,1503,0.2779890298843384,0.2791312336921692
1,15,1503,0.30283358693122864,0.2963077127933502
1,16,1503,0.2839692234992981,0.27980777621269226
1,17,1503,0.2874351739883423,0.2856884300708771
1,18,1503,0.28840354084968567,0.28413793444633484
1,19,1503,0.3399413824081421,0.33763235807418823
1,20,1503,0.3254588842391968,0.3216463327407837
1,21,1503,0.33791860938072205,0.3293739855289459
1,22,1503,0.3218481242656708,0.3181512653827667
1,23,1503,0.4865514636039734,0.4928218126296997
1,24,1503,0.34115156531333923,0.3371956944465637
1,25,1503,0.3652779757976532,0.36053866147994995
1,26,1503,0.30838069319725037,0.30700668692588806
1,27,1503,0.22052700817584991,0.21558566391468048
1,28,1503,0.31198951601982117,0.3117062747478485
1,29,1503,0.3571609556674957,0.3562392592430115
1,30,1503,0.28871774673461914,0.28316187858581543
1,31,1503,0.29646962881088257,0.29578685760498047
1,32,1503,0.23967143893241882,0.23907767236232758
