model,label,layer,n_mentions,mean,q25,median,q75,raw_d_js_real_auroc
internvl_2_5_8b,HALL,21,1766,0.002061109757050872,0.0012587778037413955,0.0017028648871928453,0.0023920838721096516,0.41078406640027404
internvl_2_5_8b,HALL,22,1766,0.004181053955107927,0.001907852478325367,0.0031628855504095554,0.00537704536691308,0.5332090050804533
internvl_2_5_8b,HALL,23,1766,0.0021679194178432226,0.0011970649939030409,0.0018026451580226421,0.002754674758762121,0.4300430459872307
internvl_2_5_8b,HALL,24,1766,0.0018320499220862985,0.0008285365765914321,0.001372184487991035,0.002335325349122286,0.49025708142925417
internvl_2_5_8b,HALL,25,1766,0.002727505285292864,0.0007666412857361138,0.0015151564730331302,0.0030468981713056564,0.5381251020674834
internvl_2_5_8b,HALL,26,1766,0.000884969427715987,0.00032044772524386644,0.0005010305903851986,0.0009368705214001238,0.5341372029503325
internvl_2_5_8b,HALL,27,1766,0.0024885230232030153,0.00024564514751546085,0.0004454331938177347,0.0012871798826381564,0.5646402935055672
internvl_2_5_8b,HALL,28,1766,0.001628036261536181,0.0007341106538660824,0.0011910289758816361,0.0020483331754803658,0.5607301951683279
internvl_2_5_8b,HALL,29,1766,0.0021684071980416775,0.0010674315271899104,0.0015581764746457338,0.0023095624055713415,0.6389176840549426
internvl_2_5_8b,HALL,30,1766,0.0037570332642644644,0.0015625328524038196,0.0025117683690041304,0.004477583337575197,0.5883596717022413
internvl_2_5_8b,HALL,31,1766,0.003454274032264948,0.001970030600205064,0.002791932551190257,0.00415331544354558,0.5018784666820568
internvl_2_5_8b,HALL,32,1766,0.015252843499183655,0.010702801868319511,0.014744958840310574,0.01905590109527111,0.35957449376511463
internvl_2_5_8b,REAL,1,9993,0.002601106883957982,0.0017658257856965065,0.0023916522040963173,0.0031664958223700523,0.4905311691003635
internvl_2_5_8b,REAL,2,9993,0.0028873602859675884,0.0020886342972517014,0.002617964753881097,0.0034606382250785828,0.5590436238549317
internvl_2_5_8b,REAL,3,9993,0.00150394719094038,0.0008532321080565453,0.001174819772131741,0.0017400807701051235,0.5338180384253122
internvl_2_5_8b,REAL,4,9993,0.002252702135592699,0.0016614198684692383,0.0021535633131861687,0.002704620361328125,0.5510662956708428
internvl_2_5_8b,REAL,5,9993,0.0013169393641874194,0.0008780034258961678,0.0011446404969319701,0.001525290310382843,0.42066315050206715
internvl_2_5_8b,REAL,6,9993,0.001669019227847457,0.0006291134050115943,0.0010185085702687502,0.0020475233905017376,0.4765720772377584
internvl_2_5_8b,REAL,7,9993,0.0017216248670592904,0.0011475264327600598,0.0014882180839776993,0.0019789678044617176,0.4016688238958664
internvl_2_5_8b,REAL,8,9993,0.0017452067695558071,0.0008536692475900054,0.0013301754370331764,0.0022998990025371313,0.45740908783373724
internvl_2_5_8b,REAL,9,9993,0.0012127365916967392,0.0007412306731566787,0.0009913976537063718,0.0013337114360183477,0.5004461786897487
internvl_2_5_8b,REAL,10,9993,0.001637267880141735,0.0011028050212189555,0.0015069335931912065,0.0020409170538187027,0.5686156980327906
internvl_2_5_8b,REAL,11,9993,0.0012500014854595065,0.0008231501560658216,0.0011018146760761738,0.0014852341264486313,0.42248141082676327
internvl_2_5_8b,REAL,12,9993,0.001208893139846623,0.0007797519210726023,0.0010881847701966763,0.0014903657138347626,0.5854415191426752
internvl_2_5_8b,REAL,13,9993,0.0014532925561070442,0.0008794344030320644,0.0012481706216931343,0.0017822498921304941,0.626465111081721
internvl_2_5_8b,REAL,14,9993,0.0008213988621719182,0.000526491436176002,0.0007056318572722375,0.0009841688442975283,0.5587786592177378
internvl_2_5_8b,REAL,15,9993,0.0009509084629826248,0.000699129537679255,0.0008709302637726068,0.0011037488002330065,0.5086566825543453
internvl_2_5_8b,REAL,16,9993,0.001959798624739051,0.0012862440198659897,0.0017408414278179407,0.002359924139454961,0.5980006786177278
internvl_2_5_8b,REAL,17,9993,0.0011816169135272503,0.0007907687686383724,0.0010690863709896803,0.0014226348139345646,0.5325365921490457
internvl_2_5_8b,REAL,18,9993,0.0015217323089018464,0.0009673780295997858,0.0013390404637902975,0.00185923813842237,0.6283906378859313
internvl_2_5_8b,REAL,19,9993,0.00324910506606102,0.001953771570697427,0.002867812290787697,0.004193155560642481,0.6827446256547194
internvl_2_5_8b,REAL,20,9993,0.004629285074770451,0.0023284857161343098,0.0035384036600589752,0.0054326290264725685,0.4843738011851785
internvl_2_5_8b,REAL,21,9993,0.0017366557149216533,0.001045433571562171,0.0014766072854399681,0.0021138880401849747,0.41078406640027404
internvl_2_5_8b,REAL,22,9993,0.004512686748057604,0.002105416264384985,0.0034909211099147797,0.0058538224548101425,0.5332090050804533
internvl_2_5_8b,REAL,23,9993,0.0018502785824239254,0.0010249960469081998,0.0015589226968586445,0.0023514796048402786,0.4300430459872307
internvl_2_5_8b,REAL,24,9993,0.0017516996013000607,0.0008225315250456333,0.0013305885950103402,0.002207355108112097,0.49025708142925417
internvl_2_5_8b,REAL,25,9993,0.0036643368657678366,0.0007947767153382301,0.0017351110000163317,0.004127735737711191,0.5381251020674834
internvl_2_5_8b,REAL,26,9993,0.0010862646158784628,0.0003311019390821457,0.000552486046217382,0.001106801675632596,0.5341372029503325
internvl_2_5_8b,REAL,27,9993,0.002747965743765235,0.0003006640763487667,0.0006332009797915816,0.0021967669017612934,0.5646402935055672
internvl_2_5_8b,REAL,28,9993,0.0018002954311668873,0.0008853323524817824,0.0014580953866243362,0.0022994668688625097,0.5607301951683279
internvl_2_5_8b,REAL,29,9993,0.003035489935427904,0.0013973983004689217,0.002122882753610611,0.0036082249134778976,0.6389176840549426
internvl_2_5_8b,REAL,30,9993,0.005224940367043018,0.0018924541072919965,0.0032108486630022526,0.006390511058270931,0.5883596717022413
internvl_2_5_8b,REAL,31,9993,0.0037100124172866344,0.001953340135514736,0.002791687846183777,0.004176734946668148,0.5018784666820568
internvl_2_5_8b,REAL,32,9993,0.012550297193229198,0.009056966751813889,0.011712227016687393,0.015248996205627918,0.35957449376511463
