model,label,layer,n_mentions,mean,q25,median,q75,raw_d_js_real_auroc
internvl_2_5_8b,HALL,1,1766,0.002715089824050665,0.0017466656863689423,0.0024115275591611862,0.003277536714449525,0.4905311691003635
internvl_2_5_8b,HALL,2,1766,0.002648846711963415,0.0019650228787213564,0.002449026331305504,0.003124414011836052,0.5590436238549317
internvl_2_5_8b,HALL,3,1766,0.0013990092556923628,0.0008020802633836865,0.0011148527264595032,0.0015982320765033364,0.5338180384253122
internvl_2_5_8b,HALL,4,1766,0.0021291670855134726,0.0014801009092479944,0.0020019831135869026,0.0025984288658946753,0.5510662956708428
internvl_2_5_8b,HALL,5,1766,0.0014292720006778836,0.0010130483424291015,0.001270708511583507,0.001648803474381566,0.42066315050206715
internvl_2_5_8b,HALL,6,1766,0.0015252571320161223,0.0007404402713291347,0.00112057919614017,0.001855190610513091,0.4765720772377584
internvl_2_5_8b,HALL,7,1766,0.001900333329103887,0.0013520163483917713,0.0017142726574093103,0.0022238909732550383,0.4016688238958664
internvl_2_5_8b,HALL,8,1766,0.0018440661951899529,0.0009876340627670288,0.0014636379200965166,0.0023337472230196,0.45740908783373724
internvl_2_5_8b,HALL,9,1766,0.0010933076264336705,0.0007845605723559856,0.0009887737687677145,0.001256527379155159,0.5004461786897487
internvl_2_5_8b,HALL,10,1766,0.001479308120906353,0.0009978602174669504,0.0013474898878484964,0.0018112796824425459,0.5686156980327906
internvl_2_5_8b,HALL,11,1766,0.0013825701316818595,0.0009455462568439543,0.0012379958061501384,0.001624584780074656,0.42248141082676327
internvl_2_5_8b,HALL,12,1766,0.0010458247270435095,0.0006921372842043638,0.0009357795352116227,0.0012750513851642609,0.5854415191426752
internvl_2_5_8b,HALL,13,1766,0.0011791475117206573,0.0006929417140781879,0.0009712422033771873,0.0014223000034689903,0.626465111081721
internvl_2_5_8b,HALL,14,1766,0.0007308772183023393,0.00048614692059345543,0.0006446787738241255,0.0008782569784671068,0.5587786592177378
internvl_2_5_8b,HALL,15,1766,0.0009422154980711639,0.0006771584739908576,0.0008683001506142318,0.001102317008189857,0.5086566825543453
internvl_2_5_8b,HALL,16,1766,0.0016849181847646832,0.0010731022339314222,0.001453982200473547,0.0020557758398354053,0.5980006786177278
internvl_2_5_8b,HALL,17,1766,0.001170506002381444,0.0007212260970845819,0.0009909563232213259,0.0014311284758150578,0.5325365921490457
internvl_2_5_8b,HALL,18,1766,0.0012962731998413801,0.0007605437422171235,0.0010502119548618793,0.0014955521328374743,0.6283906378859313
internvl_2_5_8b,HALL,19,1766,0.0022856113500893116,0.0014284520875662565,0.002019308041781187,0.002749586943536997,0.6827446256547194
internvl_2_5_8b,HALL,20,1766,0.005193227436393499,0.0023703849874436855,0.003621951676905155,0.0057246801443398,0.4843738011851785
