feature_set,dimensions,ensemble_auroc,raw_reference,raw_reference_ensemble_auroc,relative_minus_raw_auroc,d_ot_ensemble_auroc,relative_combo_minus_d_ot_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
relative_strength,32,0.8670592429210771,strength,0.8443177691379256,0.0227414737831515,,,0.536720240480452,0.5991001415165315,0.3521000893655049,0.4378213838595837,0.8652848391954969,0.8629403298334811,0.8615224090234238
D_OT+relative_strength,96,0.8696614346901937,D_OT+strength,0.8605631094923257,0.009098325197868018,0.853423437616825,0.016237997073368704,0.5295372827258762,0.5589757001549683,0.45933869526362825,0.5030309586068941,0.8616265500998685,0.8572472843211604,0.8508292566997425
