model,case_id,layer,strategy,lambda,finite_effect_norm
internvl_2_5_8b,internvl_2_5_8b:120475:118:24,24,deterministic_random_region,0.75,0.6159487366676331
internvl_2_5_8b,internvl_2_5_8b:120475:118:24,24,deterministic_random_region,1.0,0.6200282573699951
internvl_2_5_8b,internvl_2_5_8b:120475:118:24,24,deterministic_random_region,1.25,0.6243602633476257
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_p_ffn_token,0.0,3.16459059715271
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_p_ffn_token,0.25,3.2081868648529053
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_p_ffn_token,0.5,3.257157325744629
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_p_ffn_token,0.75,3.311309576034546
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_p_ffn_token,1.0,3.370309829711914
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_p_ffn_token,1.25,3.4339733123779297
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_8_region,0.0,2.553577423095703
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_8_region,0.25,2.7408902645111084
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_8_region,0.5,2.941063642501831
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_8_region,0.75,3.151534080505371
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_8_region,1.0,3.370309829711914
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,highest_8_region,1.25,3.595741033554077
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,deterministic_random_region,0.0,3.0332586765289307
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,deterministic_random_region,0.25,3.116441249847412
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,deterministic_random_region,0.5,3.2004458904266357
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,deterministic_random_region,0.75,3.2850515842437744
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,deterministic_random_region,1.0,3.370309829711914
internvl_2_5_8b,internvl_2_5_8b:120475:118:32,32,deterministic_random_region,1.25,3.456069231033325
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_p_ffn_token,0.0,0.3042110502719879
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_p_ffn_token,0.25,0.3122125267982483
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_p_ffn_token,0.5,0.3209042251110077
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_p_ffn_token,0.75,0.3302342891693115
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_p_ffn_token,1.0,0.34015318751335144
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_p_ffn_token,1.25,0.35060474276542664
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_8_region,0.0,0.2628745138645172
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_8_region,0.25,0.27999088168144226
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_8_region,0.5,0.2987622022628784
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_8_region,0.75,0.3188972771167755
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_8_region,1.0,0.34015318751335144
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,highest_8_region,1.25,0.3623286485671997
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,deterministic_random_region,0.0,0.2699761986732483
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,deterministic_random_region,0.25,0.2862965762615204
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,deterministic_random_region,0.5,0.30352774262428284
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,deterministic_random_region,0.75,0.32151857018470764
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,deterministic_random_region,1.0,0.34015318751335144
internvl_2_5_8b,internvl_2_5_8b:120475:129:24,24,deterministic_random_region,1.25,0.359323650598526
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_p_ffn_token,0.0,1.7660688161849976
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_p_ffn_token,0.25,1.8657573461532593
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_p_ffn_token,0.5,1.966402530670166
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_p_ffn_token,0.75,2.0678350925445557
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_p_ffn_token,1.0,2.1699280738830566
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_p_ffn_token,1.25,2.2725636959075928
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_8_region,0.0,1.2815536260604858
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_8_region,0.25,1.4990426301956177
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_8_region,0.5,1.7206025123596191
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_8_region,0.75,1.9445563554763794
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_8_region,1.0,2.1699280738830566
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,highest_8_region,1.25,2.396097421646118
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,deterministic_random_region,0.0,1.830161213874817
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,deterministic_random_region,0.25,1.9144712686538696
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,deterministic_random_region,0.5,1.9992493391036987
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,deterministic_random_region,0.75,2.084420919418335
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,deterministic_random_region,1.0,2.1699280738830566
internvl_2_5_8b,internvl_2_5_8b:13061:7:24,24,deterministic_random_region,1.25,2.2557132244110107
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_p_ffn_token,0.0,1.5464714765548706
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_p_ffn_token,0.25,1.6146423816680908
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_p_ffn_token,0.5,1.6853554248809814
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_p_ffn_token,0.75,1.7583231925964355
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_p_ffn_token,1.0,1.8332926034927368
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_p_ffn_token,1.25,1.9100441932678223
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_8_region,0.0,1.3239015340805054
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_8_region,0.25,1.4474555253982544
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_8_region,0.5,1.5739232301712036
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_8_region,0.75,1.7026889324188232
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_8_region,1.0,1.8332926034927368
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,highest_8_region,1.25,1.96538507938385
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,deterministic_random_region,0.0,1.3239015340805054
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,deterministic_random_region,0.25,1.4474555253982544
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,deterministic_random_region,0.5,1.5739232301712036
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,deterministic_random_region,0.75,1.7026889324188232
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,deterministic_random_region,1.0,1.8332926034927368
internvl_2_5_8b,internvl_2_5_8b:151338:118:8,8,deterministic_random_region,1.25,1.96538507938385
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_p_ffn_token,0.0,4.113435745239258
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_p_ffn_token,0.25,4.403474807739258
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_p_ffn_token,0.5,4.822619915008545
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_p_ffn_token,0.75,5.34125280380249
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_p_ffn_token,1.0,5.9331769943237305
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_p_ffn_token,1.25,6.577798843383789
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_8_region,0.0,2.2793235778808594
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_8_region,0.25,2.9495630264282227
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_8_region,0.5,3.853907585144043
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_8_region,0.75,4.866877555847168
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_8_region,1.0,5.9331769943237305
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,highest_8_region,1.25,7.0264387130737305
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,deterministic_random_region,0.0,5.879571437835693
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,deterministic_random_region,0.25,5.892495632171631
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,deterministic_random_region,0.5,5.905741214752197
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,deterministic_random_region,0.75,5.919302463531494
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,deterministic_random_region,1.0,5.9331769943237305
internvl_2_5_8b,internvl_2_5_8b:15345:22:16,16,deterministic_random_region,1.25,5.947361946105957
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_p_ffn_token,0.0,5.5926947593688965
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_p_ffn_token,0.25,5.805559158325195
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_p_ffn_token,0.5,6.0488667488098145
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_p_ffn_token,0.75,6.3200483322143555
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_p_ffn_token,1.0,6.616578578948975
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_p_ffn_token,1.25,6.936069011688232
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_8_region,0.0,4.690727233886719
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_8_region,0.25,5.131959438323975
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_8_region,0.5,5.6039533615112305
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_8_region,0.75,6.100401878356934
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_8_region,1.0,6.616578578948975
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,highest_8_region,1.25,7.148911952972412
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,deterministic_random_region,0.0,6.306276798248291
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,deterministic_random_region,0.25,6.380861759185791
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,deterministic_random_region,0.5,6.4574737548828125
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,deterministic_random_region,0.75,6.5360636711120605
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,deterministic_random_region,1.0,6.616578578948975
internvl_2_5_8b,internvl_2_5_8b:160855:58:16,16,deterministic_random_region,1.25,6.698971748352051
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_p_ffn_token,0.0,0.5776445865631104
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_p_ffn_token,0.25,0.5916212201118469
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_p_ffn_token,0.5,0.6057785153388977
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_p_ffn_token,0.75,0.6201045513153076
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_p_ffn_token,1.0,0.6345891952514648
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_p_ffn_token,1.25,0.6492224931716919
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_8_region,0.0,0.4506634473800659
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_8_region,0.25,0.49567702412605286
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_8_region,0.5,0.5414348244667053
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_8_region,0.75,0.587777316570282
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_8_region,1.0,0.6345891952514648
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,highest_8_region,1.25,0.6817852854728699
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,deterministic_random_region,0.0,0.6062644124031067
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,deterministic_random_region,0.25,0.6132075786590576
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,deterministic_random_region,0.5,0.6202446818351746
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,deterministic_random_region,0.75,0.627373218536377
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,deterministic_random_region,1.0,0.6345891952514648
internvl_2_5_8b,internvl_2_5_8b:16193:202:8,8,deterministic_random_region,1.25,0.6418903470039368
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_p_ffn_token,0.0,7.477116107940674
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_p_ffn_token,0.25,7.6407623291015625
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_p_ffn_token,0.5,7.954891681671143
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_p_ffn_token,0.75,8.401461601257324
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_p_ffn_token,1.0,8.957598686218262
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_p_ffn_token,1.25,9.602165222167969
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_8_region,0.0,7.134706020355225
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_8_region,0.25,7.45347785949707
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_8_region,0.5,7.874630451202393
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_8_region,0.75,8.381288528442383
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_8_region,1.0,8.957598686218262
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,highest_8_region,1.25,9.59018325805664
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,deterministic_random_region,0.0,8.104774475097656
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,deterministic_random_region,0.25,8.306649208068848
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,deterministic_random_region,0.5,8.516474723815918
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,deterministic_random_region,0.75,8.73365592956543
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,deterministic_random_region,1.0,8.957598686218262
internvl_2_5_8b,internvl_2_5_8b:167486:73:32,32,deterministic_random_region,1.25,9.187776565551758
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_p_ffn_token,0.0,0.7828506827354431
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_p_ffn_token,0.25,0.8133902549743652
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_p_ffn_token,0.5,0.8452730774879456
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_p_ffn_token,0.75,0.8783491253852844
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_p_ffn_token,1.0,0.912489116191864
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_p_ffn_token,1.25,0.9475700259208679
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_8_region,0.0,0.41600388288497925
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_8_region,0.25,0.5253716111183167
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_8_region,0.5,0.6482816338539124
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_8_region,0.75,0.7783332467079163
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_8_region,1.0,0.912489116191864
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,highest_8_region,1.25,1.0491598844528198
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,deterministic_random_region,0.0,0.41600388288497925
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,deterministic_random_region,0.25,0.5253716111183167
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,deterministic_random_region,0.5,0.6482816338539124
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,deterministic_random_region,0.75,0.7783332467079163
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,deterministic_random_region,1.0,0.912489116191864
internvl_2_5_8b,internvl_2_5_8b:194595:44:24,24,deterministic_random_region,1.25,1.0491598844528198
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_p_ffn_token,0.0,0.8091323375701904
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_p_ffn_token,0.25,0.8358745574951172
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_p_ffn_token,0.5,0.8633003830909729
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_p_ffn_token,0.75,0.8913436532020569
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_p_ffn_token,1.0,0.9199451804161072
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_p_ffn_token,1.25,0.9490509033203125
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_8_region,0.0,0.6416961550712585
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_8_region,0.25,0.7092296481132507
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_8_region,0.5,0.7783876657485962
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_8_region,0.75,0.848730206489563
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_8_region,1.0,0.9199451804161072
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,highest_8_region,1.25,0.9918068051338196
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,deterministic_random_region,0.0,0.8050762414932251
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,deterministic_random_region,0.25,0.8331444263458252
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,deterministic_random_region,0.5,0.8616756796836853
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,deterministic_random_region,0.75,0.8906232714653015
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,deterministic_random_region,1.0,0.9199451804161072
internvl_2_5_8b,internvl_2_5_8b:200745:238:8,8,deterministic_random_region,1.25,0.9496047496795654
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_p_ffn_token,0.0,2.08217191696167
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_p_ffn_token,0.25,2.122830390930176
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_p_ffn_token,0.5,2.164024591445923
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_p_ffn_token,0.75,2.205725908279419
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_p_ffn_token,1.0,2.2479043006896973
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_p_ffn_token,1.25,2.2905309200286865
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_8_region,0.0,1.6472759246826172
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_8_region,0.25,1.7933498620986938
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_8_region,0.5,1.9426593780517578
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_8_region,0.75,2.0943827629089355
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_8_region,1.0,2.2479043006896973
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,highest_8_region,1.25,2.402754306793213
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,deterministic_random_region,0.0,2.085967779159546
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,deterministic_random_region,0.25,2.1252920627593994
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,deterministic_random_region,0.5,2.1654205322265625
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,deterministic_random_region,0.75,2.206306219100952
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,deterministic_random_region,1.0,2.2479043006896973
internvl_2_5_8b,internvl_2_5_8b:204830:115:8,8,deterministic_random_region,1.25,2.2901723384857178
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_p_ffn_token,0.0,0.38906729221343994
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_p_ffn_token,0.25,0.39936739206314087
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_p_ffn_token,0.5,0.41031718254089355
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_p_ffn_token,0.75,0.42186877131462097
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_p_ffn_token,1.0,0.43397071957588196
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_p_ffn_token,1.25,0.44658488035202026
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_8_region,0.0,0.29720839858055115
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_8_region,0.25,0.3291289806365967
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_8_region,0.5,0.36284565925598145
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_8_region,0.75,0.39789968729019165
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_8_region,1.0,0.43397071957588196
internvl_2_5_8b,internvl_2_5_8b:220981:79:24,24,highest_8_region,1.25,0.47082892060279846
