model,label,layer,n_mentions,mean,q25,median,q75,raw_log1p_strength_real_auroc
internvl_2_5_8b,HALL,1,1766,0.3687303364276886,0.2527191936969757,0.3278732895851135,0.46044957637786865,0.6973707472920739
internvl_2_5_8b,HALL,2,1766,0.2099616676568985,0.16469958424568176,0.20309992134571075,0.24544984102249146,0.6771084039688484
internvl_2_5_8b,HALL,3,1766,0.10422829538583755,0.06522148847579956,0.0896579846739769,0.12591305375099182,0.6615639441380201
internvl_2_5_8b,HALL,4,1766,0.22391793131828308,0.14732083678245544,0.19843189418315887,0.2718906104564667,0.7044858354415475
internvl_2_5_8b,HALL,5,1766,0.5652419924736023,0.3734959363937378,0.5108301043510437,0.6978352069854736,0.6912796205361873
internvl_2_5_8b,HALL,6,1766,0.9583698511123657,0.6587663292884827,0.8960124254226685,1.1923844814300537,0.7128376046698147
internvl_2_5_8b,HALL,7,1766,0.8521631956100464,0.582633376121521,0.7801213264465332,1.0429155826568604,0.7136367767743197
internvl_2_5_8b,HALL,8,1766,1.4513431787490845,1.138512372970581,1.4698829650878906,1.7552434206008911,0.6999307782718571
internvl_2_5_8b,HALL,9,1766,0.9486660957336426,0.7578309774398804,0.9110770225524902,1.095121145248413,0.7369384786791298
internvl_2_5_8b,HALL,10,1766,1.7551946640014648,1.4701528549194336,1.801672339439392,2.088616132736206,0.6964530324114763
internvl_2_5_8b,HALL,11,1766,1.3024321794509888,1.0117281675338745,1.324875831604004,1.6003361940383911,0.6976540146619055
internvl_2_5_8b,HALL,12,1766,1.6530165672302246,1.3705787658691406,1.719525933265686,1.9916311502456665,0.7139599645006317
internvl_2_5_8b,HALL,13,1766,2.0572140216827393,1.7802859544754028,2.1645357608795166,2.424497127532959,0.6550248820833701
internvl_2_5_8b,HALL,14,1766,1.2726719379425049,0.9791851043701172,1.28403639793396,1.5644021034240723,0.7002964362709616
internvl_2_5_8b,HALL,15,1766,1.6797826290130615,1.4017751216888428,1.7546427249908447,2.0010581016540527,0.6741250585489118
internvl_2_5_8b,HALL,16,1766,2.40118408203125,2.120216131210327,2.5046305656433105,2.7511978149414062,0.6416376797846828
internvl_2_5_8b,HALL,17,1766,2.0770621299743652,1.789703130722046,2.167320966720581,2.4261276721954346,0.6607383379010834
internvl_2_5_8b,HALL,18,1766,1.6317418813705444,1.2651503086090088,1.6926658153533936,2.0640387535095215,0.6818920753020887
internvl_2_5_8b,HALL,19,1766,2.1281800270080566,1.8024407625198364,2.2128286361694336,2.5212512016296387,0.6923342092579188
