feature_set,dimensions,full_support_js_ensemble_auroc,union_topk_js_ensemble_auroc,union_topk_js_minus_full_js_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
C_JS,64,0.853729185136131,0.8562138844087457,0.002484699272614632,0.4772929753290876,0.5049025566458382,0.42180518319928506,0.4565097266829928,0.8539948783952662,0.8366427053181376,0.8474306527242237
D_JS,64,0.8541544278649477,0.8483258654390481,-0.005828562425899575,0.48798263652249996,0.5497538407409734,0.3512064343163539,0.426565613911873,0.8459720100829924,0.8380799856872777,0.8359664558922486
E_JS,64,0.8537478771242109,0.8498279001954648,-0.003919976928746016,0.47831281146707866,0.5260146628298884,0.39052725647899916,0.44366187569018617,0.8455641242002501,0.8298728677782169,0.8436555387030965
G_JS,192,0.8742169392136548,0.876180933104045,0.0019639938903901477,0.559500400549693,0.572843555765568,0.4798927613941018,0.5215632031315387,0.8690539450775984,0.8724358597780459,0.869488533800455
H_JS,224,0.8795935560706237,0.8748925210685409,-0.004701035002082854,0.5367418884348657,0.5341796575908854,0.4647006255585344,0.49667005203019826,0.869106015615821,0.8662915362677974,0.8737763423517726
