feature_set,dimensions,ensemble_auroc,reference_feature,reference_ensemble_auroc,ensemble_auroc_minus_reference,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
net_strength,32,0.839282281063414,strength,0.8443177691379256,-0.005035488074511596,0.49446203589375565,0.6078231292517007,0.2287756925826631,0.32834980455344304,0.8383590303664699,0.8331786793843393,0.8321119009217821
D_OT+strength,96,0.8605631094923257,D_OT,0.853423437616825,0.007139671875500686,0.5294724814487702,0.5763036232232425,0.420017873100983,0.4850036282088903,0.8547412227764546,0.8565583510462172,0.8541791279920532
