model,label,layer,n_mentions,mean,q25,median,q75,raw_endpoint_uniform_js_real_auroc
internvl_2_5_8b,HALL,1,1766,0.13960528373718262,0.11022810637950897,0.13450263440608978,0.1624755561351776,0.5208368111358586
internvl_2_5_8b,HALL,2,1766,0.20594537258148193,0.1787899136543274,0.20470333099365234,0.23168134689331055,0.5087559876284861
internvl_2_5_8b,HALL,3,1766,0.21420039236545563,0.1795366108417511,0.21088019013404846,0.2454456388950348,0.519244275069559
internvl_2_5_8b,HALL,4,1766,0.17631062865257263,0.14905697107315063,0.17209851741790771,0.20118840038776398,0.5756625050899162
internvl_2_5_8b,HALL,5,1766,0.15510042011737823,0.12752459943294525,0.1517496407032013,0.1776190996170044,0.6317933028771329
internvl_2_5_8b,HALL,6,1766,0.17468279600143433,0.14567261934280396,0.17108909785747528,0.1986839473247528,0.5919151616777271
internvl_2_5_8b,HALL,7,1766,0.1534445583820343,0.12384769320487976,0.14681628346443176,0.1756848394870758,0.6235796541157519
internvl_2_5_8b,HALL,8,1766,0.19036705791950226,0.15090346336364746,0.18451353907585144,0.2218482792377472,0.5429085467414959
internvl_2_5_8b,HALL,9,1766,0.14422142505645752,0.11542738974094391,0.13889430463314056,0.16731739044189453,0.6241155331948671
internvl_2_5_8b,HALL,10,1766,0.2170260101556778,0.17587096989154816,0.21371689438819885,0.25609102845191956,0.498227071520846
internvl_2_5_8b,HALL,11,1766,0.19646055996418,0.15067344903945923,0.19068124890327454,0.23840470612049103,0.5100600998275236
internvl_2_5_8b,HALL,12,1766,0.2260931432247162,0.18044570088386536,0.2239476889371872,0.2708285450935364,0.4851025106022687
internvl_2_5_8b,HALL,13,1766,0.2820722460746765,0.23206286132335663,0.28402915596961975,0.33081239461898804,0.39500694087220056
internvl_2_5_8b,HALL,14,1766,0.22613152861595154,0.1846962422132492,0.223090261220932,0.262210488319397,0.5406004191609098
internvl_2_5_8b,HALL,15,1766,0.2574354112148285,0.2109941989183426,0.2559337019920349,0.3017984628677368,0.45248086457802456
internvl_2_5_8b,HALL,16,1766,0.3111247420310974,0.25945621728897095,0.3111322522163391,0.36103400588035583,0.3558545058551178
internvl_2_5_8b,HALL,17,1766,0.29181018471717834,0.2479603886604309,0.2900661826133728,0.33623409271240234,0.43201543458677016
internvl_2_5_8b,HALL,18,1766,0.30029040575027466,0.2439798265695572,0.29835018515586853,0.35646185278892517,0.5157096377430226
internvl_2_5_8b,HALL,19,1766,0.29401299357414246,0.2532036304473877,0.2943808138370514,0.33407294750213623,0.4495177768265646
internvl_2_5_8b,HALL,20,1766,0.33433470129966736,0.2834283113479614,0.3356236219406128,0.3832923471927643,0.40509126490468583
internvl_2_5_8b,HALL,21,1766,0.2918989360332489,0.24577784538269043,0.28677040338516235,0.33692848682403564,0.4549962436899488
internvl_2_5_8b,HALL,22,1766,0.3069758117198944,0.259135901927948,0.3042795658111572,0.3570663332939148,0.45665779749108637
internvl_2_5_8b,HALL,23,1766,0.2988607585430145,0.23415322601795197,0.2931560277938843,0.3616904616355896,0.5095038214179144
internvl_2_5_8b,HALL,24,1766,0.2819325625896454,0.21507740020751953,0.2769854664802551,0.34576770663261414,0.49628735018250036
internvl_2_5_8b,HALL,25,1766,0.34745606780052185,0.2891877293586731,0.35085052251815796,0.40928149223327637,0.45090340135036766
internvl_2_5_8b,HALL,26,1766,0.33004680275917053,0.26645010709762573,0.3327370285987854,0.39392101764678955,0.5289519197979923
internvl_2_5_8b,HALL,27,1766,0.30795755982398987,0.24091970920562744,0.307086706161499,0.3728964328765869,0.47611051405292876
internvl_2_5_8b,HALL,28,1766,0.2658882141113281,0.1953316032886505,0.26495903730392456,0.33037951588630676,0.49589063986919946
internvl_2_5_8b,HALL,29,1766,0.3303019404411316,0.2750159204006195,0.33662864565849304,0.3927667438983917,0.5146846563829108
internvl_2_5_8b,HALL,30,1766,0.31608837842941284,0.2663169503211975,0.3217179775238037,0.3701004385948181,0.45426220778100734
internvl_2_5_8b,HALL,31,1766,0.2909320592880249,0.24017132818698883,0.29462575912475586,0.34443244338035583,0.5153776386392332
internvl_2_5_8b,HALL,32,1766,0.22187405824661255,0.16985143721103668,0.2211475670337677,0.26854175329208374,0.5833203570925469
internvl_2_5_8b,REAL,1,9993,0.1420253962278366,0.11332159489393234,0.13624422252178192,0.16562984883785248,0.5208368111358586
internvl_2_5_8b,REAL,2,9993,0.20760616660118103,0.1793150156736374,0.2047722339630127,0.2329729050397873,0.5087559876284861
internvl_2_5_8b,REAL,3,9993,0.2179001420736313,0.1814105212688446,0.21319064497947693,0.24953067302703857,0.519244275069559
internvl_2_5_8b,REAL,4,9993,0.18743212521076202,0.15771101415157318,0.18376916646957397,0.21311885118484497,0.5756625050899162
internvl_2_5_8b,REAL,5,9993,0.1742599755525589,0.14370666444301605,0.1689840853214264,0.1992236226797104,0.6317933028771329
internvl_2_5_8b,REAL,6,9993,0.18924470245838165,0.15637525916099548,0.18434299528598785,0.21684250235557556,0.5919151616777271
internvl_2_5_8b,REAL,7,9993,0.17353184521198273,0.13851118087768555,0.16522116959095,0.20015113055706024,0.6235796541157519
