feature_set,dimensions,ensemble_auroc,mean_real_aupr,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
strength,32,0.8443177691379256,0.964734571950348,0.5054042237003719,0.6218753510841478,0.20196604110813224,0.30301520014104133,0.8399151383741175,0.8389932228191791,0.8428357615115942
kappa,32,0.8150741537869968,0.9545872812157453,0.44844080484635085,0.5352779936113269,0.2770330652368186,0.36187243659463614,0.8086948452837444,0.803712095318458,0.8108884835991156
strength+kappa,64,0.8594289063584803,0.967957093573764,0.5212319864957217,0.5918624965795544,0.30384271671134944,0.39706885278781523,0.8441722386593038,0.8586518537111607,0.8588774927101248
R_cos,32,0.7770840231567029,0.9424517517380212,0.37818774405186545,0.44790007398703047,0.25558534405719396,0.3253866141003039,0.7610850165023552,0.770481745938498,0.7717220928617967
strength+kappa+R_cos,96,0.864761463529261,0.9704765070796978,0.5320523227734569,0.54899293674896,0.4361036639857015,0.48550003616010956,0.86287691058821,0.8618401728207812,0.857546356130438
