model,label,layer,n_mentions,mean,q25,median,q75,raw_d_ef_js_real_auroc
internvl_2_5_8b,HALL,1,1766,0.062282681465148926,0.049623098224401474,0.06024733930826187,0.07212653011083603,0.5441414879430324
internvl_2_5_8b,HALL,2,1766,0.08527866005897522,0.06729872524738312,0.08269162476062775,0.10005476325750351,0.5620481335802558
internvl_2_5_8b,HALL,3,1766,0.08739446103572845,0.0672789067029953,0.08398676663637161,0.10324761271476746,0.4970962119689898
internvl_2_5_8b,HALL,4,1766,0.09122492372989655,0.07248110324144363,0.08776064217090607,0.10672437399625778,0.5033238725771687
internvl_2_5_8b,HALL,5,1766,0.0725392997264862,0.05736294016242027,0.07004941999912262,0.08463858813047409,0.4357181113982506
internvl_2_5_8b,HALL,6,1766,0.061891332268714905,0.0459098294377327,0.05880308896303177,0.07414286583662033,0.3372691858253212
internvl_2_5_8b,HALL,7,1766,0.04651797190308571,0.03521418571472168,0.04376070573925972,0.05496867001056671,0.41478550840628076
internvl_2_5_8b,HALL,8,1766,0.04599389433860779,0.03429374471306801,0.04372980445623398,0.05526231601834297,0.4174437961612767
internvl_2_5_8b,HALL,9,1766,0.04026618227362633,0.032222095876932144,0.038808926939964294,0.046725958585739136,0.42809125504500944
internvl_2_5_8b,HALL,10,1766,0.03425803780555725,0.02514965459704399,0.03173404932022095,0.040437452495098114,0.49499445761523436
internvl_2_5_8b,HALL,11,1766,0.037926096469163895,0.027920333668589592,0.03528068959712982,0.043805986642837524,0.49143097790197193
internvl_2_5_8b,HALL,12,1766,0.03237270191311836,0.023500896990299225,0.029535535722970963,0.03813454136252403,0.4974697463762573
internvl_2_5_8b,HALL,13,1766,0.03330233320593834,0.023924194276332855,0.03047008067369461,0.038634851574897766,0.5432097768551236
internvl_2_5_8b,HALL,14,1766,0.037270329892635345,0.02835341915488243,0.03453709930181503,0.04341806843876839,0.43535568329314095
internvl_2_5_8b,HALL,15,1766,0.032381560653448105,0.023986879736185074,0.030469488352537155,0.03807258605957031,0.49306085607603695
internvl_2_5_8b,HALL,16,1766,0.026865392923355103,0.01935379020869732,0.024973511695861816,0.03241812437772751,0.5331004069779763
internvl_2_5_8b,HALL,17,1766,0.0299774631857872,0.020458616316318512,0.027131635695695877,0.03639405593276024,0.47760028849186503
internvl_2_5_8b,HALL,18,1766,0.026472479104995728,0.017487864941358566,0.023846736177802086,0.032904595136642456,0.4786692984069596
internvl_2_5_8b,HALL,19,1766,0.028964877128601074,0.020729413256049156,0.026488307863473892,0.034907300025224686,0.4547485618188678
internvl_2_5_8b,HALL,20,1766,0.03571413829922676,0.024100277572870255,0.03202028200030327,0.043092139065265656,0.5077219398992658
internvl_2_5_8b,HALL,21,1766,0.03320939838886261,0.02503780648112297,0.03153093159198761,0.03937603533267975,0.5108985973080363
internvl_2_5_8b,HALL,22,1766,0.04033035412430763,0.028747109696269035,0.03726591169834137,0.04838474839925766,0.4424087518114322
internvl_2_5_8b,HALL,23,1766,0.032616741955280304,0.022601382806897163,0.029874276369810104,0.039106935262680054,0.43536962283564523
