feature_set,variant,seed,threshold_rule,threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
B,AE32,43,train_f1,0.5189194083213806,0.8440454001687618,0.9655480107114646,0.8856481481481482,0.9526892430278885,0.9179462571976967,0.5028228490231408,0.5701357466063348,0.3378016085790885,0.42424242424242425
B,AE32,44,fixed_0.5,0.5,0.8411594907234332,0.9652936813798634,0.8873831775700934,0.9457171314741036,0.9156219864995179,0.4784610909347913,0.5477178423236515,0.353887399463807,0.42996742671009774
B,AE32,44,train_f1,0.5009602308273315,0.8411594907234332,0.9652936813798634,0.8873831775700934,0.9457171314741036,0.9156219864995179,0.4784610909347913,0.5477178423236515,0.353887399463807,0.42996742671009774
B,AE32,45,fixed_0.5,0.5,0.8437036038153019,0.9663510881983328,0.8768115942028986,0.9641434262948207,0.9184060721062619,0.4865243981968238,0.5838150289017341,0.2707774798927614,0.36996336996337
B,AE32,45,train_f1,0.5223031044006348,0.8437036038153019,0.9663510881983328,0.8794131132508024,0.9551792828685259,0.9157316782048222,0.4865243981968238,0.55,0.2949061662198391,0.38394415357766143
F,AE32_cosine,43,fixed_0.5,0.5,0.8640031028700212,0.9705260016130057,0.9043728976453628,0.9372509960159362,0.9205184641721692,0.5414870104319353,0.58,0.46648793565683644,0.5170876671619614
F,AE32_cosine,43,train_f1,0.4887619614601135,0.8640031028700212,0.9705260016130057,0.900952380952381,0.9422310756972112,0.9211295034079844,0.5414870104319353,0.5871886120996441,0.44235924932975873,0.5045871559633027
F,AE32_cosine,44,fixed_0.5,0.5,0.8674557800967712,0.9706534358225629,0.8819538670284939,0.9711155378486056,0.9243896657975824,0.5559777539786267,0.6588235294117647,0.3002680965147453,0.4125230202578269
F,AE32_cosine,44,train_f1,0.5646172165870667,0.8674557800967712,0.9706534358225629,0.8923433874709977,0.9576693227091634,0.923852990631756,0.5559777539786267,0.6238938053097345,0.3780160857908847,0.4707846410684474
F,AE32_cosine,45,fixed_0.5,0.5,0.8660178321566283,0.970542127681184,0.9008106819265618,0.9407370517928287,0.920341047503045,0.5504852045131072,0.5809859154929577,0.44235924932975873,0.502283105022831
F,AE32_cosine,45,train_f1,0.48907577991485596,0.8660178321566283,0.970542127681184,0.89720511605874,0.9432270916334662,0.9196406894877397,0.5504852045131072,0.5777777777777777,0.41823056300268097,0.48522550544323484
