feature_set,dimensions,ensemble_auroc,raw_reference,raw_reference_ensemble_auroc,log1p_minus_raw_auroc,bounded_reference,bounded_reference_ensemble_auroc,log1p_minus_bounded_auroc,d_ot_ensemble_auroc,log1p_combo_minus_d_ot_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
log1p_strength,32,0.8547679256165686,strength,0.8443177691379256,0.010450156478643002,bounded_strength,0.8549521752133555,-0.0001842495967869784,,,0.5230546451843588,0.6243333166754366,0.2788203753351206,0.37383052272130285,0.8474086228811295,0.8495528609422898,0.8526557309635453
D_OT+log1p_strength,96,0.8693596925969045,D_OT+strength,0.8605631094923257,0.008796583104578759,D_OT+bounded_strength,0.8681286916676458,0.0012310009292586521,0.853423437616825,0.015936254980079445,0.5384603956454957,0.5326141317488812,0.47721179624664883,0.5018278545690826,0.8635958845582816,0.86560861113188,0.8615611281415891
