model,label,layer,n_mentions,mean,q25,median,q75,raw_kappa_real_auroc
internvl_2_5_8b,HALL,1,1766,0.7862755060195923,0.7357327938079834,0.8193100690841675,0.8636230230331421,0.5130751492069363
internvl_2_5_8b,HALL,2,1766,0.5265198349952698,0.4976484775543213,0.5244613289833069,0.5551482439041138,0.4782422157571455
internvl_2_5_8b,HALL,3,1766,0.5493301749229431,0.5048213005065918,0.5406441688537598,0.5814138054847717,0.5364574284671977
internvl_2_5_8b,HALL,4,1766,0.5330022573471069,0.49652546644210815,0.5271292924880981,0.5632206201553345,0.565910888471307
internvl_2_5_8b,HALL,5,1766,0.5372141599655151,0.4998040795326233,0.5331094264984131,0.5673996210098267,0.617582562606962
internvl_2_5_8b,HALL,6,1766,0.5656517148017883,0.5170440673828125,0.555194616317749,0.6065159440040588,0.5296561783508933
internvl_2_5_8b,HALL,7,1766,0.5303889513015747,0.49503299593925476,0.5315650701522827,0.5666544437408447,0.5320722240562732
internvl_2_5_8b,HALL,8,1766,0.5089666247367859,0.4718624949455261,0.5021714568138123,0.5390192866325378,0.5210271482223287
internvl_2_5_8b,HALL,9,1766,0.49408456683158875,0.46045535802841187,0.49450427293777466,0.5285707116127014,0.5277924161862341
internvl_2_5_8b,HALL,10,1766,0.47541719675064087,0.42517518997192383,0.4740956425666809,0.5233141779899597,0.4850073420590336
internvl_2_5_8b,HALL,11,1766,0.446651816368103,0.3942244052886963,0.43829822540283203,0.49357885122299194,0.42449258648664484
internvl_2_5_8b,HALL,12,1766,0.4562539756298065,0.41274118423461914,0.4507538676261902,0.49476179480552673,0.4197373325540789
internvl_2_5_8b,HALL,13,1766,0.4476913809776306,0.39640507102012634,0.44269609451293945,0.48966556787490845,0.45585661378593556
internvl_2_5_8b,HALL,14,1766,0.3933286666870117,0.33502519130706787,0.37841543555259705,0.4339294135570526,0.5319465131821041
internvl_2_5_8b,HALL,15,1766,0.47168493270874023,0.41862204670906067,0.46462640166282654,0.5216199159622192,0.38431939163756645
internvl_2_5_8b,HALL,16,1766,0.4907352924346924,0.4415619969367981,0.48164743185043335,0.5291197299957275,0.38464059609563617
internvl_2_5_8b,HALL,17,1766,0.5097769498825073,0.4615978002548218,0.5056231021881104,0.5520831942558289,0.5482887284972641
internvl_2_5_8b,HALL,18,1766,0.5004220008850098,0.4314935803413391,0.4920709729194641,0.5591025352478027,0.4663551292246589
internvl_2_5_8b,HALL,19,1766,0.498812198638916,0.4475772976875305,0.4903576672077179,0.5417321920394897,0.48952944864349557
internvl_2_5_8b,HALL,20,1766,0.5642732381820679,0.5029383897781372,0.552474856376648,0.6143240928649902,0.4770426217944861
internvl_2_5_8b,HALL,21,1766,0.463235467672348,0.41511616110801697,0.45540139079093933,0.5028785467147827,0.4082844401046758
internvl_2_5_8b,HALL,22,1766,0.46112218499183655,0.39246702194213867,0.4440982937812805,0.5074106454849243,0.5288949999994333
internvl_2_5_8b,HALL,23,1766,0.523003876209259,0.4507599472999573,0.5121363401412964,0.579293429851532,0.469666875533145
internvl_2_5_8b,HALL,24,1766,0.5206395983695984,0.44134649634361267,0.5039157271385193,0.5805357694625854,0.42684825584024333
internvl_2_5_8b,HALL,25,1766,0.506817638874054,0.4113873839378357,0.4863438010215759,0.5828642249107361,0.4957635407072607
internvl_2_5_8b,HALL,26,1766,0.49186718463897705,0.4168763756752014,0.47672274708747864,0.5491325855255127,0.4708438319054368
internvl_2_5_8b,HALL,27,1766,0.5125477910041809,0.41289544105529785,0.4756540358066559,0.5755635499954224,0.486109444221374
internvl_2_5_8b,HALL,28,1766,0.5577642321586609,0.4808639883995056,0.5431393980979919,0.618498682975769,0.44732280886541304
internvl_2_5_8b,HALL,29,1766,0.4888836443424225,0.42216256260871887,0.47945985198020935,0.5469533205032349,0.485277463193658
internvl_2_5_8b,HALL,30,1766,0.5333774089813232,0.4601671099662781,0.5218337774276733,0.5999987125396729,0.5459695796117305
internvl_2_5_8b,HALL,31,1766,0.4504583179950714,0.39473772048950195,0.4408998489379883,0.4962806701660156,0.4557853011264171
internvl_2_5_8b,HALL,32,1766,0.6024177074432373,0.4864901602268219,0.5809504389762878,0.7073956727981567,0.42951699825211737
internvl_2_5_8b,REAL,1,9993,0.7895726561546326,0.7350701689720154,0.829982340335846,0.8661219477653503,0.5130751492069363
internvl_2_5_8b,REAL,2,9993,0.5240972638130188,0.4922172725200653,0.520248532295227,0.552133321762085,0.4782422157571455
internvl_2_5_8b,REAL,3,9993,0.5583145618438721,0.5127424597740173,0.5457815527915955,0.5872231125831604,0.5364574284671977
internvl_2_5_8b,REAL,4,9993,0.5473529100418091,0.5042770504951477,0.5390270352363586,0.5823207497596741,0.565910888471307
internvl_2_5_8b,REAL,5,9993,0.5599130392074585,0.5225910544395447,0.5546954274177551,0.5917848944664001,0.617582562606962
internvl_2_5_8b,REAL,6,9993,0.5730454921722412,0.5250251889228821,0.5605175495147705,0.6098331212997437,0.5296561783508933
internvl_2_5_8b,REAL,7,9993,0.5359340310096741,0.5053055286407471,0.5380518436431885,0.5680472254753113,0.5320722240562732
internvl_2_5_8b,REAL,8,9993,0.5107488036155701,0.47627484798431396,0.5075426697731018,0.542046070098877,0.5210271482223287
internvl_2_5_8b,REAL,9,9993,0.49949172139167786,0.469867080450058,0.4992196559906006,0.5281592011451721,0.5277924161862341
internvl_2_5_8b,REAL,10,9993,0.47039347887039185,0.4285132586956024,0.4723852872848511,0.5117387771606445,0.4850073420590336
internvl_2_5_8b,REAL,11,9993,0.4286932945251465,0.37635985016822815,0.417415589094162,0.4741464853286743,0.42449258648664484
internvl_2_5_8b,REAL,12,9993,0.43994879722595215,0.4002687335014343,0.43362459540367126,0.4730131924152374,0.4197373325540789
internvl_2_5_8b,REAL,13,9993,0.43518954515457153,0.39233556389808655,0.43169930577278137,0.4730706810951233,0.45585661378593556
internvl_2_5_8b,REAL,14,9993,0.3972127139568329,0.34629806876182556,0.38779890537261963,0.43825221061706543,0.5319465131821041
internvl_2_5_8b,REAL,15,9993,0.4440222978591919,0.39421430230140686,0.43232640624046326,0.4833431541919708,0.38431939163756645
internvl_2_5_8b,REAL,16,9993,0.4631350338459015,0.42165642976760864,0.45700398087501526,0.49651023745536804,0.38464059609563617
internvl_2_5_8b,REAL,17,9993,0.518544614315033,0.47914114594459534,0.5169579386711121,0.5565556883811951,0.5482887284972641
internvl_2_5_8b,REAL,18,9993,0.4886501729488373,0.4297982156276703,0.4805104732513428,0.5396119952201843,0.4663551292246589
internvl_2_5_8b,REAL,19,9993,0.4950132668018341,0.44751325249671936,0.4909108281135559,0.5372839570045471,0.48952944864349557
internvl_2_5_8b,REAL,20,9993,0.5547670125961304,0.4983648955821991,0.5499778389930725,0.6033580899238586,0.4770426217944861
internvl_2_5_8b,REAL,21,9993,0.442283570766449,0.40208542346954346,0.43434539437294006,0.4761221706867218,0.4082844401046758
internvl_2_5_8b,REAL,22,9993,0.46670663356781006,0.39834660291671753,0.4544215202331543,0.5211172699928284,0.5288949999994333
internvl_2_5_8b,REAL,23,9993,0.5105920433998108,0.4484025537967682,0.5012128949165344,0.5640653371810913,0.469666875533145
internvl_2_5_8b,REAL,24,9993,0.4938381612300873,0.4297630190849304,0.47882410883903503,0.5379763841629028,0.42684825584024333
internvl_2_5_8b,REAL,25,9993,0.5034273266792297,0.4102102220058441,0.48710179328918457,0.5768477916717529,0.4957635407072607
internvl_2_5_8b,REAL,26,9993,0.4780369699001312,0.4138859212398529,0.4686964154243469,0.5310434103012085,0.4708438319054368
internvl_2_5_8b,REAL,27,9993,0.49128109216690063,0.42165952920913696,0.47459205985069275,0.5410439372062683,0.486109444221374
internvl_2_5_8b,REAL,28,9993,0.5389967560768127,0.4698166251182556,0.5235398411750793,0.590060293674469,0.44732280886541304
internvl_2_5_8b,REAL,29,9993,0.48396000266075134,0.4168674349784851,0.4742361903190613,0.5406453013420105,0.485277463193658
internvl_2_5_8b,REAL,30,9993,0.5487375855445862,0.47891032695770264,0.5396842956542969,0.6103891730308533,0.5459695796117305
internvl_2_5_8b,REAL,31,9993,0.4391699731349945,0.38770657777786255,0.43008705973625183,0.4800361394882202,0.4557853011264171
internvl_2_5_8b,REAL,32,9993,0.5625243782997131,0.4868484437465668,0.5504809021949768,0.6237491965293884,0.42951699825211737
