feature_set,dimensions,ensemble_auroc,raw_reference,raw_reference_ensemble_auroc,bounded_minus_raw_auroc,d_ot_ensemble_auroc,bounded_combo_minus_d_ot_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
bounded_strength,32,0.8549521752133555,strength,0.8443177691379256,0.01063440607542998,,,0.5108210025011157,0.5594351227333038,0.3798033958891868,0.45221088267854476,0.8453898881685056,0.8493312273693431,0.8530956602544246
D_OT+bounded_strength,96,0.8681286916676458,D_OT+strength,0.8605631094923257,0.007565582175320107,0.853423437616825,0.014705254050820793,0.5240035302849808,0.545100366556118,0.47542448614834676,0.5074761145762238,0.8560249618149387,0.8635658438631533,0.8594722984736657
