feature_set,dimensions,ensemble_auroc,mean_real_aupr,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,ae32_ensemble_auroc,product_minus_ae32_auroc,full_ae_ensemble_auroc,product_minus_full_ae_auroc,ensemble_hall_aupr,mean_seed_auroc,std_seed_auroc,full_ae_cosine_ensemble_auroc,product_minus_full_ae_cosine_auroc
A,64,0.8613568514147165,0.9675440083146599,0.5265897612405567,0.5233927082444852,0.49955317247542447,0.5108408407044696,0.8583607927539172,0.002996058660799328,0.8473765794729928,0.013980271941723688,0.5396641287430309,0.8550569838608034,0.0016630935098851322,0.8609509682449825,0.0004058831697340004
B,32,0.8477023541223845,0.9659884051807387,0.4881381673914162,0.5530364000223483,0.291331546023235,0.3814027650792691,0.8474012796000983,0.00030107452228622655,0.8346259733185222,0.013076380803862309,0.4962697664814351,0.8438729443263586,0.0016914159374596047,0.8292907458637301,0.0184116082586544
F,96,0.871255594245004,0.9705738550389175,0.5493166563078897,0.5962867317290521,0.4128686327077748,0.48686576749166166,0.8731294660500091,-0.0018738718050050895,0.8697402080685301,0.001515386176473843,0.560427468188701,0.8658255717078069,0.0014160904086404282,0.8698870736891575,0.0013685205558464641
C_JS,64,0.8594602821956143,0.9671138267561856,0.4891946086697066,0.5413776870611402,0.42180518319928506,0.47395107001527265,0.8544167832690684,0.005043498926545875,0.853729185136131,0.00573109705948327,0.5015428163354998,0.8489013116435064,0.00836438161368101,0.8510382064236353,0.008422075771979065
D_JS,64,0.8612260074981575,0.9678738526234802,0.5173932459127002,0.5715630476312773,0.36103663985701523,0.44250648067919657,0.862152596050116,-0.0009265885519584849,0.8541544278649477,0.007071579633209812,0.5258173181048225,0.855631762494259,0.004215574670953595,0.8526223524134028,0.008603655084754691
E_JS,64,0.860615847601551,0.9682377638411092,0.49436554420787565,0.5306625004343636,0.420017873100983,0.46818133151718094,0.8619349679031862,-0.0013191203016352793,0.8537478771242109,0.006867970477340113,0.5027277146102624,0.8541639963826553,0.002509759817977842,0.8479520256774511,0.012663821924099872
G_JS,192,0.8717415859350801,0.9709722203642417,0.5429775789805369,0.5674352358993261,0.4352100089365505,0.49239727513429465,0.869159421296049,0.0025821646390311592,0.8742169392136548,-0.0024753532785747323,0.5532305703767554,0.8661477859785167,0.002830329395768367,0.8726574933509929,-0.0009159074159127423
H_JS,224,0.8767323467524006,0.9725823648118813,0.5362977301502786,0.55572411176179,0.4289544235924933,0.4838070227145681,0.8782196949467546,-0.0014873481943539213,0.8795935560706237,-0.00286120931822309,0.5507272902264149,0.869797841698443,0.002206297039194516,0.8789894043130427,-0.002257057560642095
C_OT,64,0.8516316770451706,0.9656343757980558,0.47326509869381467,0.5101241406952631,0.4343163538873995,0.46894724537258364,0.854639751984021,-0.003008074938850358,0.8488726060903837,0.002759070954786891,0.49044763934927277,0.8446800376688065,0.007924361959558087,0.8368650064620873,0.014766670583083341
D_OT,64,0.8617947779925872,0.966728235968788,0.5045869537003344,0.5499541764859911,0.4539767649687221,0.4968346949451939,0.8668336039221132,-0.005038825929525981,0.853423437616825,0.008371340375762149,0.5166972221398507,0.853765901541288,0.004679569529931599,0.8495902449184496,0.012204533074137602
E_OT,64,0.8562085438407228,0.9661888235664441,0.48120255517112803,0.5218629665093001,0.4486148346738159,0.4821681867288468,0.8538259829315447,0.0023825609091780997,0.8485948965531974,0.007613647287525338,0.4976295975621356,0.8484484759799052,0.004399202829120363,0.8419599083558527,0.014248635484870098
G_OT,192,0.8710860312102795,0.9710636604146071,0.5392453301279029,0.5411080258443802,0.4763181411974977,0.5065708245390458,0.8742329609177233,-0.0031469297074437907,0.8770020454375527,-0.00591601422727317,0.5549168978448921,0.8651633412729778,0.002146716811282078,0.8718771028486589,-0.000791071638379437
H_OT,224,0.8773879014772011,0.9725886783942773,0.5300750704975883,0.5316712961743387,0.4289544235924933,0.4747346480982939,0.8819781196928107,-0.004590218215609565,0.8842438556764899,-0.00685595419928875,0.5454125260743499,0.8686493970498702,0.007807483864245313,0.8806823643762751,-0.00329446289907398
AE+I,64,0.8440534110207962,0.9631070478772261,0.5145813542445332,0.6035267296184327,0.290437890974084,0.38401686258228707,0.847217697574314,-0.003164286553517748,0.8463712175426981,-0.002317806521901833,0.5233509305981705,0.8399956919417949,0.003951950133550571,,
AE+S,64,0.8571885380729095,0.967083863904564,0.5271615522230776,0.6003312528833528,0.35924932975871315,0.446470130481206,0.8598140948271258,-0.002625556754216274,0.8543032961985837,0.002885241874325817,0.5387319290090317,0.8518849089789189,0.003018633410455922,,
AE+I+S,96,0.8621966557363041,0.9687758394252702,0.5196662109669682,0.553466580554517,0.3646112600536193,0.4361160158476662,0.8658082148617327,-0.003611559125428543,0.8644263428858294,-0.0022296871495253168,0.5327214864910734,0.8565721475136095,0.005091665331186166,,
AE+N,64,0.8561511327344776,0.9672655886308933,0.5220557185263033,0.5682312297199145,0.4146559428060768,0.47634601085947326,0.860570452773357,-0.0044193200388793485,0.8545122459224763,0.0016388868120013056,0.5305859235137347,0.8517093378051689,0.002838770648491947,,
AE+S+N,96,0.866924393578501,0.9691913438891634,0.5348545220769507,0.5621487030530253,0.4039320822162645,0.4684689681597665,0.8706534452004315,-0.0037290516219304903,0.8653943208399646,0.0015300727385364477,0.5446104463882836,0.8618076843653091,0.003234855081365842,,
U,128,0.8721154256966772,0.9712125633811123,0.5428895494071494,0.5594710114757223,0.4664879356568365,0.5086858517356764,0.8758177744784935,-0.0037023487818163003,0.8768418283968683,-0.00472640270019109,0.5555708657936924,0.8677406103913213,0.0023317294323167473,,
D_OT+strength,96,0.8622934535317177,0.9688464738484619,0.5382881261343436,0.5849134485262999,0.40214477211796246,0.47630833315647,0.8643248720933958,-0.0020314185616781,0.8605631094923257,0.0017303440393919844,0.5475800629024618,0.857031213839904,0.0033605330816196904,,
