model,family,head,method,seed,AUROC,HALL_AUPR
llava_1_5_7b,native,svar_native,svar,43,0.9069401528567745,0.7239215113187751
llava_1_5_7b,native,svar_native,svar,44,0.906558513077858,0.7234977885990104
llava_1_5_7b,native,svar_native,svar,45,0.9069368051394158,0.723617185629646
llava_1_5_7b,native,metatoken_lr,metatoken,43,0.9020792672516245,0.7232311493722924
llava_1_5_7b,native,metatoken_lr,metatoken,44,0.9020792672516245,0.7232311493722924
llava_1_5_7b,native,metatoken_lr,metatoken,45,0.9020792672516245,0.7232311493722924
llava_1_5_7b,native,metatoken_gb,metatoken,43,0.8989993672814192,0.7137528016083414
llava_1_5_7b,native,metatoken_gb,metatoken,44,0.8989926718467013,0.7136744921870763
llava_1_5_7b,native,metatoken_gb,metatoken,45,0.8990562784765208,0.713815494664835
llava_1_5_7b,shared_mlp_fixed,svar,svar,43,0.90952459065786,0.7309763147040462
llava_1_5_7b,shared_mlp_fixed,svar,svar,44,0.9090927351185595,0.7258858062113578
llava_1_5_7b,shared_mlp_fixed,svar,svar,45,0.9082055900184459,0.7242858420843356
llava_1_5_7b,shared_mlp_fixed,metatoken,metatoken,43,0.8817753614697819,0.6799953391869498
llava_1_5_7b,shared_mlp_fixed,metatoken,metatoken,44,0.8826658542872542,0.681965109373437
llava_1_5_7b,shared_mlp_fixed,metatoken,metatoken,45,0.8801818480069366,0.6747903421755636
llava_1_5_7b,shared_mlp_fixed,visual_only,visual_only,43,0.8985407300032473,0.7135610424704414
llava_1_5_7b,shared_mlp_fixed,visual_only,visual_only,44,0.8992805755395684,0.7203802939580909
llava_1_5_7b,shared_mlp_fixed,visual_only,visual_only,45,0.8974460264268809,0.716798017596369
llava_1_5_7b,shared_mlp_fixed,all_attention,all_attention,43,0.9068665030748785,0.7514683551674776
llava_1_5_7b,shared_mlp_fixed,all_attention,all_attention,44,0.9046603573353509,0.7478367691656406
llava_1_5_7b,shared_mlp_fixed,all_attention,all_attention,45,0.9072180133975648,0.7525853105492363
llava_1_5_7b,shared_mlp_single,svar,svar,43,0.910304608802488,0.7316838176039211
llava_1_5_7b,shared_mlp_single,svar,svar,44,0.9106008817887523,0.734833601455514
llava_1_5_7b,shared_mlp_single,svar,svar,45,0.9105925124953551,0.7278231953612747
llava_1_5_7b,shared_mlp_single,metatoken,metatoken,43,0.9066020334035239,0.7242291930740943
llava_1_5_7b,shared_mlp_single,metatoken,metatoken,44,0.904402583098714,0.7201677527473372
llava_1_5_7b,shared_mlp_single,metatoken,metatoken,45,0.9091563417483789,0.7324891098794282
llava_1_5_7b,shared_mlp_single,visual_only,visual_only,43,0.900944391066951,0.7167133547740034
llava_1_5_7b,shared_mlp_single,visual_only,visual_only,44,0.8989357606515996,0.7161231564568246
llava_1_5_7b,shared_mlp_single,visual_only,visual_only,45,0.900284890747244,0.7174883427730909
llava_1_5_7b,shared_mlp_single,all_attention,all_attention,43,0.9046737482047865,0.7452263382738188
llava_1_5_7b,shared_mlp_single,all_attention,all_attention,44,0.9042686744043574,0.7522359593518604
llava_1_5_7b,shared_mlp_single,all_attention,all_attention,45,0.9065852948167292,0.7517241848331593
