label,layer,n,mean,median
0,1,122,0.32395294308662415,0.32639551162719727
0,2,122,0.31274327635765076,0.3294250965118408
0,3,122,0.26269790530204773,0.25087809562683105
0,4,122,0.25200727581977844,0.24542951583862305
0,5,122,0.23161135613918304,0.2146071195602417
0,6,122,0.1656050831079483,0.15176299214363098
0,7,122,0.14142298698425293,0.1371283233165741
0,8,122,0.10824983566999435,0.10418379306793213
0,9,122,0.14903153479099274,0.14292654395103455
0,10,122,0.17074333131313324,0.1637876331806183
0,11,122,0.13012517988681793,0.12801861763000488
0,12,122,0.16580207645893097,0.1598147749900818
0,13,122,0.18291513621807098,0.1748107671737671
0,14,122,0.18259106576442719,0.17713585495948792
0,15,122,0.23189052939414978,0.22957608103752136
0,16,122,0.22784219682216644,0.22432616353034973
0,17,122,0.2843398153781891,0.2867043614387512
0,18,122,0.24181455373764038,0.23373296856880188
0,19,122,0.259458988904953,0.2499828040599823
0,20,122,0.32470107078552246,0.32383376359939575
0,21,122,0.2652346193790436,0.2602909505367279
0,22,122,0.2255048304796219,0.22974541783332825
0,23,122,0.2997179925441742,0.29913854598999023
0,24,122,0.2431444227695465,0.24357664585113525
0,25,122,0.29303908348083496,0.28444957733154297
0,26,122,0.2813282012939453,0.2741037607192993
0,27,122,0.29630860686302185,0.29384955763816833
0,28,122,0.4300517439842224,0.43057936429977417
1,1,1006,0.30184224247932434,0.30113115906715393
1,2,1006,0.31831982731819153,0.32576289772987366
1,3,1006,0.264203280210495,0.2533872425556183
1,4,1006,0.26208096742630005,0.25723797082901
1,5,1006,0.21991486847400665,0.20873162150382996
1,6,1006,0.15333612263202667,0.14135292172431946
1,7,1006,0.14791354537010193,0.1444283127784729
1,8,1006,0.11043372005224228,0.10617738962173462
1,9,1006,0.15512509644031525,0.14496257901191711
1,10,1006,0.1668992042541504,0.16186386346817017
1,11,1006,0.13563823699951172,0.1317373365163803
1,12,1006,0.15540967881679535,0.14610597491264343
1,13,1006,0.1729767918586731,0.1647067666053772
1,14,1006,0.1644572615623474,0.1570119708776474
1,15,1006,0.19696621596813202,0.18815308809280396
1,16,1006,0.21948862075805664,0.21661622822284698
1,17,1006,0.25146299600601196,0.24573564529418945
1,18,1006,0.234420508146286,0.23316849768161774
1,19,1006,0.2230255901813507,0.21781669557094574
1,20,1006,0.2853158414363861,0.28420501947402954
1,21,1006,0.21892088651657104,0.21731634438037872
1,22,1006,0.2047668695449829,0.20208829641342163
1,23,1006,0.27600088715553284,0.2752702832221985
1,24,1006,0.24282445013523102,0.2408064603805542
1,25,1006,0.2868952751159668,0.28388816118240356
1,26,1006,0.2716066837310791,0.2677988111972809
1,27,1006,0.28401705622673035,0.2843810021877289
1,28,1006,0.4087549149990082,0.4141090512275696
