feature,display,seed,input_dimensions,auroc,accuracy,real_f1,hall_f1,hall_aupr,best_epoch
all_aggregate_s,All-token aggregate S,43,32,0.8207994903647078,0.7871287128712872,0.8599348534201955,0.5567010309278351,0.557756814141077,39
all_aggregate_s,All-token aggregate S,44,32,0.8263417741678611,0.7920792079207921,0.8631921824104235,0.5670103092783505,0.5565101621507135,57
all_aggregate_s,All-token aggregate S,45,32,0.8310240484153527,0.7920792079207921,0.864516129032258,0.5531914893617021,0.5649060844740347,63
all_tokenwise_s,All-token tokenwise S,43,32,0.8375218983914636,0.8143564356435643,0.8776508972267537,0.6153846153846154,0.5876271843480763,39
all_tokenwise_s,All-token tokenwise S,44,32,0.8574613792005096,0.8168316831683168,0.8794788273615635,0.6185567010309279,0.6403075701391248,57
all_tokenwise_s,All-token tokenwise S,45,32,0.8606147475712693,0.8242574257425742,0.88379705400982,0.6395939086294417,0.672490254975758,75
union_tokenwise_s,Union-TopK tokenwise S,43,32,0.8542124542124542,0.801980198019802,0.8726114649681529,0.5555555555555556,0.6177032172648544,82
union_tokenwise_s,Union-TopK tokenwise S,44,32,0.8544991240643415,0.8193069306930693,0.8793388429752066,0.6403940886699507,0.6348810780143417,46
union_tokenwise_s,Union-TopK tokenwise S,45,32,0.8408026755852842,0.7871287128712872,0.8617363344051447,0.5376344086021505,0.6102075308489338,41
union_aggregate_s,Union-TopK aggregate S,43,32,0.8348463131071826,0.7896039603960396,0.8626817447495961,0.5502645502645502,0.5655669422590107,50
union_aggregate_s,Union-TopK aggregate S,44,32,0.8298136645962734,0.7896039603960396,0.8631239935587761,0.5454545454545454,0.5460031432916861,57
union_aggregate_s,Union-TopK aggregate S,45,32,0.8264691829909221,0.7920792079207921,0.8604651162790697,0.5922330097087378,0.5360949019215062,63
