model,seed,AUROC,HALL_AUPR
internvl_2_5_8b,43,0.86713996529786,0.5422983691560772
internvl_2_5_8b,44,0.8636871023713129,0.5275907078732336
internvl_2_5_8b,45,0.8697888953152111,0.5410884668335044
