model,feature_set,dimensions,seed_mean_auroc,seed_std_auroc,ensemble_auroc,seed_mean_hall_aupr,ensemble_hall_aupr,seed_mean_hall_f1
qwen3_vl_8b,adj_A_all,35,0.7898783702659672,0.002166247415341643,0.7950610758750294,0.4565576538035956,0.46720029541771707,0.35424483204034907
qwen3_vl_8b,adj_A_top32,35,0.7827097851904053,0.0018459555847367014,0.7877096546863989,0.4455470923055492,0.45372514124690777,0.3557196024589098
qwen3_vl_8b,adj_E_all,35,0.7907762378305015,0.004297614214749199,0.7961890220029755,0.46094834954660113,0.4726799832229898,0.3639809022652742
qwen3_vl_8b,adj_E_top32,35,0.7840190013833425,0.0054174155395658495,0.7910664787408974,0.44328892413127446,0.4545294771167202,0.35383448825359015
