model,scope,label,layer,n_mentions,mean,median,q25,q75
qwen3_vl_8b,all,REAL,3,12280,0.5110334639901641,0.5139779448509216,0.4782732427120209,0.5451226383447647
qwen3_vl_8b,all,REAL,4,12280,0.5627006406431672,0.5604862570762634,0.5218523144721985,0.6001827567815781
qwen3_vl_8b,all,REAL,5,12280,0.6490277914397103,0.6471143364906311,0.6157195717096329,0.6800665557384491
qwen3_vl_8b,all,REAL,6,12280,0.7676687668462918,0.7769249379634857,0.7097263634204865,0.8295548558235168
qwen3_vl_8b,all,REAL,7,12280,0.8172697026246145,0.820780873298645,0.7846673876047134,0.8542728871107101
qwen3_vl_8b,all,REAL,8,12280,0.7734432696349652,0.7985403537750244,0.6765386611223221,0.8585669845342636
qwen3_vl_8b,all,REAL,9,12280,0.8092489337081435,0.8176620304584503,0.7380263805389404,0.8870740234851837
qwen3_vl_8b,all,REAL,10,12280,0.8369729288553376,0.8679032623767853,0.7690196931362152,0.9216258972883224
qwen3_vl_8b,all,REAL,11,12280,0.7881667016917409,0.8081541061401367,0.7248052507638931,0.8648568540811539
qwen3_vl_8b,all,REAL,12,12280,0.8170957063788894,0.8429111242294312,0.767531231045723,0.8916451632976532
qwen3_vl_8b,all,REAL,13,12280,0.8351477998281535,0.8478902280330658,0.8084191679954529,0.8777413815259933
qwen3_vl_8b,all,REAL,14,12280,0.8692535195633138,0.8953911364078522,0.8231787979602814,0.9377814084291458
qwen3_vl_8b,all,REAL,15,12280,0.8453062234221919,0.8680528700351715,0.7933617234230042,0.9198357909917831
qwen3_vl_8b,all,REAL,16,12280,0.7977760776877403,0.8267076909542084,0.7239584922790527,0.8832827210426331
qwen3_vl_8b,all,REAL,17,12280,0.7670478602379852,0.7736916244029999,0.7057986706495285,0.8320328742265701
qwen3_vl_8b,all,REAL,18,12280,0.7819340748487932,0.7843036651611328,0.7343212962150574,0.829373300075531
qwen3_vl_8b,all,REAL,19,12280,0.8009273181181,0.8174261450767517,0.7248761504888535,0.8845749497413635
qwen3_vl_8b,all,REAL,20,12280,0.8027377489966367,0.8085532188415527,0.758267417550087,0.8455455005168915
qwen3_vl_8b,all,REAL,21,12280,0.8907753972209238,0.913233071565628,0.8357912600040436,0.9576435834169388
qwen3_vl_8b,all,REAL,22,12280,0.8836343101016473,0.9185610413551331,0.8338161557912827,0.957632914185524
qwen3_vl_8b,all,REAL,23,12280,0.7140775376257368,0.7154848873615265,0.6429845690727234,0.7787087261676788
qwen3_vl_8b,all,REAL,24,12280,0.862760876114283,0.8965727388858795,0.7994416207075119,0.9487182348966599
qwen3_vl_8b,all,REAL,25,12280,0.6295859074626567,0.6142279505729675,0.556848332285881,0.6905204653739929
qwen3_vl_8b,all,REAL,26,12280,0.868414066173743,0.8976659774780273,0.8181370198726654,0.944606214761734
qwen3_vl_8b,all,REAL,27,12280,0.8960938781451324,0.9073752760887146,0.8665272891521454,0.9407531023025513
qwen3_vl_8b,all,REAL,28,12280,0.9172160801310881,0.932615339756012,0.890094518661499,0.9578389227390289
qwen3_vl_8b,all,REAL,29,12280,0.8936426341048281,0.9283884465694427,0.8408361673355103,0.9650752395391464
qwen3_vl_8b,all,REAL,30,12280,0.9411268939267152,0.955509752035141,0.9207546710968018,0.9750906825065613
qwen3_vl_8b,all,REAL,31,12280,0.9036843268655799,0.9229165613651276,0.8698829859495163,0.9557147920131683
qwen3_vl_8b,all,REAL,32,12280,0.9225249750509324,0.9424603283405304,0.8997723460197449,0.9662564396858215
qwen3_vl_8b,all,REAL,33,12280,0.7864303518390034,0.7936079800128937,0.7286771535873413,0.8472784012556076
qwen3_vl_8b,all,REAL,34,12280,0.9609313857768956,0.9721589088439941,0.9460798799991608,0.9848837405443192
qwen3_vl_8b,all,REAL,35,12280,0.9308991964069174,0.9373145699501038,0.9122471511363983,0.9552718997001648
qwen3_vl_8b,all,REAL,36,12280,0.9496828361229321,0.9559396505355835,0.9420466125011444,0.9642228782176971
qwen3_vl_8b,all,HALL,1,2593,0.8586228081860967,0.8769091963768005,0.826197624206543,0.9029863476753235
qwen3_vl_8b,all,HALL,2,2593,0.7464818010057117,0.7309653759002686,0.6833795309066772,0.8137543201446533
qwen3_vl_8b,all,HALL,3,2593,0.5239836655491069,0.5223816633224487,0.49100086092948914,0.5567759871482849
qwen3_vl_8b,all,HALL,4,2593,0.5783205018211781,0.5724778175354004,0.5333148241043091,0.6252812743186951
qwen3_vl_8b,all,HALL,5,2593,0.6555887831599843,0.6494782567024231,0.6159093379974365,0.6909506320953369
qwen3_vl_8b,all,HALL,6,2593,0.8183504324298635,0.826280415058136,0.7867053151130676,0.8602486252784729
qwen3_vl_8b,all,HALL,7,2593,0.8395628564108581,0.8480782508850098,0.8125293254852295,0.8742294907569885
qwen3_vl_8b,all,HALL,8,2593,0.8338290242398516,0.8495625853538513,0.8039742708206177,0.882892370223999
qwen3_vl_8b,all,HALL,9,2593,0.8739358495433864,0.8906164765357971,0.8366820812225342,0.9286133646965027
qwen3_vl_8b,all,HALL,10,2593,0.8965419987155533,0.9166868329048157,0.8668953776359558,0.9478307366371155
qwen3_vl_8b,all,HALL,11,2593,0.8452893573944512,0.8580038547515869,0.811935305595398,0.8940064311027527
qwen3_vl_8b,all,HALL,12,2593,0.8790359566720167,0.8929346799850464,0.855984091758728,0.9178407192230225
qwen3_vl_8b,all,HALL,13,2593,0.8662621865528135,0.869824230670929,0.848575234413147,0.8913618922233582
qwen3_vl_8b,all,HALL,14,2593,0.9280673873916446,0.9432746767997742,0.9107171297073364,0.964140772819519
qwen3_vl_8b,all,HALL,15,2593,0.9077167239512801,0.9221146106719971,0.8784006237983704,0.9538835287094116
qwen3_vl_8b,all,HALL,16,2593,0.8729275652123748,0.889581024646759,0.850042998790741,0.9160497784614563
qwen3_vl_8b,all,HALL,17,2593,0.8234369752722452,0.8317359685897827,0.7777261137962341,0.8732644319534302
qwen3_vl_8b,all,HALL,18,2593,0.8316766670253164,0.8378721475601196,0.7974646687507629,0.8699008822441101
qwen3_vl_8b,all,HALL,19,2593,0.885558847658339,0.9031581878662109,0.8548372387886047,0.9359624981880188
qwen3_vl_8b,all,HALL,20,2593,0.8363144556574044,0.8418847918510437,0.8096615076065063,0.8688185811042786
qwen3_vl_8b,all,HALL,21,2593,0.953329263945321,0.9685686826705933,0.9428796172142029,0.9820684790611267
qwen3_vl_8b,all,HALL,22,2593,0.9532285066263307,0.9683001637458801,0.9471188187599182,0.9808581471443176
qwen3_vl_8b,all,HALL,23,2593,0.7734230571486432,0.7825443148612976,0.7303332686424255,0.8239824771881104
qwen3_vl_8b,all,HALL,24,2593,0.9430585499670439,0.9635955691337585,0.9349904656410217,0.9786487221717834
qwen3_vl_8b,all,HALL,25,2593,0.7088269378818971,0.7100862264633179,0.6445911526679993,0.7703256011009216
qwen3_vl_8b,all,HALL,26,2593,0.9398461708657493,0.9581407904624939,0.9292214512825012,0.9742950201034546
qwen3_vl_8b,all,HALL,27,2593,0.9261474573055933,0.9362383484840393,0.9093790054321289,0.9550830721855164
qwen3_vl_8b,all,HALL,28,2593,0.9536331512502294,0.9646748900413513,0.9464288949966431,0.9756535887718201
qwen3_vl_8b,all,HALL,29,2593,0.9584943459753911,0.9736214876174927,0.9550980925559998,0.983296811580658
qwen3_vl_8b,all,HALL,30,2593,0.9692213660126895,0.978204607963562,0.965955376625061,0.985429584980011
qwen3_vl_8b,all,HALL,31,2593,0.950063867225088,0.9612342715263367,0.9413086771965027,0.973393440246582
qwen3_vl_8b,all,HALL,32,2593,0.9595496016398296,0.9696077108383179,0.9494807720184326,0.9804537296295166
qwen3_vl_8b,all,HALL,33,2593,0.8476410327709829,0.8608785271644592,0.8123427033424377,0.8969555497169495
qwen3_vl_8b,all,HALL,34,2593,0.9806019119484471,0.9871076941490173,0.9784799218177795,0.9915945529937744
qwen3_vl_8b,all,HALL,35,2593,0.9509659965572511,0.9568026065826416,0.9404677152633667,0.9681335091590881
qwen3_vl_8b,all,HALL,36,2593,0.9396939729568446,0.9474125504493713,0.9286447763442993,0.9575172066688538
qwen3_vl_8b,test,REAL,1,1250,0.8586662117958069,0.8742347657680511,0.8162294924259186,0.9104289263486862
qwen3_vl_8b,test,REAL,2,1250,0.7599339352726936,0.7501829862594604,0.6905780732631683,0.825175866484642
qwen3_vl_8b,test,REAL,3,1250,0.5120680064439773,0.5159486532211304,0.4803285449743271,0.5439213514328003
qwen3_vl_8b,test,REAL,4,1250,0.5623621351242065,0.561093807220459,0.5216478556394577,0.5977010875940323
qwen3_vl_8b,test,REAL,5,1250,0.647104717540741,0.6463491320610046,0.6121685206890106,0.6784374266862869
qwen3_vl_8b,test,REAL,6,1250,0.7664920641899109,0.7782429456710815,0.7098877727985382,0.8282228112220764
qwen3_vl_8b,test,REAL,7,1250,0.818953070640564,0.8236823379993439,0.7876037210226059,0.8558159172534943
qwen3_vl_8b,test,REAL,8,1250,0.7786627334117889,0.8063406348228455,0.6918481439352036,0.8630636185407639
qwen3_vl_8b,test,REAL,9,1250,0.8094364123344422,0.8175526261329651,0.7382214665412903,0.8866040259599686
qwen3_vl_8b,test,REAL,10,1250,0.8394367656707764,0.8715312480926514,0.7739067375659943,0.9220569729804993
qwen3_vl_8b,test,REAL,11,1250,0.7907731613397598,0.8112025260925293,0.7230969369411469,0.8676005750894547
qwen3_vl_8b,test,REAL,12,1250,0.8188950572252274,0.844028115272522,0.7706170082092285,0.8925175219774246
qwen3_vl_8b,test,REAL,13,1250,0.8354919913768768,0.8475231528282166,0.8073412925004959,0.8766998648643494
qwen3_vl_8b,test,REAL,14,1250,0.8706530070304871,0.8947421014308929,0.8261996358633041,0.9369490742683411
qwen3_vl_8b,test,REAL,15,1250,0.8466494598388672,0.8679427802562714,0.7966675013303757,0.9193600714206696
qwen3_vl_8b,test,REAL,16,1250,0.8008826847076416,0.8296709060668945,0.7296428382396698,0.8843671530485153
qwen3_vl_8b,test,REAL,17,1250,0.7692073043823242,0.7776043713092804,0.7052335888147354,0.8343147188425064
qwen3_vl_8b,test,REAL,18,1250,0.782255914402008,0.783453643321991,0.7337925285100937,0.8294492959976196
qwen3_vl_8b,test,REAL,19,1250,0.79848574924469,0.8152451813220978,0.7219715714454651,0.884076714515686
qwen3_vl_8b,test,REAL,20,1250,0.8042863661766052,0.8106778264045715,0.7596236169338226,0.8470895141363144
qwen3_vl_8b,test,REAL,21,1250,0.8917574575424194,0.9135256707668304,0.8333676010370255,0.9580292254686356
qwen3_vl_8b,test,REAL,22,1250,0.8860784396648407,0.9206544160842896,0.8406850248575211,0.9588029831647873
qwen3_vl_8b,test,REAL,23,1250,0.7176474883556366,0.7185525000095367,0.6450918316841125,0.7835284024477005
qwen3_vl_8b,test,REAL,24,1250,0.8656624871730805,0.9021366536617279,0.8012859374284744,0.9506957530975342
qwen3_vl_8b,test,REAL,25,1250,0.6297342211484909,0.6137818098068237,0.5562320053577423,0.6927999556064606
qwen3_vl_8b,test,REAL,26,1250,0.8708099262714386,0.8989657163619995,0.8175446689128876,0.9449290633201599
qwen3_vl_8b,test,REAL,27,1250,0.8959358735561371,0.9070059657096863,0.8654197454452515,0.9392222017049789
qwen3_vl_8b,test,REAL,28,1250,0.919087632894516,0.9350857138633728,0.8915563970804214,0.9584954530000687
qwen3_vl_8b,test,REAL,29,1250,0.8962797897338867,0.9311282634735107,0.8429128527641296,0.9655622839927673
qwen3_vl_8b,test,REAL,30,1250,0.9417856753826142,0.9559704065322876,0.9213871955871582,0.9747308790683746
qwen3_vl_8b,test,REAL,31,1250,0.905736009836197,0.9247786998748779,0.8695984780788422,0.95634825527668
qwen3_vl_8b,test,REAL,32,1250,0.9242360609531403,0.9430374205112457,0.9022451192140579,0.9666689038276672
qwen3_vl_8b,test,REAL,33,1250,0.7873010705947876,0.79416224360466,0.7314831167459488,0.8491588085889816
qwen3_vl_8b,test,REAL,34,1250,0.9622514756202698,0.9732755124568939,0.9493104964494705,0.9854550361633301
qwen3_vl_8b,test,REAL,35,1250,0.9320554235458374,0.9379070401191711,0.9126989394426346,0.9556411057710648
qwen3_vl_8b,test,REAL,36,1250,0.9493939244270325,0.9562556445598602,0.9414639323949814,0.9646907448768616
qwen3_vl_8b,test,HALL,1,242,0.8601458589892742,0.8805572092533112,0.8367316871881485,0.9004316329956055
qwen3_vl_8b,test,HALL,2,242,0.7511840489777651,0.7348366975784302,0.6940801292657852,0.8054865449666977
qwen3_vl_8b,test,HALL,3,242,0.5235927165293497,0.521853119134903,0.49281180649995804,0.5562100559473038
qwen3_vl_8b,test,HALL,4,242,0.5807696016859417,0.5766206383705139,0.5353520214557648,0.6292819380760193
qwen3_vl_8b,test,HALL,5,242,0.6547308156559289,0.651186466217041,0.61541748046875,0.6885731518268585
qwen3_vl_8b,test,HALL,6,242,0.8177273697104336,0.8261701762676239,0.7833576500415802,0.8637328147888184
qwen3_vl_8b,test,HALL,7,242,0.8384137407314679,0.8491792380809784,0.8152755498886108,0.8726092427968979
qwen3_vl_8b,test,HALL,8,242,0.8345140568481004,0.8562459945678711,0.8034886419773102,0.8852123618125916
qwen3_vl_8b,test,HALL,9,242,0.8711373823240769,0.889232337474823,0.8266282379627228,0.9349297881126404
qwen3_vl_8b,test,HALL,10,242,0.8921393084624583,0.9143033623695374,0.8627023547887802,0.949671596288681
qwen3_vl_8b,test,HALL,11,242,0.8446372247431889,0.8526734113693237,0.8144921660423279,0.8913540691137314
qwen3_vl_8b,test,HALL,12,242,0.8784610892622924,0.8919995129108429,0.859616294503212,0.9153262376785278
qwen3_vl_8b,test,HALL,13,242,0.8653030875793173,0.8679051697254181,0.8485186398029327,0.8899538964033127
qwen3_vl_8b,test,HALL,14,242,0.9292679865005588,0.9438042342662811,0.9107989966869354,0.9645494818687439
qwen3_vl_8b,test,HALL,15,242,0.9095783640037883,0.9283367991447449,0.8757717907428741,0.9568981826305389
qwen3_vl_8b,test,HALL,16,242,0.8749379988544244,0.8930598199367523,0.8567339032888412,0.9157208204269409
qwen3_vl_8b,test,HALL,17,242,0.8234390500655844,0.828650176525116,0.7776246964931488,0.8738310933113098
qwen3_vl_8b,test,HALL,18,242,0.8330083139671767,0.8350127935409546,0.8023544698953629,0.8713282346725464
qwen3_vl_8b,test,HALL,19,242,0.8908702477443317,0.9054530560970306,0.8614847362041473,0.9351568520069122
qwen3_vl_8b,test,HALL,20,242,0.8383772678611693,0.8447220027446747,0.809328019618988,0.8713580071926117
qwen3_vl_8b,test,HALL,21,242,0.9554356082904437,0.9684777557849884,0.9420697838068008,0.982344776391983
qwen3_vl_8b,test,HALL,22,242,0.954343144558678,0.969152569770813,0.9478623569011688,0.980916827917099
qwen3_vl_8b,test,HALL,23,242,0.7772895403144774,0.7860180735588074,0.7406665235757828,0.8245174586772919
qwen3_vl_8b,test,HALL,24,242,0.9438263200038721,0.9654427766799927,0.9370613843202591,0.9791171699762344
qwen3_vl_8b,test,HALL,25,242,0.7174197339321956,0.7209178507328033,0.6525093764066696,0.7788403034210205
qwen3_vl_8b,test,HALL,26,242,0.9412449916039617,0.9609955251216888,0.9286655336618423,0.976188138127327
qwen3_vl_8b,test,HALL,27,242,0.9251097512146658,0.9348635375499725,0.9082585424184799,0.9569538235664368
qwen3_vl_8b,test,HALL,28,242,0.954525742895347,0.9643860459327698,0.9470227062702179,0.9777589738368988
qwen3_vl_8b,test,HALL,29,242,0.9587746708353689,0.97309410572052,0.958878755569458,0.9847238510847092
qwen3_vl_8b,test,HALL,30,242,0.9708602196914106,0.9782289564609528,0.9680895209312439,0.9857570230960846
qwen3_vl_8b,test,HALL,31,242,0.9506128767797769,0.9606654644012451,0.9403483867645264,0.9748263359069824
qwen3_vl_8b,test,HALL,32,242,0.9600001576025624,0.9695132970809937,0.9492045044898987,0.980264201760292
qwen3_vl_8b,test,HALL,33,242,0.8477380965366836,0.8598283529281616,0.8068153113126755,0.8977267295122147
qwen3_vl_8b,test,HALL,34,242,0.9814742269102207,0.9879048466682434,0.9775718599557877,0.9923646748065948
qwen3_vl_8b,test,HALL,35,242,0.9521323452311113,0.9580652713775635,0.9398849159479141,0.969812199473381
qwen3_vl_8b,test,HALL,36,242,0.9395352308907785,0.9462117254734039,0.9283090084791183,0.9573157429695129
internvl_2_5_8b,all,REAL,1,9993,0.5958395688267522,0.6050195693969727,0.5582901239395142,0.6409879922866821
internvl_2_5_8b,all,REAL,2,9993,0.6706479077736178,0.6806771159172058,0.5939960479736328,0.7496340870857239
internvl_2_5_8b,all,REAL,3,9993,0.9146493626024992,0.9273163080215454,0.8979301452636719,0.9470521807670593
internvl_2_5_8b,all,REAL,4,9993,0.834589193858125,0.8483176231384277,0.7898842096328735,0.8877857327461243
internvl_2_5_8b,all,REAL,5,9993,0.7828668022279827,0.7966610789299011,0.7241836786270142,0.8490493893623352
internvl_2_5_8b,all,REAL,6,9993,0.8517753804223883,0.8788967132568359,0.8108672499656677,0.9169548749923706
internvl_2_5_8b,all,REAL,7,9993,0.8043734844168969,0.8217131495475769,0.7615580558776855,0.8578642010688782
internvl_2_5_8b,all,REAL,8,9993,0.8290737153358149,0.8512623310089111,0.7731688022613525,0.8999971747398376
internvl_2_5_8b,all,REAL,9,9993,0.8228779721878008,0.8401716351509094,0.7723080515861511,0.8891098499298096
internvl_2_5_8b,all,REAL,10,9993,0.822611599901137,0.8445932269096375,0.758811354637146,0.8985886573791504
internvl_2_5_8b,all,REAL,11,9993,0.7468384883043037,0.7467582821846008,0.7094602584838867,0.7853142619132996
internvl_2_5_8b,all,REAL,12,9993,0.7364522934222405,0.7384653091430664,0.6629723906517029,0.8129844069480896
internvl_2_5_8b,all,REAL,13,9993,0.7547309692021928,0.7575597763061523,0.6823089122772217,0.8304588794708252
internvl_2_5_8b,all,REAL,14,9993,0.6141506034154309,0.6083534955978394,0.559682309627533,0.658616304397583
internvl_2_5_8b,all,REAL,15,9993,0.6817174866030575,0.6690626740455627,0.616789698600769,0.7439540028572083
internvl_2_5_8b,all,REAL,16,9993,0.7657666934970428,0.7812533974647522,0.6696241497993469,0.8638067245483398
internvl_2_5_8b,all,REAL,17,9993,0.7262197108696045,0.7217497825622559,0.627490222454071,0.8209024667739868
internvl_2_5_8b,all,REAL,18,9993,0.7716583303177451,0.8041198253631592,0.6681293845176697,0.8868791460990906
internvl_2_5_8b,all,REAL,19,9993,0.641966232100037,0.6363362073898315,0.5669214725494385,0.7076613306999207
internvl_2_5_8b,all,REAL,20,9993,0.7307886865825418,0.739235520362854,0.655649721622467,0.8171685934066772
internvl_2_5_8b,all,REAL,21,9993,0.6036761467561557,0.5941544771194458,0.48588451743125916,0.7118499875068665
internvl_2_5_8b,all,REAL,22,9993,0.7532326216771893,0.7613411545753479,0.684884250164032,0.8298649191856384
internvl_2_5_8b,all,REAL,23,9993,0.6804080290454627,0.6862820982933044,0.600860595703125,0.7615647315979004
internvl_2_5_8b,all,REAL,24,9993,0.5577342883788775,0.55044025182724,0.47948598861694336,0.6301140189170837
internvl_2_5_8b,all,REAL,25,9993,0.5885138804014531,0.5766941905021667,0.4852406680583954,0.6891114115715027
internvl_2_5_8b,all,REAL,26,9993,0.6970319811507865,0.7121611833572388,0.6163077354431152,0.7845013737678528
internvl_2_5_8b,all,REAL,27,9993,0.6013111567892112,0.6007717251777649,0.554159939289093,0.6435756683349609
internvl_2_5_8b,all,REAL,28,9993,0.7261793882051388,0.7285234928131104,0.6723835468292236,0.7836984992027283
internvl_2_5_8b,all,REAL,29,9993,0.540830928236947,0.5491698384284973,0.4822315275669098,0.5979892015457153
internvl_2_5_8b,all,REAL,30,9993,0.813806064291949,0.8413467407226562,0.7420761585235596,0.8998310565948486
internvl_2_5_8b,all,REAL,31,9993,0.7336296134198809,0.7496998310089111,0.6670315861701965,0.8058608174324036
internvl_2_5_8b,all,REAL,32,9993,0.7755461767439631,0.7771835923194885,0.7327573299407959,0.8255716562271118
internvl_2_5_8b,all,HALL,1,1766,0.5746604079973388,0.5815836191177368,0.5443619340658188,0.6323293149471283
internvl_2_5_8b,all,HALL,2,1766,0.7465215289410486,0.7563369870185852,0.6954309940338135,0.8062503337860107
internvl_2_5_8b,all,HALL,3,1766,0.9396840485144039,0.9449557363986969,0.9293545186519623,0.9573701918125153
internvl_2_5_8b,all,HALL,4,1766,0.8771420756390789,0.8867504596710205,0.8564860373735428,0.9098625630140305
internvl_2_5_8b,all,HALL,5,1766,0.8374201524770678,0.8489623963832855,0.8104701042175293,0.8775393813848495
internvl_2_5_8b,all,HALL,6,1766,0.907823608439344,0.9212340414524078,0.893108993768692,0.9405726790428162
internvl_2_5_8b,all,HALL,7,1766,0.8488862207528554,0.8580172955989838,0.8326472193002701,0.8773951828479767
internvl_2_5_8b,all,HALL,8,1766,0.8910402566160783,0.9048815965652466,0.8712406903505325,0.9268969744443893
internvl_2_5_8b,all,HALL,9,1766,0.8832847930465657,0.895136147737503,0.8598473519086838,0.9206285774707794
internvl_2_5_8b,all,HALL,10,1766,0.8862913145281855,0.9007969498634338,0.860577180981636,0.9303027540445328
internvl_2_5_8b,all,HALL,11,1766,0.7840357522563514,0.7851817905902863,0.7561531811952591,0.814712718129158
internvl_2_5_8b,all,HALL,12,1766,0.8305102056852148,0.8381466567516327,0.77793288230896,0.8928197920322418
internvl_2_5_8b,all,HALL,13,1766,0.8388802617754564,0.8486885130405426,0.7913841903209686,0.8982461094856262
internvl_2_5_8b,all,HALL,14,1766,0.6666945906214644,0.6592310070991516,0.6134970635175705,0.7116038054227829
internvl_2_5_8b,all,HALL,15,1766,0.7481300345836113,0.7577517628669739,0.6928993463516235,0.8079793304204941
internvl_2_5_8b,all,HALL,16,1766,0.8687341767758773,0.8904713094234467,0.833756759762764,0.9282545149326324
internvl_2_5_8b,all,HALL,17,1766,0.8340929152268921,0.8507647812366486,0.7752081900835037,0.9067025929689407
internvl_2_5_8b,all,HALL,18,1766,0.8863856096668664,0.9089654088020325,0.865485668182373,0.9363075941801071
internvl_2_5_8b,all,HALL,19,1766,0.7269627596689378,0.7231621146202087,0.6688096970319748,0.7899557501077652
internvl_2_5_8b,all,HALL,20,1766,0.8351100739745565,0.8506547808647156,0.7934788763523102,0.8928771466016769
internvl_2_5_8b,all,HALL,21,1766,0.7460871919365188,0.7604525983333588,0.6823598146438599,0.826752170920372
internvl_2_5_8b,all,HALL,22,1766,0.8327650024322529,0.8480905890464783,0.7915916442871094,0.8881658762693405
internvl_2_5_8b,all,HALL,23,1766,0.7615714018672941,0.7692191898822784,0.7138099819421768,0.8162098675966263
internvl_2_5_8b,all,HALL,24,1766,0.6469858832328262,0.6511028707027435,0.5792262852191925,0.7209306508302689
internvl_2_5_8b,all,HALL,25,1766,0.7018590438541442,0.7133592367172241,0.6272870302200317,0.7824327051639557
internvl_2_5_8b,all,HALL,26,1766,0.78556030079098,0.7971954345703125,0.7519947588443756,0.8335959911346436
internvl_2_5_8b,all,HALL,27,1766,0.6337322086129561,0.6292958855628967,0.5978983789682388,0.6653576642274857
internvl_2_5_8b,all,HALL,28,1766,0.7889156265950014,0.7938486337661743,0.752346009016037,0.8323020339012146
internvl_2_5_8b,all,HALL,29,1766,0.5998955919646731,0.6015702784061432,0.5698087364435196,0.6341150254011154
internvl_2_5_8b,all,HALL,30,1766,0.8996426839115665,0.9155141115188599,0.8825839757919312,0.9385628253221512
internvl_2_5_8b,all,HALL,31,1766,0.8101352736742014,0.8229277729988098,0.7850109040737152,0.8500183522701263
internvl_2_5_8b,all,HALL,32,1766,0.8177661018895401,0.8263683021068573,0.7827312052249908,0.8625033795833588
internvl_2_5_8b,test,REAL,1,988,0.6000514312492691,0.6071557700634003,0.5635712742805481,0.6433099955320358
internvl_2_5_8b,test,REAL,2,988,0.6761663380241104,0.6894292533397675,0.5933250486850739,0.7570712119340897
internvl_2_5_8b,test,REAL,3,988,0.9167390983958958,0.9298094511032104,0.9014551490545273,0.9489964842796326
internvl_2_5_8b,test,REAL,4,988,0.8378292690163199,0.8554543256759644,0.791070893406868,0.8919061869382858
internvl_2_5_8b,test,REAL,5,988,0.7868759173613328,0.8009498417377472,0.7277752459049225,0.8541925847530365
internvl_2_5_8b,test,REAL,6,988,0.853626787451356,0.877742737531662,0.816444993019104,0.9186503887176514
internvl_2_5_8b,test,REAL,7,988,0.8075201243524127,0.8262306451797485,0.7679049670696259,0.8593467772006989
internvl_2_5_8b,test,REAL,8,988,0.8315751471741479,0.8557084202766418,0.7745147049427032,0.9008903801441193
internvl_2_5_8b,test,REAL,9,988,0.8225552893360617,0.8426128029823303,0.7701102644205093,0.8899603635072708
internvl_2_5_8b,test,REAL,10,988,0.8232021996608148,0.8494790494441986,0.7574498355388641,0.8987561464309692
internvl_2_5_8b,test,REAL,11,988,0.7478004153742481,0.7492669522762299,0.7114681154489517,0.7871920168399811
internvl_2_5_8b,test,REAL,12,988,0.7382732660543581,0.7418268322944641,0.6605353653430939,0.8179043382406235
internvl_2_5_8b,test,REAL,13,988,0.7554470993246627,0.7599516808986664,0.6807805895805359,0.8312997817993164
internvl_2_5_8b,test,REAL,14,988,0.6131215101251235,0.6078283786773682,0.5598978400230408,0.6604302376508713
internvl_2_5_8b,test,REAL,15,988,0.682344276261957,0.6724651753902435,0.6165148466825485,0.7464418709278107
internvl_2_5_8b,test,REAL,16,988,0.764545107841009,0.7820280492305756,0.6668454557657242,0.8681774288415909
internvl_2_5_8b,test,REAL,17,988,0.7252508177146738,0.7188542187213898,0.6235949546098709,0.8248517960309982
internvl_2_5_8b,test,REAL,18,988,0.777366047687376,0.810983419418335,0.6732462495565414,0.8941560685634613
internvl_2_5_8b,test,REAL,19,988,0.6440752000219909,0.6382776200771332,0.5671316385269165,0.7104215025901794
internvl_2_5_8b,test,REAL,20,988,0.7309454335314542,0.7390892207622528,0.655587762594223,0.8162112683057785
internvl_2_5_8b,test,REAL,21,988,0.6060343281279209,0.5950142741203308,0.4864893779158592,0.7158301770687103
internvl_2_5_8b,test,REAL,22,988,0.7549491743085838,0.7623038291931152,0.6846733242273331,0.828508198261261
internvl_2_5_8b,test,REAL,23,988,0.681775628675816,0.6892256736755371,0.5997832417488098,0.762766569852829
internvl_2_5_8b,test,REAL,24,988,0.559689525922059,0.5540125966072083,0.481822669506073,0.634369358420372
internvl_2_5_8b,test,REAL,25,988,0.5890585251665308,0.5726768672466278,0.48137281835079193,0.6987102776765823
internvl_2_5_8b,test,REAL,26,988,0.6998459915159202,0.7156195640563965,0.6212940067052841,0.7879721820354462
internvl_2_5_8b,test,REAL,27,988,0.6028050354376495,0.6010691821575165,0.5550796091556549,0.6445255428552628
internvl_2_5_8b,test,REAL,28,988,0.7292206425536499,0.731651782989502,0.6767363250255585,0.7843731343746185
internvl_2_5_8b,test,REAL,29,988,0.5432114250324516,0.5501916408538818,0.484159916639328,0.5992678999900818
internvl_2_5_8b,test,REAL,30,988,0.8186422627766122,0.8458139598369598,0.7502451539039612,0.9017403274774551
internvl_2_5_8b,test,REAL,31,988,0.7366910867604167,0.7539009749889374,0.6648084223270416,0.8085121661424637
internvl_2_5_8b,test,REAL,32,988,0.7779626763060026,0.7812035977840424,0.7344575673341751,0.8275554329156876
internvl_2_5_8b,test,HALL,1,175,0.570384213243212,0.5779241919517517,0.5404653549194336,0.6182974278926849
internvl_2_5_8b,test,HALL,2,175,0.7567342925071716,0.7590075731277466,0.7045471668243408,0.8160854876041412
internvl_2_5_8b,test,HALL,3,175,0.9417596650123596,0.9423159956932068,0.9332621395587921,0.9580088555812836
internvl_2_5_8b,test,HALL,4,175,0.8809008489336286,0.8908507227897644,0.8585796356201172,0.909721314907074
internvl_2_5_8b,test,HALL,5,175,0.8436605848584856,0.8534855246543884,0.8242229223251343,0.8842715322971344
internvl_2_5_8b,test,HALL,6,175,0.9150326698166984,0.9271082282066345,0.898653119802475,0.9448948502540588
