method,label,layer,metric,count,mean,std,q10,median,q90
JFFN,REAL,8,top32_mass,5,0.5684378623962403,0.08965405726991076,0.47955048084259033,0.5578105449676514,0.6695180892944336
JFFN,REAL,9,normalized_entropy,5,0.7933411478996277,0.04442449361729284,0.7465639591217041,0.8091954588890076,0.8235857248306274
JFFN,REAL,9,top1_mass,5,0.06206841543316841,0.034735390198585035,0.0327566035091877,0.05676087364554405,0.10062704086303711
JFFN,REAL,9,top32_mass,5,0.5310421943664551,0.07477929704905636,0.46787984371185304,0.5145473480224609,0.6144360542297364
JFFN_MATCH_WRITE,REAL,1,normalized_entropy,5,0.9694892525672912,0.007645002701301437,0.9606548547744751,0.9714347720146179,0.9777943253517151
JFFN_MATCH_WRITE,REAL,1,top1_mass,5,0.009021666273474694,0.0014144440507655495,0.007418707385659218,0.008942512795329094,0.0106395049020648
JFFN_MATCH_WRITE,REAL,1,top32_mass,5,0.1810735881328583,0.020097957972342748,0.1572604537010193,0.18344396352767944,0.20167089104652405
JFFN_MATCH_WRITE,REAL,10,normalized_entropy,5,0.8007930517196655,0.02073937434893578,0.7841053247451782,0.7921097278594971,0.8252805709838867
JFFN_MATCH_WRITE,REAL,10,top1_mass,5,0.056628667563199994,0.02269063183107219,0.03843096867203712,0.05077502876520157,0.08132851868867874
JFFN_MATCH_WRITE,REAL,10,top32_mass,5,0.518845385313034,0.042607957099163256,0.47087939381599425,0.5168886780738831,0.5651082277297974
JFFN_MATCH_WRITE,REAL,11,normalized_entropy,5,0.7534346461296082,0.014721219832740289,0.7366221666336059,0.7551875710487366,0.7698718547821045
JFFN_MATCH_WRITE,REAL,11,top1_mass,5,0.08149372339248658,0.008940709795880932,0.07103479653596878,0.08267072588205338,0.09050485491752625
JFFN_MATCH_WRITE,REAL,11,top32_mass,5,0.5966846466064453,0.02433688910733934,0.569101071357727,0.5960934162139893,0.6242890238761902
JFFN_MATCH_WRITE,REAL,12,normalized_entropy,5,0.7470771193504333,0.04807325809487219,0.6964331030845642,0.7379317879676819,0.8033546328544616
JFFN_MATCH_WRITE,REAL,12,top1_mass,5,0.08374221622943878,0.022667473439972385,0.060786256194114686,0.08009639382362366,0.11078989207744598
JFFN_MATCH_WRITE,REAL,12,top32_mass,5,0.6056980490684509,0.08600291371548159,0.5037110686302185,0.6228618621826172,0.6917157292366027
JFFN_MATCH_WRITE,REAL,13,normalized_entropy,5,0.7754597187042236,0.053952237927157705,0.720370078086853,0.7571455240249634,0.8391923427581787
JFFN_MATCH_WRITE,REAL,13,top1_mass,5,0.05749777182936668,0.023326700859816193,0.03222608119249344,0.055936846882104874,0.08401557207107543
JFFN_MATCH_WRITE,REAL,13,top32_mass,5,0.5618817210197449,0.10484010602785303,0.43863828778266906,0.5986075401306152,0.6669717073440552
JFFN_MATCH_WRITE,REAL,14,normalized_entropy,5,0.8171561598777771,0.054560759440183265,0.7586653590202331,0.8107323050498962,0.8814302206039428
JFFN_MATCH_WRITE,REAL,14,top1_mass,5,0.04999900832772255,0.019509293443707665,0.032076865434646606,0.04068446531891823,0.07430853396654129
JFFN_MATCH_WRITE,REAL,14,top32_mass,5,0.4733321011066437,0.10763852873275305,0.3486703038215637,0.4759663939476013,0.5914191126823425
JFFN_MATCH_WRITE,REAL,15,normalized_entropy,5,0.738220477104187,0.06630267034656225,0.6576471209526062,0.7707164883613586,0.8039590001106263
