label,layer,metric,count,mean,std,q10,median,q90
REAL,1,direction_cosine,5,-0.11077629625797272,0.20544967053180582,-0.276705002784729,-0.16239753365516663,0.11963495016098025
REAL,1,gain_cv,5,0.17037041038274764,0.03899157148387405,0.12668332010507583,0.1730678677558899,0.20986325144767762
REAL,1,gain_mean,5,1.3202610969543458,0.1619608276026027,1.173505926132202,1.2314903736114502,1.5227752923965454
REAL,1,input_norm,5,0.5687246918678284,0.0908386428173233,0.4552824378013611,0.633090615272522,0.639365303516388
REAL,1,response_norm,5,0.7626909077167511,0.2045036992282497,0.5469743311405182,0.7452607750892639,0.9899007320404053
REAL,1,sensitivity,5,1.3232923984527587,0.19722838335123988,1.1479918003082275,1.2846059799194336,1.5485470771789551
REAL,10,direction_cosine,5,-0.4121477782726288,0.053971838467703495,-0.46560181975364684,-0.4302252233028412,-0.34611005783081056
REAL,10,gain_cv,5,0.07200664728879928,0.008735830027345473,0.06311892122030258,0.0722729042172432,0.08116326332092286
REAL,10,gain_mean,5,0.6166641235351562,0.036502190899010356,0.5862252950668335,0.5914941430091858,0.6626970529556274
REAL,10,input_norm,5,1.6824210703372955,0.7172330545366684,0.8207907140254975,2.1331663131713867,2.2104610919952394
REAL,10,response_norm,5,1.1972581326961518,0.5406242151901771,0.5403211653232575,1.4604827165603638,1.6405844688415527
REAL,10,sensitivity,5,0.6947258353233338,0.0489701438896261,0.6432085394859314,0.6846180558204651,0.7515999794006347
REAL,11,direction_cosine,5,-0.38947286605834963,0.018477833728845903,-0.4075446844100952,-0.3910919427871704,-0.3689918041229248
REAL,11,gain_cv,5,0.08321738839149476,0.013036222330521194,0.06875816881656646,0.08623747527599335,0.09667604565620422
REAL,11,gain_mean,5,0.6163922786712647,0.030590162392920745,0.5822934746742249,0.6144058108329773,0.6510073184967041
REAL,11,input_norm,5,3.3776878833770754,1.2549201474292944,1.9575240135192873,3.7963476181030273,4.459742069244385
REAL,11,response_norm,5,2.721775984764099,1.1253142807181507,1.580337643623352,2.8957810401916504,3.691886615753174
REAL,11,sensitivity,5,0.7849780678749084,0.08145879547233408,0.6989260911941528,0.7566787600517273,0.8786277294158935
