layer,metric,count,mean,std,q10,median,q90
1,pearson,5,0.9740683913230896,0.012225512794140851,0.959147047996521,0.9775050282478333,0.9862901091575622
1,spearman,5,0.934244167804718,0.04833081744097081,0.8779406905174255,0.951956570148468,0.9762533187866211
1,top16_overlap,5,0.775,0.0637377439199098,0.7125,0.75,0.85
1,top1_overlap,5,0.8,0.4,0.4,1.0,1.0
1,top32_overlap,5,0.8875,0.0318688719599549,0.85625,0.875,0.925
1,top5_overlap,5,0.6800000131130218,0.2039607765693045,0.4800000131130219,0.6000000238418579,0.9200000047683716
10,pearson,5,0.9961741089820861,0.0012096131568046645,0.994878613948822,0.9961330890655518,0.9975366115570068
10,spearman,5,0.9987575531005859,0.0004035103167507047,0.9982850074768066,0.9988766312599182,0.9991897702217102
10,top16_overlap,5,0.925,0.024999999999999998,0.9,0.9375,0.9375
10,top1_overlap,5,1.0,0.0,1.0,1.0,1.0
10,top32_overlap,5,0.95625,0.015309310892394862,0.9375,0.96875,0.96875
10,top5_overlap,5,0.8800000071525573,0.09797958387128848,0.800000011920929,0.800000011920929,1.0
11,pearson,5,0.9980024933815003,0.0009096578320378964,0.997026240825653,0.9978413581848145,0.9990784049034118
11,spearman,5,0.9985962033271789,0.0002648762771608028,0.9983039379119873,0.9986463785171509,0.998889172077179
11,top16_overlap,5,0.9625,0.030618621784789725,0.9375,0.9375,1.0
11,top1_overlap,5,1.0,0.0,1.0,1.0,1.0
11,top32_overlap,5,0.98125,0.015309310892394862,0.96875,0.96875,1.0
11,top5_overlap,5,0.9200000047683716,0.09797958387128848,0.800000011920929,1.0,1.0
12,pearson,5,0.9972622394561768,0.001253551711784308,0.9961198568344116,0.996429979801178,0.9988017678260803
12,spearman,5,0.9977404475212097,0.001325103307294247,0.9963196158409119,0.9982085824012756,0.9986475110054016
12,top16_overlap,5,0.925,0.046770717334674264,0.875,0.9375,0.975
12,top1_overlap,5,1.0,0.0,1.0,1.0,1.0
12,top32_overlap,5,0.95625,0.0318688719599549,0.91875,0.96875,0.9875
12,top5_overlap,5,0.9600000023841858,0.07999999523162842,0.8800000071525573,1.0,1.0
13,pearson,5,0.9967545151710511,0.0017429835333482527,0.9945711851119995,0.997742235660553,0.9983307719230652
13,spearman,5,0.9984112858772278,0.00042842075665894096,0.9979347944259643,0.9984062910079956,0.9988319396972656
13,top16_overlap,5,0.9625,0.03061862178478973,0.9375,0.9375,1.0
13,top1_overlap,5,0.6,0.48989794855663565,0.0,1.0,1.0
13,top32_overlap,5,0.975,0.023385358667337132,0.95,0.96875,1.0
13,top5_overlap,5,0.9200000047683716,0.09797958387128848,0.800000011920929,1.0,1.0
14,pearson,5,0.9932535648345947,0.0022089313966685087,0.9908035159111023,0.9928728938102722,0.9957818031311035
14,spearman,5,0.9977571129798889,0.0009356815464716434,0.9966262936592102,0.9980392456054688,0.9986811995506286
14,top16_overlap,5,0.95,0.046770717334674264,0.9,0.9375,1.0
14,top1_overlap,5,1.0,0.0,1.0,1.0,1.0
14,top32_overlap,5,0.9375,0.03952847075210474,0.9,0.9375,0.975
14,top5_overlap,5,0.8800000071525573,0.09797958387128848,0.800000011920929,0.800000011920929,1.0
15,pearson,5,0.9943831324577331,0.002974523218005384,0.9909028172492981,0.9950221180915833,0.9972617030143738
15,spearman,5,0.9981680393218995,0.0007054718557852185,0.9973123073577881,0.9983561038970947,0.9988577842712403
15,top16_overlap,5,0.925,0.025,0.9,0.9375,0.9375
15,top1_overlap,5,1.0,0.0,1.0,1.0,1.0
15,top32_overlap,5,0.93125,0.03061862178478973,0.9,0.9375,0.95625
15,top5_overlap,5,0.9200000047683716,0.09797958387128848,0.800000011920929,1.0,1.0
16,pearson,5,0.9962669849395752,0.0009252881690904866,0.9951491475105285,0.996604323387146,0.9971219539642334
16,spearman,5,0.9971743702888489,0.0008354945740650483,0.9961360335350037,0.997705340385437,0.9979412317276001
