layer,metric,count,mean,std,q10,median,q90
1,attention_reconstruction_relative_error,5,0.00043432865641079843,0.0,0.00043432865641079843,0.00043432865641079843,0.00043432865641079843
1,component_sum_relative_error,5,0.00044890312710776925,0.0,0.00044890312710776925,0.00044890312710776925,0.00044890312710776925
10,attention_reconstruction_relative_error,5,0.0007331479573622346,0.0,0.0007331479573622346,0.0007331479573622346,0.0007331479573622346
10,component_sum_relative_error,5,0.0008117248653434217,0.0,0.0008117248653434217,0.0008117248653434217,0.0008117248653434217
11,attention_reconstruction_relative_error,5,0.0007303563179448247,0.0,0.0007303563179448247,0.0007303563179448247,0.0007303563179448247
11,component_sum_relative_error,5,0.0008057712111622095,0.0,0.0008057712111622095,0.0008057712111622095,0.0008057712111622095
12,attention_reconstruction_relative_error,5,0.0007610339089296758,0.0,0.0007610339089296758,0.0007610339089296758,0.0007610339089296758
12,component_sum_relative_error,5,0.000829666736535728,0.0,0.000829666736535728,0.000829666736535728,0.000829666736535728
13,attention_reconstruction_relative_error,5,0.0007735607214272022,0.0,0.0007735607214272022,0.0007735607214272022,0.0007735607214272022
13,component_sum_relative_error,5,0.0008465968421660364,0.0,0.0008465968421660364,0.0008465968421660364,0.0008465968421660364
14,attention_reconstruction_relative_error,5,0.0008232002146542072,0.0,0.0008232002146542072,0.0008232002146542072,0.0008232002146542072
14,component_sum_relative_error,5,0.0008823422831483185,0.0,0.0008823422831483185,0.0008823422831483185,0.0008823422831483185
15,attention_reconstruction_relative_error,5,0.000696860603056848,0.0,0.000696860603056848,0.000696860603056848,0.000696860603056848
15,component_sum_relative_error,5,0.0007530334987677634,0.0,0.0007530334987677634,0.0007530334987677634,0.0007530334987677634
16,attention_reconstruction_relative_error,5,0.0007360826130025089,0.0,0.0007360826130025089,0.0007360826130025089,0.0007360826130025089
16,component_sum_relative_error,5,0.0008184048347175121,0.0,0.0008184048347175121,0.0008184048347175121,0.0008184048347175121
17,attention_reconstruction_relative_error,5,0.0007611207547597587,0.0,0.0007611207547597587,0.0007611207547597587,0.0007611207547597587
17,component_sum_relative_error,5,0.0008263183408416808,0.0,0.0008263183408416808,0.0008263183408416808,0.0008263183408416808
18,attention_reconstruction_relative_error,5,0.0008718171156942844,0.0,0.0008718171156942844,0.0008718171156942844,0.0008718171156942844
18,component_sum_relative_error,5,0.0009251604205928743,0.0,0.0009251604205928743,0.0009251604205928743,0.0009251604205928743
