label,layer,metric,count,mean,std,q10,median,q90
REAL,1,cancellation_ratio,5,0.6754619479179382,0.030296860698594028,0.6386629700660705,0.6870003342628479,0.7041289567947387
REAL,1,max_negative_magnitude,5,0.000419389038142981,0.00028391164619912744,0.00011265913126408124,0.0003467292117420584,0.0007334873545914889
REAL,1,max_positive,5,0.008096131402999163,0.003906655522827399,0.0038643817417323588,0.007077576592564583,0.012626577727496624
REAL,1,negative_fraction,5,0.01770833311602473,0.014163942822132663,0.002777777798473835,0.013888888992369175,0.03472222164273262
REAL,1,negative_mass,5,0.0018153473502025008,0.0013538738696486836,0.0002829200588166714,0.001704331603832543,0.003355122497305274
REAL,1,negative_positive_ratio,5,0.0020680179819464683,0.0014196269579108245,0.0004201078787446022,0.0022816751152276993,0.0036130715161561966
REAL,1,positive_mass,5,0.7645062923431396,0.20571346554866893,0.5472572565078735,0.7469650506973267,0.9932108402252198
REAL,1,positive_minus_negative,5,0.7626909375190735,0.20450374419971015,0.5469743251800537,0.7452607154846191,0.9899008512496948
REAL,10,cancellation_ratio,5,0.4942407250404358,0.05146338147682483,0.4358688771724701,0.4972691237926483,0.5512052536010742
REAL,10,max_negative_magnitude,5,0.0009927001488222232,0.0011159903480347433,2.1138647548468727e-05,0.0006025150651112199,0.002327644592151046
REAL,10,max_positive,5,0.11264951210469007,0.08609220557819242,0.03111217264086008,0.10597166419029236,0.20782063603401185
REAL,10,negative_fraction,5,0.0840277748182416,0.09733747609694975,0.00555555559694767,0.0503472238779068,0.19618054628372195
REAL,10,negative_mass,5,0.002306052262429148,0.003193559338387818,4.928309936076403e-05,0.0011741318739950657,0.005806872062385083
REAL,10,negative_positive_ratio,5,0.0014328314835438504,0.0019235160266155803,4.7621090197935706e-05,0.0007162429974414408,0.003569651208817959
REAL,10,positive_mass,5,1.1995643109083176,0.5423874973282885,0.5403704792261124,1.4621473550796509,1.646195387840271
REAL,10,positive_minus_negative,5,1.1972582548856736,0.5406242914762157,0.5403211742639542,1.4604829549789429,1.6405846357345581
REAL,11,cancellation_ratio,5,0.5841793775558471,0.04814271754607351,0.5356122493743897,0.5617676377296448,0.6417253136634826
REAL,11,max_negative_magnitude,5,0.002962420089170337,0.0012080444330003904,0.0018102815374732018,0.0026851030997931957,0.004329981375485659
REAL,11,max_positive,5,0.33653326481580736,0.13047206314214216,0.18514014035463333,0.38393670320510864,0.45500007867813114
REAL,11,negative_fraction,5,0.10694444514811038,0.0771239882479724,0.01354166679084301,0.1475694477558136,0.18159722089767455
REAL,11,negative_mass,5,0.007563591934740543,0.0030123251020604965,0.004230781272053718,0.00819560419768095,0.010877881571650505
REAL,11,negative_positive_ratio,5,0.0032503979280591013,0.0015047723220329005,0.001984783774241805,0.002873027231544256,0.004855380486696959
REAL,11,positive_mass,5,2.729339575767517,1.1276228610026715,1.5865373373031617,2.9039766788482666,3.700835514068604
REAL,11,positive_minus_negative,5,2.721775984764099,1.1253141696529596,1.580337643623352,2.8957810401916504,3.6918865203857423
REAL,12,cancellation_ratio,5,0.5326996922492981,0.10485272073707165,0.4191127777099609,0.5372335910797119,0.6442594647407531
REAL,12,max_negative_magnitude,5,0.004193288786336779,0.0017252533333179604,0.002637188509106636,0.004009059630334377,0.005947038903832436
REAL,12,max_positive,5,0.4460681289434433,0.14836469512463446,0.2640597492456436,0.5174843072891235,0.5920185089111328
REAL,12,negative_fraction,5,0.2097222201526165,0.1232976285473339,0.06388888880610466,0.2361111044883728,0.340625
REAL,12,negative_mass,5,0.04485545800998807,0.0235880191951369,0.018948153313249352,0.04232529178261757,0.06914015561342239
REAL,12,negative_positive_ratio,5,0.011804175423458218,0.005868823801902366,0.006195072224363685,0.011463585309684277,0.017684398591518404
REAL,12,positive_mass,5,3.5788897037506104,1.4009802338231903,2.175148916244507,3.527878761291504,5.079005432128906
REAL,12,positive_minus_negative,5,3.534034252166748,1.3821853501796286,2.146388626098633,3.487436532974243,5.018924236297607
REAL,13,cancellation_ratio,5,0.5069458246231079,0.09709655215965857,0.4072738945484161,0.5036224722862244,0.6166828036308288
REAL,13,max_negative_magnitude,5,0.002140573812357616,0.0029090553184775527,0.00013264405861264096,0.00030520634027197957,0.005582049395889044
REAL,13,max_positive,5,0.19250161796808243,0.13154754676097263,0.04950614124536514,0.16004273295402527,0.3450753211975098
REAL,13,negative_fraction,5,0.13055555829778315,0.16699331671403086,0.013888889085501434,0.03125,0.3263888955116272
REAL,13,negative_mass,5,0.009167053824057803,0.010016425647885031,0.00022365400509443133,0.003983932081609964,0.02168889492750168
REAL,13,negative_positive_ratio,5,0.005125261000648607,0.005876422646184201,0.00025773285742616283,0.0017270202515646815,0.01241709589958191
REAL,13,positive_mass,5,1.8470576703548431,0.9978711575500602,0.6806696712970733,2.181757926940918,2.886284065246582
REAL,13,positive_minus_negative,5,1.8378905951976776,0.992880713732555,0.6742293179035187,2.181533098220825,2.8693081855773928
