model,source_mode,label,layer,n_samples,n_tokens,n_visual_mean,n_visual_min,n_visual_max,token_mean,token_std,max_row_sum_error,p50_mean,p50_std,p50_sem,p90_mean,p90_std,p90_sem,p99_mean,p99_std,p99_sem,pmax_mean,pmax_std,pmax_sem,relative_p50_mean,relative_p50_std,relative_p50_sem,relative_p90_mean,relative_p90_std,relative_p90_sem,relative_p99_mean,relative_p99_std,relative_p99_sem,relative_pmax_mean,relative_pmax_std,relative_pmax_sem,top1_mass_mean,top1_mass_std,top1_mass_sem,top5_mass_mean,top5_mass_std,top5_mass_sem,top10_mass_mean,top10_mass_std,top10_mass_sem,top32_mass_mean,top32_mass_std,top32_mass_sem,normalized_entropy_mean,normalized_entropy_std,normalized_entropy_sem,effective_token_fraction_mean,effective_token_fraction_std,effective_token_fraction_sem,mass_above_uniform_mean,mass_above_uniform_std,mass_above_uniform_sem,fraction_above_uniform_mean,fraction_above_uniform_std,fraction_above_uniform_sem
qwen2_5_vl_7b,hmid_cos,hall,1,916,324716,354.4934498,99,529,0.002820926594,0.001343935578,1.392036211e-07,0.002867625966,0.0007206379009,2.381054646e-05,0.004329254087,0.001136120703,3.753848464e-05,0.006433388955,0.002308571732,7.627735704e-05,0.008782875244,0.004179262597,0.000138086723,0.970497959,0.04256325752,0.001406329613,1.464361924,0.1053742504,0.003481663235,2.177190828,0.5489531051,0.01813792113,3.00619404,1.327204841,0.04385208227,0.008782875244,0.004179262597,0.000138086723,0.03603717864,0.01350509821,0.0004462210048,0.06458422636,0.02098163569,0.0006932527566,0.1692913113,0.04264052398,0.001408882569,0.9863384297,0.006528715574,0.0002157148344,0.9239144291,0.034178134,0.001129277334,0.6169366028,0.04169408389,0.001377611308,0.4683156874,0.04334723499,0.001432232958
qwen2_5_vl_7b,hmid_cos,hall,2,916,324716,354.4934498,99,529,0.002820926594,0.002235617838,1.434818842e-07,0.002519524256,0.0006405593471,2.116467656e-05,0.004889613542,0.001458552558,4.819193299e-05,0.01013188587,0.004769820692,0.0001575993117,0.01977059403,0.01310339653,0.0004329484079,0.8543825441,0.08541473114,0.002822182155,1.647941143,0.1666623922,0.005506680437,3.408789466,1.208173424,0.03991917357,6.886289034,4.67810314,0.1545688785,0.01977059403,0.01310339653,0.0004329484079,0.06496146502,0.03114236949,0.001028972851,0.1063673084,0.04433485858,0.00146486496,0.2362957313,0.07196327752,0.002377733617,0.9689581999,0.01915807006,0.0006330004522,0.8391746453,0.08700927171,0.002874867258,0.5928675521,0.03439299738,0.00113637662,0.3787891477,0.05340614016,0.00176458854
qwen2_5_vl_7b,hmid_cos,hall,3,916,324716,354.4934498,99,529,0.002820926594,0.004089013033,1.566659193e-07,0.002253111096,0.0006346336151,2.096888487e-05,0.005094580707,0.001553542956,5.13305041e-05,0.01293360576,0.005690993255,0.0001880357099,0.04356129399,0.04790335686,0.001582771462,0.7632865139,0.1042296053,0.003443843095,1.714476548,0.1847373105,0.00610389255,4.357099472,1.388149933,0.0458657648,15.43276237,17.91614114,0.5919659656,0.04356129399,0.04790335686,0.001582771462,0.1032287831,0.05895415115,0.001947899983,0.1526409788,0.06722625521,0.002221217994,0.294519136,0.08650320703,0.00285814641,0.9451317271,0.03706524494,0.001224670164,0.7410018462,0.1379692702,0.004558633003,0.5955832383,0.03717218159,0.001228203451,0.3285421447,0.05722345834,0.001890716283
qwen2_5_vl_7b,hmid_cos,hall,4,916,324716,354.4934498,99,529,0.002820926594,0.001520883052,1.300359145e-07,0.002745690524,0.0007193889542,2.37692801e-05,0.00435044135,0.001229626627,4.062800735e-05,0.006945377786,0.003135577732,0.0001036024044,0.01124700473,0.009124209526,0.0003014723685,0.927871977,0.06148062699,0.002031377094,1.471479207,0.1717130245,0.005673558027,2.358009172,0.9025777856,0.02982200946,3.892429929,3.231735753,0.1067795549,0.01124700473,0.009124209526,0.0003014723685,0.0413497575,0.02171233677,0.0007173957999,0.07161525421,0.03082598086,0.001018519076,0.1791005541,0.05456763475,0.001802965401,0.9850957266,0.01285665279,0.0004247957652,0.9189968928,0.06380824454,0.002108283743,0.5706141777,0.04452908282,0.00147128231,0.4227546638,0.0476785765,0.00157534451
qwen2_5_vl_7b,hmid_cos,hall,5,916,324716,354.4934498,99,529,0.002820926594,0.001265608674,1.477892511e-07,0.002793790268,0.0007328852796,2.421521124e-05,0.004124231984,0.001109970903,3.667447093e-05,0.006187522018,0.002862149647,9.456808621e-05,0.008302985629,0.005650463107,0.0001866965561,0.9443259082,0.05549245312,0.00183352226,1.395299319,0.1427351492,0.004716102077,2.101286592,0.840920243,0.0277847869,2.847436237,1.923095192,0.06354085365,0.008302985629,0.005650463107,0.0001866965561,0.03454703928,0.01826212322,0.0006033975353,0.06209467477,0.02750169178,0.0009086814738,0.1625705657,0.04996329204,0.001650833636,0.9898951825,0.009905248593,0.0003272786256,0.9440867311,0.04983619577,0.001646634257,0.5547937272,0.03804745973,0.001257123455,0.4318408003,0.05008807818,0.001654956686
qwen2_5_vl_7b,hmid_cos,hall,6,916,324716,354.4934498,99,529,0.002820926594,0.002073713365,1.32000423e-07,0.002461794457,0.0006648314861,2.196665061e-05,0.005322227832,0.001540659805,5.090483282e-05,0.009694863052,0.003607100082,0.0001191819414,0.01470149186,0.006818961352,0.0002253048248,0.8327591766,0.08242613243,0.002723436074,1.799451779,0.2344951217,0.007747936907,3.277542733,0.8549807035,0.02824935759,5.020891138,2.091363618,0.06910059895,0.01470149186,0.006818961352,0.0002253048248,0.05625499429,0.02032448736,0.0006715399646,0.09752068835,0.03189713915,0.001053911142,0.2359796131,0.06304083935,0.002082927962,0.96733572,0.01596721504,0.0005275716347,0.8298510373,0.07549707132,0.00249449345,0.6136189215,0.04021080649,0.001328602443,0.3808138077,0.04178456084,0.001380600751
qwen2_5_vl_7b,hmid_cos,hall,7,916,324716,354.4934498,99,529,0.002820926594,0.001287560495,1.270091161e-07,0.002769190801,0.000721548919,2.384064734e-05,0.003927409197,0.001072537806,3.543764659e-05,0.006375647311,0.003867804397,0.0001277958544,0.009084229068,0.008202777661,0.0002710274027,0.9372038546,0.06897776614,0.002279089544,1.327054829,0.1233959481,0.004077116885,2.145625554,1.064945702,0.03518679641,3.094372031,2.544979591,0.08408849257,0.009084229068,0.008202777661,0.0002710274027,0.03621153996,0.02422751813,0.000800499731,0.06330975158,0.03463652794,0.001144423096,0.1596338086,0.0574848309,0.001899352275,0.9913188311,0.01373827431,0.0004539253602,0.9530916131,0.05769129421,0.001906174015,0.5136537779,0.04088926804,0.001351019444,0.4077546984,0.06417841513,0.002120514523
qwen2_5_vl_7b,hmid_cos,hall,8,916,324716,354.4934498,99,529,0.002820926594,0.001042760619,1.415610313e-07,0.002836961058,0.0007240884215,2.392455487e-05,0.00386558105,0.001020861465,3.373021223e-05,0.005475687023,0.002381851769,7.869859764e-05,0.006795985023,0.003742898485,0.0001236688469,0.9596005837,0.04405141532,0.001455499731,1.307136676,0.1041667235,0.00344176542,1.847973308,0.6137072167,0.0202774572,2.300577529,1.098281918,0.03628825599,0.006795985023,0.003742898485,0.0001236688469,0.02958709794,0.01359710836,0.0004492611058,0.05431768362,0.02165377463,0.0007154608521,0.1470877855,0.04331259481,0.001431088414,0.9939121962,0.006262353738,0.0002069139916,0.9657193058,0.03277505262,0.00108291822,0.5294930891,0.03945697651,0.0013036952,0.4341740928,0.05413063322,0.001788526464
qwen2_5_vl_7b,hmid_cos,hall,9,916,324716,354.4934498,99,529,0.002820926594,0.001036161412,1.221196726e-07,0.002850536233,0.0007254990538,2.397116347e-05,0.003881182916,0.001050948702,3.472432252e-05,0.005346852152,0.002398398631,7.924532132e-05,0.006466975542,0.003812919837,0.0001259824175,0.9643939444,0.04235855313,0.00139956599,1.310779232,0.09745601927,0.003220037513,1.801428683,0.5944385676,0.01964080312,2.187845667,1.152827289,0.03809048579,0.006466975542,0.003812919837,0.0001259824175,0.02866800569,0.01400236508,0.0004626511649,0.05290403348,0.02184404371,0.0007217475198,0.1450526751,0.04298567769,0.001420286769,0.9940824119,0.00726872367,0.0002401653901,0.9668623823,0.03356163435,0.001108907612,0.5392906696,0.03675827328,0.001214527535,0.4434539448,0.04502434321,0.001487646173
qwen2_5_vl_7b,hmid_cos,hall,10,916,324716,354.4934498,99,529,0.002820926594,0.001270841239,1.373700798e-07,0.002803127365,0.0007494932239,2.476395316e-05,0.004063409583,0.001029474595,3.401479806e-05,0.006137879632,0.002861020745,9.453078624e-05,0.008285226712,0.006637588021,0.0002193120813,0.9464622034,0.0575590672,0.001901805111,1.378960546,0.142548879,0.004709947534,2.098015258,0.9203632201,0.03040965675,2.855045261,2.343229923,0.0774224959,0.008285226712,0.006637588021,0.0002193120813,0.03435587842,0.02000935913,0.000661127835,0.06156409202,0.02902848928,0.000959128283,0.1607114895,0.05003739314,0.001653282005,0.9901581437,0.01156954959,0.0003822686785,0.9458919734,0.05574154773,0.001841752578,0.5506337228,0.03700770922,0.00122276913,0.4318185214,0.05088206818,0.001681190854
