model,source_mode,category,layer,n_pairs,n_images,pair_raw_cosine_mean,pair_raw_cosine_std,pair_raw_cosine_sem,pair_centered_cosine_mean,pair_centered_cosine_std,pair_centered_cosine_sem,pair_js_normalized_mean,pair_js_normalized_std,pair_js_normalized_sem,pair_total_variation_mean,pair_total_variation_std,pair_total_variation_sem,pair_topk_overlap_fraction_mean,pair_topk_overlap_fraction_std,pair_topk_overlap_fraction_sem,image_raw_cosine_mean,image_raw_cosine_std,image_raw_cosine_sem,image_centered_cosine_mean,image_centered_cosine_std,image_centered_cosine_sem,image_js_normalized_mean,image_js_normalized_std,image_js_normalized_sem,image_total_variation_mean,image_total_variation_std,image_total_variation_sem,image_topk_overlap_fraction_mean,image_topk_overlap_fraction_std,image_topk_overlap_fraction_sem,specificity_pair_js_mean,specificity_pair_js_std,specificity_pair_js_sem,specificity_uniform_js_mean,specificity_uniform_js_std,specificity_uniform_js_sem,specificity_ratio_mean,specificity_ratio_std,specificity_ratio_sem,specificity_random_overlap_mean,specificity_random_overlap_std,specificity_random_overlap_sem
qwen2_5_vl_7b,hmid_cos,all,1,9286,2584,0.9315754548,0.05509099014,0.0005716974279,0.5704509369,0.2494542584,0.002588669354,0.02321795215,0.01734559526,0.0001800009797,0.1317098119,0.05109005532,0.0005301784038,0.3327421656,0.2258590272,0.002343813835,0.9268365424,0.05239619255,0.001030750312,0.5718253144,0.2177039046,0.004282722782,0.02463939036,0.01623175915,0.0003193150111,0.1351131079,0.04611359961,0.0009071576551,0.3411898888,0.2019288882,0.003972392923,0.02463939036,0.01623175915,0.0003193150111,0.03168666282,0.01082021506,0.0002128578337,0.7803414971,0.3900651921,0.00767345486,0.09457055855,0.02528426536,0.0004973980575
qwen2_5_vl_7b,hmid_cos,all,2,9286,2584,0.9120533808,0.09736613415,0.001010400581,0.7922491652,0.246204763,0.002554948266,0.0263401936,0.02873918727,0.0002982360528,0.1318332107,0.06914368965,0.000717526939,0.6693173864,0.237803533,0.002467765923,0.907034361,0.08964324579,0.001763483166,0.7931612814,0.208456787,0.004100811293,0.0278298228,0.02624512218,0.0005163002606,0.1350107566,0.06200558645,0.001219788585,0.6711957014,0.2066018998,0.004064321514,0.0278298228,0.02624512218,0.0005163002606,0.0721338282,0.02593426797,0.0005101850629,0.4300283532,0.3755918139,0.007388731135,0.09457055855,0.02528426536,0.0004973980575
qwen2_5_vl_7b,hmid_cos,all,3,9286,2584,0.8851422203,0.1473441639,0.001529039128,0.7956007691,0.2678830748,0.002779911278,0.03340930806,0.03985543863,0.0004135930702,0.1427433792,0.08582422213,0.0008906263423,0.6907946102,0.2469143912,0.002562312312,0.8790860114,0.1328455589,0.002613369304,0.7869257558,0.2340009091,0.004603321315,0.03569295899,0.03653228645,0.0007186717929,0.1474805159,0.07563125449,0.001487835954,0.6793411608,0.2182593665,0.00429364996,0.03569295899,0.03653228645,0.0007186717929,0.09907401749,0.04044184028,0.0007955814621,0.4271160465,0.4244267693,0.008349423946,0.09457055855,0.02528426536,0.0004973980575
qwen2_5_vl_7b,hmid_cos,all,4,9286,2584,0.8514996423,0.1424201513,0.00147794102,0.2085301993,0.5189438886,0.00538525239,0.05217647939,0.05047369004,0.0005237821774,0.1906494499,0.0929939125,0.0009650285909,0.2573127558,0.2676719865,0.002777720746,0.8426813988,0.1281245547,0.00252049659,0.1956461837,0.430720434,0.008473234409,0.05532005692,0.04529503164,0.0008910545922,0.1960262266,0.08153795549,0.001604033975,0.2559653384,0.226220733,0.004450267847,0.05532005692,0.04529503164,0.0008910545922,0.03442424115,0.01637981931,0.0003222276856,1.634154239,0.8653016269,0.01702241858,0.09457055855,0.02528426536,0.0004973980575
qwen2_5_vl_7b,hmid_cos,all,5,9286,2584,0.9062604517,0.08587426813,0.0008911456862,0.1849046124,0.3718210853,0.003858510394,0.03117173864,0.02661305934,0.0002761725199,0.1520781173,0.06153901217,0.0006386106854,0.1986390803,0.1934111712,0.002007091701,0.9046898874,0.07832507818,0.001540829492,0.168309232,0.2839959375,0.005586835356,0.03158876167,0.02383605879,0.0004689085949,0.1527722921,0.05360517658,0.001054533732,0.1897753729,0.155980141,0.003068478283,0.03158876167,0.02383605879,0.0004689085949,0.01886439671,0.01207259112,0.0002374948723,1.656602533,0.5476478022,0.01077345729,0.09457055855,0.02528426536,0.0004973980575
qwen2_5_vl_7b,hmid_cos,all,6,9286,2584,0.9553101028,0.04333997466,0.0004497532532,0.8631148766,0.1727700598,0.00179289206,0.01737467692,0.01661924833,0.0001724634373,0.1140157656,0.05091192556,0.0005283298924,0.7047638919,0.1788710561,0.001856204117,0.9562741502,0.03583959069,0.0007050449178,0.8676109563,0.1465537784,0.002883040646,0.01710401675,0.01396125006,0.0002746490184,0.1127378726,0.04236235646,0.0008333623113,0.7069401349,0.152881548,0.003007522028,0.01710401675,0.01396125006,0.0002746490184,0.06588249967,0.02272840732,0.0004471186127,0.3152045615,0.3135276177,0.006167789564,0.09457055855,0.02528426536,0.0004973980575
qwen2_5_vl_7b,hmid_cos,all,7,9286,2584,0.9362440182,0.07228907474,0.0007501676406,0.275775279,0.4116875417,0.0042722178,0.02004850126,0.02195381736,0.0002278220247,0.1184075036,0.05192144061,0.0005388059639,0.2805567521,0.2436839792,0.002528789258,0.9341488013,0.06594545436,0.0012972946,0.2401678095,0.3322839174,0.006536767935,0.02097554206,0.02094897726,0.0004121132432,0.1203687888,0.04766700389,0.0009377165921,0.2567049901,0.1960535893,0.00385681265,0.02097554206,0.02094897726,0.0004121132432,0.01389114725,0.01313434229,0.0002583818928,1.547096548,0.626708319,0.01232875451,0.09457055855,0.02528426536,0.0004973980575
qwen2_5_vl_7b,hmid_cos,all,8,9286,2584,0.930053583,0.06271965145,0.0006508625697,0.1961060023,0.3041724742,0.00315649838,0.02293243566,0.01858624589,0.0001928756217,0.1289959404,0.0479954678,0.0004980648454,0.1816545068,0.1790432941,0.001857991488,0.9263637175,0.05781937414,0.001137436425,0.2053577039,0.2600674585,0.00511610865,0.02408382368,0.01682690287,0.0003310228193,0.1320154555,0.04291861776,0.0008443052153,0.1855262966,0.1572385786,0.003093234565,0.02408382368,0.01682690287,0.0003310228193,0.01518434307,0.008730049093,0.0001717395938,1.576051565,0.5070070058,0.00997396192,0.09457055855,0.02528426536,0.0004973980575
qwen2_5_vl_7b,hmid_cos,all,9,9286,2584,0.9525813241,0.04139612275,0.0004295812589,0.2884526153,0.3263280631,0.003386414255,0.01677019382,0.01430670496,0.0001484654098,0.1126911151,0.03878589862,0.0004024940997,0.2347384504,0.1850700342,0.001920532963,0.9530464611,0.03373219326,0.0006635876965,0.2952220087,0.2617230791,0.00514867841,0.01685615903,0.01175136737,0.0002311756826,0.1129784234,0.03336003511,0.0006562665131,0.2363635997,0.1504772944,0.002960224981,0.01685615903,0.01175136737,0.0002311756826,0.01169924944,0.005629970446,0.0001107541123,1.41637845,0.5119686017,0.01007156761,0.09457055855,0.02528426536,0.0004973980575
qwen2_5_vl_7b,hmid_cos,all,10,9286,2584,0.9240122035,0.08626739664,0.0008952253108,0.292233719,0.4099940777,0.004254644164,0.0260784867,0.02973265958,0.0003085456436,0.1346923055,0.06378328418,0.0006619002384,0.2737723455,0.2333926548,0.002421992781,0.9183287567,0.07824139866,0.001539183329,0.2923333111,0.3456639333,0.006799982778,0.02847335644,0.0282668813,0.0005560727849,0.1401010007,0.05894190938,0.001159519204,0.2789980754,0.1962786709,0.003861240509,0.02847335644,0.0282668813,0.0005560727849,0.02000467143,0.01560930504,0.0003070699463,1.431893478,0.6550812622,0.01288691377,0.09457055855,0.02528426536,0.0004973980575
