model,scope,metric,layer,n_mixed_images,n_valid,mean_hall_minus_real,median_hall_minus_real,fraction_hall_gt_real
qwen3_vl_8b,all,amp_mean,1,237,237,-0.25031963472334606,-0.17054203230119414,0.43037974683544306
qwen3_vl_8b,all,amp_mean,2,237,237,-0.026784081071155392,-0.053984742103108385,0.3924050632911392
qwen3_vl_8b,all,amp_mean,3,237,237,-0.004405373476183075,-0.013472452360430487,0.4177215189873418
qwen3_vl_8b,all,amp_mean,4,237,237,-0.00013221723697307277,-0.0036315145683395444,0.4978902953586498
qwen3_vl_8b,all,amp_mean,5,237,237,-0.023293811143455155,-0.04109180194492168,0.3628691983122363
qwen3_vl_8b,all,amp_mean,6,237,237,0.001947833984464499,0.005657073502865706,0.5358649789029536
qwen3_vl_8b,all,amp_mean,7,237,237,0.0007098411143029931,-0.00025203365649251186,0.48945147679324896
qwen3_vl_8b,all,amp_mean,8,237,237,-0.009240774927298322,-0.012160690704860366,0.41350210970464135
qwen3_vl_8b,all,amp_mean,9,237,237,0.007424200950451946,0.004785661133307584,0.540084388185654
qwen3_vl_8b,all,amp_mean,10,237,237,-0.014050241031058874,-0.02108018370998943,0.3881856540084388
qwen3_vl_8b,all,amp_mean,11,237,237,-0.014492432299270948,-0.014431419490271047,0.4388185654008439
qwen3_vl_8b,all,amp_mean,12,237,237,-0.0083510502083629,-0.010517119814732134,0.4050632911392405
qwen3_vl_8b,all,amp_mean,13,237,237,-0.021876533322024737,-0.021229949333829934,0.3080168776371308
qwen3_vl_8b,all,amp_mean,14,237,237,-0.014087616034766649,-0.014690108338893282,0.33755274261603374
qwen3_vl_8b,all,amp_mean,15,237,237,-0.010802720171122004,-0.012538038123615203,0.39662447257383965
qwen3_vl_8b,all,amp_mean,16,237,237,-0.012867597711461533,-0.012984269823436811,0.34177215189873417
qwen3_vl_8b,all,amp_mean,17,237,237,-0.0014419481490883402,-0.004557331159629974,0.4345991561181435
qwen3_vl_8b,all,amp_mean,18,237,237,-0.01610577599045925,-0.01703734325668027,0.37130801687763715
qwen3_vl_8b,all,amp_mean,19,237,237,-0.009179047546439419,-0.013685409405568394,0.3628691983122363
qwen3_vl_8b,all,amp_mean,20,237,237,-0.011836396242601306,-0.009136348583591802,0.4177215189873418
qwen3_vl_8b,all,amp_mean,21,237,237,-0.009299695885677453,-0.007431489544583281,0.4388185654008439
qwen3_vl_8b,all,amp_mean,22,237,237,-0.0006018548593519702,-0.004587373856296595,0.459915611814346
qwen3_vl_8b,all,amp_mean,23,237,237,0.003088350138417796,0.0035220548090669768,0.5569620253164557
qwen3_vl_8b,all,amp_mean,24,237,237,-0.0026643142623273748,-0.005366892546182278,0.4472573839662447
qwen3_vl_8b,all,amp_mean,25,237,237,-0.002946709019102453,-0.001363464685417981,0.4767932489451477
qwen3_vl_8b,all,amp_mean,26,237,237,-0.001177010552059652,-0.00044339664958464864,0.4936708860759494
qwen3_vl_8b,all,amp_mean,27,237,237,0.009263292911669972,0.008777898042533483,0.6286919831223629
qwen3_vl_8b,all,amp_mean,28,237,237,0.01150020880426508,0.0063708010275655425,0.5611814345991561
qwen3_vl_8b,all,amp_mean,29,237,237,-0.007900091467357642,-0.006397018351808448,0.4008438818565401
qwen3_vl_8b,all,amp_mean,30,237,237,-0.001391591442852374,-0.0018240293444759526,0.4810126582278481
qwen3_vl_8b,all,amp_mean,31,237,237,0.000594580800696146,0.00347515551363875,0.5232067510548524
qwen3_vl_8b,all,amp_mean,32,237,237,-0.004067734488062365,-0.005374996624140149,0.4472573839662447
qwen3_vl_8b,all,amp_mean,33,237,237,-0.00796846593725607,-0.00987544185760758,0.4177215189873418
qwen3_vl_8b,all,amp_mean,34,237,237,0.003829805399049674,0.0037389448459383967,0.5189873417721519
qwen3_vl_8b,all,amp_mean,35,237,237,0.00946570617915449,0.006465365425704639,0.5443037974683544
qwen3_vl_8b,all,amp_mean,36,237,237,0.10238171665619801,0.07367011598457407,0.6413502109704642
qwen3_vl_8b,all,amp_median,1,237,237,-0.2524789164203062,-0.1775373830849185,0.4345991561181435
qwen3_vl_8b,all,amp_median,2,237,237,-0.024062993871905275,-0.04833249734057038,0.38396624472573837
qwen3_vl_8b,all,amp_median,3,237,237,-0.0040188465613325485,-0.009577042924896084,0.4388185654008439
qwen3_vl_8b,all,amp_median,4,237,237,-0.0013882644686224069,-4.1211826962650466e-05,0.4978902953586498
qwen3_vl_8b,all,amp_median,5,237,237,-0.0219044708230952,-0.036106479705656946,0.3755274261603376
qwen3_vl_8b,all,amp_median,6,237,237,0.005119440473589777,0.006900594909526103,0.540084388185654
qwen3_vl_8b,all,amp_median,7,237,237,0.0011902672427554573,-0.001822555168078721,0.4978902953586498
qwen3_vl_8b,all,amp_median,8,237,237,-0.00800922008497705,-0.010434925316944121,0.43037974683544306
qwen3_vl_8b,all,amp_median,9,237,237,0.007774535146453924,0.005298716277493898,0.5358649789029536
qwen3_vl_8b,all,amp_median,10,237,237,-0.01388532818446355,-0.015486106553289969,0.4430379746835443
qwen3_vl_8b,all,amp_median,11,237,237,-0.011764269103679533,-0.012270430732821969,0.4345991561181435
qwen3_vl_8b,all,amp_median,12,237,237,-0.007590376358490147,-0.00989275526372857,0.4092827004219409
qwen3_vl_8b,all,amp_median,13,237,237,-0.022514050464060017,-0.020771135025991372,0.29957805907172996
qwen3_vl_8b,all,amp_median,14,237,237,-0.012656603919121462,-0.014359114947519847,0.3459915611814346
qwen3_vl_8b,all,amp_median,15,237,237,-0.011900277226601981,-0.013896801679010196,0.38396624472573837
qwen3_vl_8b,all,amp_median,16,237,237,-0.012170780864185712,-0.014408709567904632,0.33755274261603374
qwen3_vl_8b,all,amp_median,17,237,237,-0.002475029989102139,-0.004946128416107087,0.4345991561181435
qwen3_vl_8b,all,amp_median,18,237,237,-0.016118500905741483,-0.020087954150718734,0.3755274261603376
qwen3_vl_8b,all,amp_median,19,237,237,-0.00859009689338609,-0.011647735683843141,0.3670886075949367
qwen3_vl_8b,all,amp_median,20,237,237,-0.010038413681785523,-0.008644598875379494,0.4177215189873418
qwen3_vl_8b,all,amp_median,21,237,237,-0.00777906207562374,-0.007267449017198002,0.4430379746835443
qwen3_vl_8b,all,amp_median,22,237,237,-0.0003031245563552583,-0.0034617575254717314,0.4641350210970464
qwen3_vl_8b,all,amp_median,23,237,237,0.0010504909650571332,0.0013884193629640773,0.540084388185654
qwen3_vl_8b,all,amp_median,24,237,237,-0.0008599920065933747,-0.0033769892367518928,0.47257383966244726
qwen3_vl_8b,all,amp_median,25,237,237,-0.0029954813230674217,-0.001335153469311956,0.4767932489451477
