model,scope,metric,label,layer,n_total,n_valid,n_undefined,mean,q25,median,q75
qwen3_vl_8b,all,amp_mean,REAL,1,1560,1560,0,2.4208588060125136,1.5314171548296285,2.4668381335132663,3.07437161438907
qwen3_vl_8b,all,amp_mean,REAL,2,1560,1560,0,0.4854984925538544,0.34996880115192996,0.40899128404897966,0.5386180510046632
qwen3_vl_8b,all,amp_mean,REAL,3,1560,1560,0,0.4862741816389703,0.44090551589961186,0.4727406202528668,0.5110739865848025
qwen3_vl_8b,all,amp_mean,REAL,4,1560,1560,0,0.40654055698236896,0.3551378348752499,0.38996077507610716,0.43782234637292927
qwen3_vl_8b,all,amp_mean,REAL,5,1560,1560,0,0.5835569538183181,0.5129248386805788,0.5737762519817773,0.6416505759005786
qwen3_vl_8b,all,amp_mean,REAL,6,1560,1560,0,0.6695562235657002,0.6392011671087527,0.6745327173552831,0.7060571324249705
qwen3_vl_8b,all,amp_mean,REAL,7,1560,1560,0,0.6491001811474963,0.5954987978981878,0.6506788986052873,0.6972683305421522
qwen3_vl_8b,all,amp_mean,REAL,8,1560,1560,0,0.652292027083285,0.6037403633268406,0.6450862733978993,0.6990084754273087
qwen3_vl_8b,all,amp_mean,REAL,9,1560,1560,0,0.7763570462290915,0.7319227220318656,0.7738430114881931,0.82401077769813
qwen3_vl_8b,all,amp_mean,REAL,10,1560,1560,0,0.8649354555398292,0.8034691998270015,0.8556167407233051,0.9200480920958484
qwen3_vl_8b,all,amp_mean,REAL,11,1560,1560,0,0.844918560766757,0.7906325796866569,0.8372514622462076,0.8902619703367824
qwen3_vl_8b,all,amp_mean,REAL,12,1560,1560,0,0.7715676163768314,0.7356791893508943,0.7670264655044938,0.798098271977888
qwen3_vl_8b,all,amp_mean,REAL,13,1560,1560,0,0.7256990465522046,0.6932709701065674,0.7243745523283877,0.7552771203532942
qwen3_vl_8b,all,amp_mean,REAL,14,1560,1560,0,0.6811950166706541,0.6604518962114856,0.6800023726564733,0.7000948758929012
qwen3_vl_8b,all,amp_mean,REAL,15,1560,1560,0,0.6492264759796075,0.6222468750151915,0.6507045097022458,0.6769235091178472
qwen3_vl_8b,all,amp_mean,REAL,16,1560,1560,0,0.6453755180650054,0.6197034906704073,0.6446889855138208,0.6709341852426828
qwen3_vl_8b,all,amp_mean,REAL,17,1560,1560,0,0.680870708912519,0.649142077698468,0.6768419682230951,0.7099117187365722
qwen3_vl_8b,all,amp_mean,REAL,18,1560,1560,0,0.6648077621660767,0.632361960036509,0.66206172539269,0.6948961397032313
qwen3_vl_8b,all,amp_mean,REAL,19,1560,1560,0,0.6091412965532744,0.5847738443705832,0.6087736522716871,0.6330477389504132
qwen3_vl_8b,all,amp_mean,REAL,20,1560,1560,0,0.5930704556922897,0.5649624235256402,0.5936645523117108,0.6206019644298506
qwen3_vl_8b,all,amp_mean,REAL,21,1560,1560,0,0.5887333575531492,0.5657833754118398,0.5915103913429323,0.6129209926090382
qwen3_vl_8b,all,amp_mean,REAL,22,1560,1560,0,0.5456708848087464,0.5276570645370059,0.5472950494392584,0.5642748489435452
qwen3_vl_8b,all,amp_mean,REAL,23,1560,1560,0,0.5893122346646553,0.5697038583987997,0.5912580083871095,0.6121894504263118
qwen3_vl_8b,all,amp_mean,REAL,24,1560,1560,0,0.48970988947181804,0.4702978846986022,0.4910471282592377,0.5101967264248405
qwen3_vl_8b,all,amp_mean,REAL,25,1560,1560,0,0.4488717439923944,0.43117509371790397,0.4488582013630374,0.4648600598724888
qwen3_vl_8b,all,amp_mean,REAL,26,1560,1560,0,0.39777859988722153,0.3842045415205719,0.3984132701884392,0.41159742245522507
qwen3_vl_8b,all,amp_mean,REAL,27,1560,1560,0,0.3955823853269443,0.37919394979165183,0.3940242810216319,0.40953097067475147
qwen3_vl_8b,all,amp_mean,REAL,28,1560,1560,0,0.4684499685527265,0.44455922697721667,0.4653120508037659,0.4892601025988269
qwen3_vl_8b,all,amp_mean,REAL,29,1560,1560,0,0.40961769058164527,0.39277164206066106,0.41115065443715226,0.42668236062918996
qwen3_vl_8b,all,amp_mean,REAL,30,1560,1560,0,0.4009085340928758,0.36573899339025984,0.39772156047297313,0.43022326509421993
