model,scope,metric,label,layer,n_total,n_valid,n_undefined,mean,q25,median,q75
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,11,1006,1006,0,0.011229713785116004,0.0,0.002898550724637681,0.01278772378516624
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,12,1006,1006,0,0.0020066390702300073,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,13,1006,1006,0,0.00472299374955818,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,14,1006,1006,0,0.001179455625312777,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,15,1006,1006,0,0.0003222508751530722,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,16,1006,1006,0,0.0004470299635226142,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,17,1006,1006,0,9.2922107446216e-05,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,18,1006,1006,0,3.378157750047175e-05,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,19,1006,1006,0,0.0005564805578952474,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,20,1006,1006,0,3.276513346528041e-05,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,21,1006,1006,0,0.00048647914193161555,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,22,1006,1006,0,0.0007649615779149108,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,23,1006,1006,0,0.0010361474536006818,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,24,1006,1006,0,0.010737305609557327,0.0,0.0,0.010756340579710144
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,25,1006,1006,0,4.7672838669489e-05,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,26,1006,1006,0,0.00021974999062601328,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,27,1006,1006,0,0.0005093831815263282,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,REAL,28,1006,1006,0,0.1793043328908608,0.04603580562659847,0.10933503836317135,0.2707161125319693
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,1,122,122,0,0.4603042740997407,0.05196256038647343,0.44858132773733794,0.8369565217391305
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,2,122,122,0,0.03331468417046597,0.0,0.0,0.023145780051150894
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,3,122,122,0,0.0029356250300864783,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,4,122,122,0,0.0019713752870351487,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,5,122,122,0,0.01057987506413952,0.0,0.0,0.005765595463137997
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,6,122,122,0,0.011484015147407382,0.0,0.0,0.006569517439082656
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,7,122,122,0,0.01744500491036752,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,8,122,122,0,0.08128656678380775,0.0,0.0,0.013613597612958226
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,9,122,122,0,0.0175399316931707,0.0,0.0,0.006507437070938215
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,10,122,122,0,0.17519838127152804,0.03260869565217391,0.10102301790281329,0.23178341384863124
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,11,122,122,0,0.011704770681167789,0.0,0.0,0.00865849126718692
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,12,122,122,0,0.001008391189565321,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,13,122,122,0,0.00032932631356177535,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,14,122,122,0,0.0009631860188440625,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,15,122,122,0,2.741378365041943e-05,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,16,122,122,0,1.5494747280671853e-05,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,17,122,122,0,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,18,122,122,0,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,19,122,122,0,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,20,122,122,0,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,21,122,122,0,2.3758612497030174e-05,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,22,122,122,0,0.0011876782866468835,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,23,122,122,0,0.001704072628669264,0.0,0.0,0.0
qwen2_5_vl_7b,all,amp_fraction_gt1,HALL,24,122,122,0,0.017510352043919097,0.0,0.0025575447570332483,0.015895717554756456
