model,scope,metric,layers,real_layer_mean,hall_layer_mean,hall_minus_real,hall_higher_layers,mixed_images,paired_mean_hall_minus_real
internvl_2_5_8b,all,amp_fraction_gt1,32,0.04714760459458138,0.04924538352272727,0.002097778928145895,11,161,0.0022874373509594054
internvl_2_5_8b,all,amp_mean,32,0.5522821579039414,0.5550476316753357,0.00276547377139423,21,161,0.0029405911568695566
internvl_2_5_8b,all,amp_median,32,0.5447427163146362,0.5477421009967939,0.0029993846821577087,21,161,0.002903787580023571
internvl_2_5_8b,all,cancellation,32,0.5010484664543655,0.49922736707314275,-0.0018210993812226833,14,161,0.0007750149436002328
internvl_2_5_8b,all,cancellation_change,32,0.05943224016098859,0.05830348501110387,-0.0011287551498847137,14,161,-8.421856824627539e-05
internvl_2_5_8b,all,closure,32,1.6544987421011942e-05,2.4654599994262066e-05,8.10961257325012e-06,32,161,8.431239280237901e-06
internvl_2_5_8b,all,gross_gain,32,0.5669323711795737,0.5642512159105361,-0.002681155269037708,17,161,-0.0013228702345739088
internvl_2_5_8b,all,input_cancellation,32,0.44161622629337693,0.4409238820620389,-0.0006923442313379689,12,161,0.0008592335118465088
internvl_2_5_8b,all,rotation_mean,32,-0.207446814200632,-0.20574995020441833,0.0016968639962136923,20,161,0.0023153680431958227
internvl_2_5_8b,all,rotation_median,32,-0.2083627810519682,-0.20648371958762524,0.0018790614643429716,20,161,0.0025776387588548923
internvl_2_5_8b,train,amp_fraction_gt1,32,0.04732880878264023,0.04964932528409091,0.002320516501450676,12,137,0.0030027684545533544
internvl_2_5_8b,train,amp_mean,32,0.5524072942670621,0.5556115300470673,0.003204235780005284,21,137,0.004042646189301747
internvl_2_5_8b,train,amp_median,32,0.5448465617616854,0.5483790924911365,0.0035325307294510966,21,137,0.004094604842402023
internvl_2_5_8b,train,cancellation,32,0.5007680022668702,0.4984826799417563,-0.0022853223251139143,11,137,0.0001104607144173078
internvl_2_5_8b,train,cancellation_change,32,0.05955573209263349,0.05880474910879131,-0.0007509829838421751,14,137,0.00033954839297297985
internvl_2_5_8b,train,closure,32,1.6862794173766547e-05,2.5494466021614287e-05,8.63167184784774e-06,32,137,9.10585580011889e-06
internvl_2_5_8b,train,gross_gain,32,0.5668860238110153,0.5646531719391432,-0.002232851871872058,17,137,-0.00016235403427499948
internvl_2_5_8b,train,input_cancellation,32,0.4412122701742367,0.439677930832965,-0.0015343393412717374,12,137,-0.0002290876785556729
internvl_2_5_8b,train,rotation_mean,32,-0.20713061207343045,-0.205159379273037,0.0019712328003934237,20,137,0.0028402028238799426
internvl_2_5_8b,train,rotation_median,32,-0.20803712698900734,-0.20584112851378678,0.0021959984752205476,20,137,0.003154196346340627
internvl_2_5_8b,test,amp_fraction_gt1,32,0.04637971471567623,0.046956380208333336,0.0005766654926571041,7,24,-0.0017959110320560521
internvl_2_5_8b,test,amp_mean,32,0.5517518669225204,0.5518522075688562,0.00010034064633582598,22,24,-0.003350306319930856
internvl_2_5_8b,test,amp_median,32,0.5443026499529604,0.5441324825288525,-0.0001701674241080444,22,24,-0.0038937942927200894
internvl_2_5_8b,test,cancellation,32,0.5022369909210461,0.5034472608176661,0.0012102698966199692,17,24,0.004568512001852772
internvl_2_5_8b,test,cancellation_change,32,0.05890891779491962,0.055462988457541725,-0.003445929337377894,12,24,-0.002503221638539526
internvl_2_5_8b,test,closure,32,1.519821618187974e-05,1.9895359172599484e-05,4.697142990719743e-06,32,24,4.580303312583928e-06
internvl_2_5_8b,test,gross_gain,32,0.5671287776512518,0.561973465081762,-0.005155312569489876,15,24,-0.007947483544613528
internvl_2_5_8b,test,input_cancellation,32,0.44332807312612654,0.4479842723601244,0.0046561992339978625,22,24,0.007071733640392297
internvl_2_5_8b,test,rotation_mean,32,-0.2087867855101664,-0.20909651881557884,-0.0003097333054124477,14,24,-0.0006805638298760281
internvl_2_5_8b,test,rotation_median,32,-0.20974280687615487,-0.2101250690060431,-0.00038226212988823376,15,24,-0.0007135441363761712
llava_1_5_7b,all,amp_fraction_gt1,32,0.05419106470533168,0.0550742778784219,0.0008832131730902174,3,241,0.0011956673441414602
llava_1_5_7b,all,amp_mean,32,0.5334413845604346,0.5282150205922358,-0.005226363968198824,12,241,-0.004723733679527925
llava_1_5_7b,all,amp_median,32,0.5290072749065795,0.5229316082071929,-0.006075666699386636,13,241,-0.005241435536708169
llava_1_5_7b,all,cancellation,32,0.5030990175537509,0.4850582389917123,-0.0180407785620385,8,241,-0.012066984295628892
llava_1_5_7b,all,cancellation_change,32,0.04272058397913266,0.0423586728414212,-0.0003619111377114668,12,241,0.0004486512578174047
llava_1_5_7b,all,closure,32,1.1827670685145772e-05,1.2686004816555082e-05,8.583341314093095e-07,24,241,9.24335384893433e-07
llava_1_5_7b,all,gross_gain,32,0.530248642060253,0.5169936826049373,-0.013254959455315855,8,241,-0.011758251311711697
llava_1_5_7b,all,input_cancellation,32,0.46037843357461816,0.44269956615029116,-0.01767886742432704,6,241,-0.0125156355534463
llava_1_5_7b,all,rotation_mean,32,-0.20141204269874197,-0.20493051362645037,-0.0035184709277084197,12,241,-0.001809793519110221
llava_1_5_7b,all,rotation_median,32,-0.20211711501634022,-0.20600416329416688,-0.003887048277826697,9,241,-0.001989404938840981
llava_1_5_7b,train,amp_fraction_gt1,32,0.054375065681509474,0.054839856833735906,0.00046479115222643067,4,196,0.0008619626297153213
llava_1_5_7b,train,amp_mean,32,0.5332139987784349,0.5282004166073538,-0.005013582171081129,13,196,-0.00474984853597568
llava_1_5_7b,train,amp_median,32,0.5287094172278064,0.5228328170139203,-0.0058766002138861805,14,196,-0.005259121486014875
llava_1_5_7b,train,cancellation,32,0.5026539046895437,0.485150892884299,-0.017503011805244648,7,196,-0.011572593129758066
llava_1_5_7b,train,cancellation_change,32,0.04288056441092099,0.04221922371115776,-0.0006613406997632317,12,196,0.0003010869045240354
llava_1_5_7b,train,closure,32,1.1909732051621965e-05,1.2406705881119252e-05,4.969738294972861e-07,21,196,6.921715260685554e-07
