model,scope,metric,layers,real_layer_mean,hall_layer_mean,hall_minus_real,hall_higher_layers,mixed_images,paired_mean_hall_minus_real
llava_1_5_7b,train,gross_gain,32,0.5297702072971627,0.5168209256471528,-0.012949281650009923,8,196,-0.011362729141010419
llava_1_5_7b,train,input_cancellation,32,0.4597733402786227,0.4429316691731413,-0.016841671105481418,6,196,-0.011873680034282103
llava_1_5_7b,train,rotation_mean,32,-0.20159186786586059,-0.20521354860122926,-0.003621680735368668,11,196,-0.0012990150360335424
llava_1_5_7b,train,rotation_median,32,-0.20228827061872234,-0.20630357773121843,-0.004015307112496078,9,196,-0.0014358695999788257
llava_1_5_7b,test,amp_fraction_gt1,32,0.053427964766457385,0.05624638310185184,0.002818418335394468,3,45,0.0026491367669753095
llava_1_5_7b,test,amp_mean,32,0.5343844125809878,0.5282880405166455,-0.006096372064342332,11,45,-0.004609988971444374
llava_1_5_7b,test,amp_median,32,0.5302425682250527,0.5234255641735559,-0.006817004051496837,12,45,-0.005164403401950081
llava_1_5_7b,test,cancellation,32,0.5049450164529109,0.48459496952877834,-0.020350046924132604,8,45,-0.01422033248475516
llava_1_5_7b,test,cancellation_change,32,0.04205710348976392,0.04305591849273836,0.0009988150029744355,16,45,0.0010913759966063048
llava_1_5_7b,test,closure,32,1.1487340839931146e-05,1.4082499493734228e-05,2.5951586538030834e-06,29,45,1.935537969997343e-06
llava_1_5_7b,test,gross_gain,32,0.5322328355469055,0.5178574673938597,-0.014375368153045732,9,45,-0.013480970099655045
llava_1_5_7b,test,input_cancellation,32,0.462887912963147,0.44153905103603996,-0.02134886192710704,5,45,-0.015311708481361468
llava_1_5_7b,test,rotation_mean,32,-0.20066626092689024,-0.20351533875255579,-0.00284907782566555,13,45,-0.004034517578733088
llava_1_5_7b,test,rotation_median,32,-0.20140728818591302,-0.20450709110890936,-0.003099802922996344,13,45,-0.004400358859218369
qwen2_5_vl_7b,all,amp_fraction_gt1,28,0.041990769036848806,0.03679789663650667,-0.005192872400342129,10,95,-0.005759534792973057
qwen2_5_vl_7b,all,amp_mean,28,0.615301419782494,0.6163220832906612,0.0010206635081672672,16,95,0.0011016581304498184
qwen2_5_vl_7b,all,amp_median,28,0.6035372633897954,0.604542606021459,0.001005342631663577,17,95,0.0010587412358512326
qwen2_5_vl_7b,all,cancellation,28,0.5139506806680131,0.5135514893112882,-0.00039919135672471836,14,95,0.002158690068784204
qwen2_5_vl_7b,all,cancellation_change,28,0.051731352380427295,0.04451789426324017,-0.007213458117187131,4,95,-0.00716610238350305
qwen2_5_vl_7b,all,closure,28,6.41902274777891e-06,6.811755943598777e-06,3.927331958198668e-07,22,95,-1.3356537790723694e-06
qwen2_5_vl_7b,all,gross_gain,28,0.6452116314564498,0.6425180915979417,-0.0026935398585081877,12,95,-0.0024149010259462847
qwen2_5_vl_7b,all,input_cancellation,28,0.46221932828758583,0.4690335950480482,0.006814266760462391,18,95,0.009324792452287256
qwen2_5_vl_7b,all,rotation_mean,28,-0.2663193895592882,-0.26655832408081936,-0.00023893452153117656,13,95,6.642334874245113e-05
qwen2_5_vl_7b,all,rotation_median,28,-0.2668575202716211,-0.2670167323493453,-0.000159212077724165,14,95,0.0001462207485384854
qwen2_5_vl_7b,train,amp_fraction_gt1,28,0.042212145855567075,0.036616091540970876,-0.0055960543145961985,10,83,-0.0057044046366713005
qwen2_5_vl_7b,train,amp_mean,28,0.6157525309166715,0.617204689721575,0.001452158804903625,17,83,0.002464907522627947
qwen2_5_vl_7b,train,amp_median,28,0.6039714736620613,0.6051486604162231,0.001177186754161835,18,83,0.0021135825403908225
qwen2_5_vl_7b,train,cancellation,28,0.5148387638778817,0.5147572974290401,-8.146644884167244e-05,15,83,0.0002445856598283963
qwen2_5_vl_7b,train,cancellation_change,28,0.05188803248798759,0.04453938227081395,-0.007348650217173637,5,83,-0.007438342998351367
qwen2_5_vl_7b,train,closure,28,6.575065186854276e-06,7.022924877982816e-06,4.4785969112853966e-07,22,83,-1.6215362880566752e-06
qwen2_5_vl_7b,train,gross_gain,28,0.6457518409279643,0.643053545213623,-0.002698295714341468,13,83,-0.0021724369603215933
qwen2_5_vl_7b,train,input_cancellation,28,0.4629507313898941,0.47021791515822603,0.007267183768331972,19,83,0.007682928658179762
qwen2_5_vl_7b,train,rotation_mean,28,-0.2658193547829532,-0.26645600750966947,-0.0006366527267162787,13,83,-0.000587195857222409
qwen2_5_vl_7b,train,rotation_median,28,-0.2663272097163848,-0.266900336644246,-0.0005731269278611676,13,83,-0.0004227627701462897
qwen2_5_vl_7b,test,amp_fraction_gt1,28,0.041141448357343124,0.03820039308778283,-0.0029410552695602853,7,12,-0.006140851707393543
qwen2_5_vl_7b,test,amp_mean,28,0.6135707145657937,0.6095134051093255,-0.004057309456468318,9,12,-0.008327483498782243
qwen2_5_vl_7b,test,amp_median,28,0.6018713989798524,0.59986732926185,-0.002004069718002385,10,12,-0.0062372444538809305
qwen2_5_vl_7b,test,cancellation,28,0.5105435152763057,0.5042495409743468,-0.006293974301958853,12,12,0.015397912230728542
qwen2_5_vl_7b,test,cancellation_change,28,0.05113024312161424,0.04435212963338518,-0.006778113488229045,6,12,-0.005283104797468872
qwen2_5_vl_7b,test,closure,28,5.820359928634e-06,5.182738449779051e-06,-6.37621478854948e-07,11,12,6.417002414024192e-07
qwen2_5_vl_7b,test,gross_gain,28,0.643139097041697,0.6383874494198295,-0.00475164762186749,11,12,-0.004091944146517074
qwen2_5_vl_7b,test,input_cancellation,28,0.4594132721546914,0.45989741134096157,0.0004841391862702081,12,12,0.020681017028197413
qwen2_5_vl_7b,test,rotation_mean,28,-0.2682377922108042,-0.2673476233439756,0.0008901688668285422,15,12,0.0045872895233327335
qwen2_5_vl_7b,test,rotation_median,28,-0.26889207711334506,-0.26791464207439725,0.0009774350389478719,14,12,0.004081690086108181
qwen3_vl_8b,all,amp_fraction_gt1,36,0.05213424752397197,0.050682566648263754,-0.0014516808757082235,4,237,-0.001723702181980388
qwen3_vl_8b,all,amp_mean,36,0.6278563697211736,0.6186494303149531,-0.009206939406220667,9,237,-0.00936331061834566
qwen3_vl_8b,all,amp_median,36,0.6144166523253207,0.6060903208745568,-0.008326331450763785,9,237,-0.008737143320648465
qwen3_vl_8b,all,cancellation,36,0.5307733571802542,0.5358744910518143,0.00510113387156002,24,237,0.0051484663611069004
qwen3_vl_8b,all,cancellation_change,36,0.052146381190260854,0.048158400419718944,-0.003987980770541914,11,237,-0.004030378173946619
qwen3_vl_8b,all,closure,36,1.3681093862330524e-05,1.9443664070295928e-05,5.762570207965401e-06,34,237,5.597003672698021e-06
qwen3_vl_8b,all,gross_gain,36,0.6607416935815085,0.6470201693756088,-0.013721524205899576,8,237,-0.014504345979303081
qwen3_vl_8b,all,input_cancellation,36,0.4786269759899933,0.4877160906320953,0.009089114642101919,27,237,0.009178844535053517
qwen3_vl_8b,all,rotation_mean,36,-0.22421091991895528,-0.22511657086757594,-0.0009056509486206286,13,237,-0.0022947040642762933
qwen3_vl_8b,all,rotation_median,36,-0.22868708344265792,-0.22921381952261624,-0.000526736079958335,13,237,-0.0018124623700958406
qwen3_vl_8b,train,amp_fraction_gt1,36,0.05246405352876879,0.050771168401466185,-0.0016928851273026056,5,197,-0.0020618705316358113
qwen3_vl_8b,train,amp_mean,36,0.628927812152636,0.6194750836217485,-0.009452728530887593,10,197,-0.009146107630504753
qwen3_vl_8b,train,amp_median,36,0.6154315329782591,0.6067473390558005,-0.008684193922458599,10,197,-0.008621992067103129
qwen3_vl_8b,train,cancellation,36,0.531319441104491,0.5369918515765317,0.005672410472040683,24,197,0.005867579938682265
qwen3_vl_8b,train,cancellation_change,36,0.05192784187214254,0.0479376602736096,-0.003990181598532944,10,197,-0.004354922966583821
qwen3_vl_8b,train,closure,36,1.3734804917164641e-05,1.9129826185170027e-05,5.395021268005381e-06,34,197,5.3614326628827245e-06
qwen3_vl_8b,train,gross_gain,36,0.6617786080070392,0.6474196592573385,-0.014358948749700708,8,197,-0.014472799967670045
qwen3_vl_8b,train,input_cancellation,36,0.47939159923234836,0.489054191302922,0.009662592070573642,27,197,0.010222502905266086
qwen3_vl_8b,train,rotation_mean,36,-0.22339334016869408,-0.22526364973585647,-0.0018703095671623708,11,197,-0.002963881155730887
qwen3_vl_8b,train,rotation_median,36,-0.2278078272115487,-0.22931097732449027,-0.001503150112941522,13,197,-0.002468250285513291
qwen3_vl_8b,test,amp_fraction_gt1,36,0.05084103344207152,0.050216241631408844,-0.0006247918106626754,9,40,-5.822305992743068e-05
qwen3_vl_8b,test,amp_mean,36,0.6236550986097931,0.6143038865949775,-0.009351212014815632,6,40,-0.010433035333462123
qwen3_vl_8b,test,amp_median,36,0.6104371676199493,0.6026323304469581,-0.007804837172991295,8,40,-0.009304263244359255
qwen3_vl_8b,test,cancellation,36,0.5286320880388466,0.5299936461848805,0.0013615581460340448,20,40,0.001606831991548227
qwen3_vl_8b,test,cancellation_change,36,0.05300330350073741,0.04932019066239974,-0.003683112838337677,15,40,-0.0024319950702083905
qwen3_vl_8b,test,closure,36,1.3470485530599275e-05,2.109544241306384e-05,7.6249568824645645e-06,35,40,6.757190896038352e-06
qwen3_vl_8b,test,gross_gain,36,0.6566758114649953,0.6449175910507168,-0.011758220414278682,6,40,-0.014659710086595782
qwen3_vl_8b,test,input_cancellation,36,0.4756287845381093,0.48067345552248103,0.0050446709843717345,22,40,0.004038827061756619
qwen3_vl_8b,test,rotation_mean,36,-0.22741676102171457,-0.2243424715608364,0.0030742894608782236,23,40,0.0010009931111375813
qwen3_vl_8b,test,rotation_median,36,-0.23213476639303257,-0.22870246267064795,0.0034323037223845704,23,40,0.0014172931133351054
