model,scope,metric,layer,mixed_images,valid,mean_H_minus_R,median_H_minus_R,fraction_H_gt_R,ci95_low,ci95_high
qwen2_5_vl_7b,all,ovir,1,703,703,0.001728531097504311,0.003004556774760747,0.5874822190611664,0.00012482886117007837,0.0032744341564218795
qwen2_5_vl_7b,all,ovir,2,703,703,0.0029984645694705716,0.0036144395355951486,0.6344238975817923,0.0017526410629578517,0.004250968678327335
qwen2_5_vl_7b,all,ovir,3,703,703,0.000679501379540125,0.0017796336264609414,0.5220483641536273,-0.0013442115736969032,0.002770512591848969
qwen2_5_vl_7b,all,ovir,4,703,703,-0.004505939074198255,-0.006017322250714829,0.4310099573257468,-0.007199448628671412,-0.001727786639807329
qwen2_5_vl_7b,all,ovir,5,703,703,0.0012881876715210275,-0.00018115574463506423,0.49786628733997157,-0.0012091445567717887,0.003718147482392882
qwen2_5_vl_7b,all,ovir,6,703,703,0.007476747592544016,0.005461022734013943,0.5490753911806543,0.004045954426317567,0.01089581263519169
qwen2_5_vl_7b,all,ovir,7,703,703,-0.00028471485024216187,-0.0038243716072814404,0.4793741109530583,-0.004324833807093359,0.003490085844344554
qwen2_5_vl_7b,all,ovir,8,703,703,0.011037814249773426,0.01108892886941637,0.5718349928876245,0.006162735112123132,0.01574584590098118
qwen2_5_vl_7b,all,ovir,9,703,703,0.008051202980126782,0.005296279522107206,0.534850640113798,0.0041136403105581434,0.011985464323230001
qwen2_5_vl_7b,all,ovir,10,703,703,0.018469861424671555,0.01560237004469578,0.5547652916073968,0.011047200027525931,0.026394747391807437
qwen2_5_vl_7b,all,ovir,11,703,703,0.012839618841811949,0.012365669276113933,0.5746799431009957,0.008331725884389976,0.017554346259449828
qwen2_5_vl_7b,all,ovir,12,703,703,0.006452867724013446,0.00583645567717106,0.5320056899004267,0.003153847597042015,0.010018417442127395
qwen2_5_vl_7b,all,ovir,13,703,703,0.02288407626977447,0.022229043555417993,0.6401137980085349,0.01911154965867315,0.026864197333954235
qwen2_5_vl_7b,all,ovir,14,703,703,-0.004082680001592855,-0.009697508985361925,0.4267425320056899,-0.008241583666654501,0.0005282275014126404
qwen2_5_vl_7b,all,ovir,15,703,703,0.01935226074071735,0.01803581452181857,0.6529160739687055,0.015776563895053858,0.022919254966877623
qwen2_5_vl_7b,all,ovir,16,703,703,0.014624627009352298,0.01545897465533197,0.6244665718349929,0.011252020292422444,0.018290414409214178
qwen2_5_vl_7b,all,ovir,17,703,703,0.007266343229221033,0.009511836391193795,0.6130867709815079,0.004536543001872173,0.009985661573695391
qwen2_5_vl_7b,all,ovir,18,703,703,0.0029298427130212182,0.0018077394803212021,0.5248933143669986,0.0007068626373330815,0.005345993423062106
qwen2_5_vl_7b,all,ovir,19,703,703,0.00842250874242335,0.008598118066182048,0.6642958748221907,0.006602834280670013,0.010263109477896529
qwen2_5_vl_7b,all,ovir,20,703,703,0.001529836863011242,0.0018928249487294435,0.5362731152204836,5.347837847765833e-05,0.003026353832353334
qwen2_5_vl_7b,all,ovir,21,703,703,0.0057536051861161635,0.0057174816910910975,0.701280227596017,0.004691056441265633,0.006795065529505945
qwen2_5_vl_7b,all,ovir,22,703,703,0.005999996846706516,0.006192682923130577,0.7510668563300142,0.00526544815254316,0.006757746398286807
qwen2_5_vl_7b,all,ovir,23,703,703,0.00278515009207832,0.002697723184492018,0.6927453769559033,0.002234536279557857,0.0033832771869656522
qwen2_5_vl_7b,all,ovir,24,703,703,0.0023218699709915236,0.002602758059041421,0.647226173541963,0.0018013728685989394,0.0028390345066172805
qwen2_5_vl_7b,all,ovir,25,703,703,0.0035517048652355704,0.0036978718580872316,0.7226173541963016,0.0030223105669607655,0.004062804848289876
qwen2_5_vl_7b,all,ovir,26,703,703,0.004017156338597653,0.0035295359673747084,0.7098150782361309,0.0033366113083174572,0.004694031412194075
qwen2_5_vl_7b,all,ovir,27,703,703,0.005345433519521382,0.005403943984337856,0.6827880512091038,0.004395186454467506,0.006374207294715589
qwen2_5_vl_7b,all,ovir,28,703,703,0.012346080771461048,0.019335685008892156,0.647226173541963,0.005878224474430116,0.019079377429034677
qwen2_5_vl_7b,train,ovir,1,572,572,0.0016012310363826617,0.003302060382116667,0.5909090909090909,-0.00010391703867028774,0.0034793606143118942
qwen2_5_vl_7b,train,ovir,2,572,572,0.003173093624252625,0.0039037386055429946,0.6451048951048951,0.0017681346144566381,0.0045278190838552
qwen2_5_vl_7b,train,ovir,3,572,572,0.0009487976121045097,0.002864454932471394,0.5367132867132867,-0.0013176405800434945,0.0031796443810499617
qwen2_5_vl_7b,train,ovir,4,572,572,-0.004271961486002562,-0.004216633888142862,0.44405594405594406,-0.0072421734458878164,-0.0011495282745199332
qwen2_5_vl_7b,train,ovir,5,572,572,0.0012839722788990972,0.0005185072987570205,0.5034965034965035,-0.0014613187906111465,0.004056746343657164
qwen2_5_vl_7b,train,ovir,6,572,572,0.007742421501149555,0.0059083799426216665,0.5524475524475524,0.0038865107437513727,0.011665116678865906
qwen2_5_vl_7b,train,ovir,7,572,572,0.001446793119606573,-0.0007895989956622218,0.49125874125874125,-0.002796893282007329,0.005913319230918431
qwen2_5_vl_7b,train,ovir,8,572,572,0.010354670776312394,0.01036639888966806,0.5664335664335665,0.005117723703818632,0.015758353618735656
qwen2_5_vl_7b,train,ovir,9,572,572,0.008244493603237332,0.005959103086609352,0.5454545454545454,0.003799165532356762,0.012714647902008649
qwen2_5_vl_7b,train,ovir,10,572,572,0.018707347945161226,0.016390410486706253,0.5611888111888111,0.010745179886134016,0.02713145547710891
qwen2_5_vl_7b,train,ovir,11,572,572,0.012588618991885866,0.01142785196017887,0.5716783216783217,0.00716427563088665,0.018049514038731816
qwen2_5_vl_7b,train,ovir,12,572,572,0.00670973128146077,0.006200661824108278,0.5332167832167832,0.0029241217993239504,0.010352302330059465
qwen2_5_vl_7b,train,ovir,13,572,572,0.02403913582984329,0.023040476107898222,0.6503496503496503,0.019961033589086772,0.028278473449186735
qwen2_5_vl_7b,train,ovir,14,572,572,-0.005274477724478392,-0.010869112193002795,0.42132867132867136,-0.010026409386451244,-0.000577247054080216
qwen2_5_vl_7b,train,ovir,15,572,572,0.018687008019485418,0.016655610042766777,0.6486013986013986,0.01490814135872682,0.022662181387666507
qwen2_5_vl_7b,train,ovir,16,572,572,0.015308131785877642,0.01698031603692879,0.6276223776223776,0.011526583960953622,0.01922448798672903
qwen2_5_vl_7b,train,ovir,17,572,572,0.007314088034682383,0.01008143876374884,0.6048951048951049,0.004355568305159481,0.010285334161438339
qwen2_5_vl_7b,train,ovir,18,572,572,0.0027044013527466335,0.0013048822508395785,0.5227272727272727,-5.6068973268119905e-05,0.005361344412910219
qwen2_5_vl_7b,train,ovir,19,572,572,0.008478858782203719,0.00857475454084422,0.6713286713286714,0.006510717872165574,0.010411839072224793
qwen2_5_vl_7b,train,ovir,20,572,572,0.0011295271332593304,0.0017495567365285458,0.5332167832167832,-0.0006150329644108106,0.002775083310752401
qwen2_5_vl_7b,train,ovir,21,572,572,0.006087946797947684,0.005843053152410127,0.7115384615384616,0.004871578088690416,0.007232720116402551
qwen2_5_vl_7b,train,ovir,22,572,572,0.006072591666276852,0.006368489726691462,0.7604895104895105,0.005269946848021837,0.006892103478724277
qwen2_5_vl_7b,train,ovir,23,572,572,0.002777544168701161,0.002592301400737851,0.6853146853146853,0.002142460559668737,0.003414450836185161
qwen2_5_vl_7b,train,ovir,24,572,572,0.002540266324294161,0.003030381978820107,0.6590909090909091,0.0019298560747882266,0.003150909387357866
qwen2_5_vl_7b,train,ovir,25,572,572,0.0036585009007690183,0.003931294330243251,0.7272727272727273,0.0030981811785212674,0.00424643182222332
qwen2_5_vl_7b,train,ovir,26,572,572,0.004175527424053728,0.0035837100073204398,0.7202797202797203,0.003397019180680265,0.004998295202936289
qwen2_5_vl_7b,train,ovir,27,572,572,0.005818106863687444,0.005759576537116395,0.6923076923076923,0.004823311457530064,0.0069064628172154615
qwen2_5_vl_7b,train,ovir,28,572,572,0.011903301193871212,0.019376009544339656,0.6451048951048951,0.004114556101892621,0.019471975959149856
qwen2_5_vl_7b,validation,ovir,1,71,71,0.0037045470118256337,0.0018299669850496691,0.6056338028169014,-0.0006452382443894505,0.00822410876428465
qwen2_5_vl_7b,validation,ovir,2,71,71,0.0018532855454658059,0.002612092663359711,0.6056338028169014,-0.0014584108881742326,0.004819139845252114
qwen2_5_vl_7b,validation,ovir,3,71,71,0.0021192256321321337,-0.00219852839360013,0.4507042253521127,-0.0038073509101037603,0.0077815824946279675
qwen2_5_vl_7b,validation,ovir,4,71,71,-0.0009584174905343786,-0.0030774648183035103,0.4788732394366197,-0.008893197575459746,0.0073570087126009365
qwen2_5_vl_7b,validation,ovir,5,71,71,0.002163532602384733,0.002108021887030076,0.5211267605633803,-0.004880251417399369,0.008860154320113384
qwen2_5_vl_7b,validation,ovir,6,71,71,0.010839134027356034,0.004507537736719747,0.5774647887323944,0.0006267487468915315,0.021050805748043397
qwen2_5_vl_7b,validation,ovir,7,71,71,-0.002991191908402819,-0.009763215670663516,0.4647887323943662,-0.01656703797331361,0.009694432588646865
qwen2_5_vl_7b,validation,ovir,8,71,71,0.014684344314767159,0.009530917306370013,0.5633802816901409,-0.0011234597083442425,0.029191364037943864
qwen2_5_vl_7b,validation,ovir,9,71,71,0.009963896359576964,0.004851474811630063,0.5211267605633803,-0.0016893924333731124,0.022018744852124794
qwen2_5_vl_7b,validation,ovir,10,71,71,0.021842149682301155,0.009339013231439486,0.5352112676056338,-0.0025333199203117353,0.04588988331915369
qwen2_5_vl_7b,validation,ovir,11,71,71,0.019779545118552327,0.026297356699305108,0.6197183098591549,0.005293577005963806,0.03468578606916238
qwen2_5_vl_7b,validation,ovir,12,71,71,0.006610325023402696,-0.00015640436192909668,0.49295774647887325,-0.004291292787617074,0.017653872068213998
qwen2_5_vl_7b,validation,ovir,13,71,71,0.026306299815741407,0.013317834323966604,0.676056338028169,0.014555566728595447,0.0389050702884635
qwen2_5_vl_7b,validation,ovir,14,71,71,0.008994498903944976,0.003907784138293513,0.5070422535211268,-0.004479293286516647,0.023044024321136888
qwen2_5_vl_7b,validation,ovir,15,71,71,0.023737062784728046,0.021787954093212214,0.6901408450704225,0.012717667274943787,0.03460165642791365
qwen2_5_vl_7b,validation,ovir,16,71,71,0.018284803274898478,0.020919475562383605,0.6197183098591549,0.008163266052696008,0.028556132055691942
qwen2_5_vl_7b,validation,ovir,17,71,71,0.006000830680424212,0.0031413637476075396,0.6338028169014085,-0.002127627707348346,0.01330357893902164
qwen2_5_vl_7b,validation,ovir,18,71,71,0.005669089836574412,0.0038201244377724652,0.5492957746478874,-0.0005263468693683456,0.011622343458303533
qwen2_5_vl_7b,validation,ovir,19,71,71,0.0066463384222362875,0.007864208559687391,0.6197183098591549,0.00033539184626850855,0.01286786477340124
qwen2_5_vl_7b,validation,ovir,20,71,71,0.0031319415666514476,0.002748567867306706,0.5352112676056338,-0.002113859281606587,0.008369374241076196
qwen2_5_vl_7b,validation,ovir,21,71,71,0.002850026724196596,0.0032322896090065667,0.6056338028169014,-0.00032931692368711574,0.005968381099472417
qwen2_5_vl_7b,validation,ovir,22,71,71,0.0043011825526564525,0.004765225313249966,0.6619718309859155,0.0020271519586174767,0.006371584069951849
qwen2_5_vl_7b,validation,ovir,23,71,71,0.0019753970161622936,0.001537500671787706,0.676056338028169,0.0004816043391390124,0.0034817987757175817
qwen2_5_vl_7b,validation,ovir,24,71,71,0.0012324582758660785,0.0017663948155650644,0.6056338028169014,-0.0009242248368043613,0.003202872473560207
qwen2_5_vl_7b,validation,ovir,25,71,71,0.0037027610225950657,0.0023979708816100898,0.7464788732394366,0.0021249195480907337,0.005377605761234673
qwen2_5_vl_7b,validation,ovir,26,71,71,0.0034663717995500366,0.003372600819841809,0.647887323943662,0.0014006336462614232,0.005609887095445002
qwen2_5_vl_7b,validation,ovir,27,71,71,0.002709159054859276,0.002579319028157223,0.6056338028169014,-0.00017470584171116994,0.00564043765335654
qwen2_5_vl_7b,validation,ovir,28,71,71,0.010256210882696772,0.015982219786758733,0.6901408450704225,-0.009275662034108382,0.03047278710229735
qwen2_5_vl_7b,test,ovir,1,60,60,0.0006038395149171298,0.0014931517927753157,0.5333333333333333,-0.0032887532344136727,0.00417295963748334
qwen2_5_vl_7b,test,ovir,2,60,60,0.0026887960922873026,0.0018336995706054737,0.5666666666666667,-0.0020633720382931763,0.007423144026681814
qwen2_5_vl_7b,test,ovir,3,60,60,-0.0035914630698075526,-0.0004925650475863241,0.4666666666666667,-0.010232530977557679,0.0030580433198634945
qwen2_5_vl_7b,test,ovir,4,60,60,-0.010934425955666105,-0.01696592381943607,0.25,-0.01981045263439932,-0.0015843509495688454
qwen2_5_vl_7b,test,ovir,5,60,60,0.0002925495796613627,-0.0062001280393994,0.4166666666666667,-0.0070939004760605,0.008397221498679714
qwen2_5_vl_7b,test,ovir,6,60,60,0.0009651657159770677,-0.008044301002821552,0.48333333333333334,-0.010110383586367263,0.012849657130342853
qwen2_5_vl_7b,test,ovir,7,60,60,-0.013589092977309983,-0.0130742643960155,0.38333333333333336,-0.027258418051413845,0.0009722979283151318
qwen2_5_vl_7b,test,ovir,8,60,60,0.013235388119859474,0.014714914801733925,0.6333333333333333,-0.002395116654344947,0.02883412002875931
qwen2_5_vl_7b,test,ovir,9,60,60,0.003945145207456896,-0.005745457690591982,0.45,-0.00870630849708894,0.01716539253221332
qwen2_5_vl_7b,test,ovir,10,60,60,0.012215282157808666,0.005772051846235804,0.5166666666666667,-0.015533432959448914,0.04172545376228523
qwen2_5_vl_7b,test,ovir,11,60,60,0.00702023798363108,0.006535977987296715,0.55,-0.00486466414502874,0.01987891261730492
qwen2_5_vl_7b,test,ovir,12,60,60,0.0038177773387383855,0.007361740425518848,0.5666666666666667,-0.0053214104619789685,0.0127339080103489
qwen2_5_vl_7b,test,ovir,13,60,60,0.007822877267724213,-0.00012327200687289874,0.5,-0.0032015060295161684,0.019355349623262054
qwen2_5_vl_7b,test,ovir,14,60,60,-0.00819553674830378,-0.011292560506049099,0.38333333333333336,-0.023092779237073424,0.007614639574921629
