model,scope,metric,layer,mixed_images,valid,mean_H_minus_R,median_H_minus_R,fraction_H_gt_R,ci95_low,ci95_high
qwen2_5_vl_7b,test,ovir,15,60,60,0.020505654264382504,0.02158959487650247,0.65,0.010072749584424409,0.03168797858426616
qwen2_5_vl_7b,test,ovir,16,60,60,0.0037773395589144184,0.0089428992134723,0.6,-0.006832050044211168,0.014358115121926522
qwen2_5_vl_7b,test,ovir,17,60,60,0.008308699266565784,0.00960030319731564,0.6666666666666666,-0.00015631114772046232,0.016936989611118523
qwen2_5_vl_7b,test,ovir,18,60,60,0.0018376079181009974,0.0018025546674128035,0.5166666666666667,-0.006159543212473265,0.00956979470185056
qwen2_5_vl_7b,test,ovir,19,60,60,0.009987106575405195,0.0110281735013531,0.65,0.004564283989301904,0.015291824542243603
qwen2_5_vl_7b,test,ovir,20,60,60,0.003450299054005229,0.0021373861986269116,0.5666666666666667,-0.0019354129607233148,0.008381497475776444
qwen2_5_vl_7b,test,ovir,21,60,60,0.006002116333260447,0.005714626182467153,0.7166666666666667,0.0024974761767615687,0.009673699376293142
qwen2_5_vl_7b,test,ovir,22,60,60,0.007318189814761909,0.007192335524609184,0.7666666666666667,0.0050047942131507175,0.009607097277064377
qwen2_5_vl_7b,test,ovir,23,60,60,0.0038158677014412056,0.004097272806915908,0.7833333333333333,0.002095808970957765,0.0055559226398521075
qwen2_5_vl_7b,test,ovir,24,60,60,0.001528961908738143,0.0012235816965646684,0.5833333333333334,0.00026917530309647795,0.0028281574072691953
qwen2_5_vl_7b,test,ovir,25,60,60,0.0023548328736079593,0.00269924755298806,0.65,0.0007834186822347866,0.003911482558804662
qwen2_5_vl_7b,test,ovir,26,60,60,0.003159113695122765,0.0026633177120757856,0.6833333333333333,0.0018421128167554351,0.004512038268325051
qwen2_5_vl_7b,test,ovir,27,60,60,0.003958872421655028,0.0057801379682985154,0.6833333333333333,0.0010151752652709607,0.006671880133373543
qwen2_5_vl_7b,test,ovir,28,60,60,0.01904025877952189,0.02928357496278272,0.6166666666666667,-0.0020688929960072486,0.03992284947164492
