signal,split,layer,label,n,mean,median,p10,p90
Q_positive,train,1,HALL,1393,0.3709116578102112,0.3098624050617218,0.15823538601398468,0.6442094445228577
Q_positive,train,2,HALL,1393,0.12452301383018494,0.11757047474384308,0.07298652082681656,0.18285870552062988
Q_positive,train,3,HALL,1393,0.05973773077130318,0.0485767126083374,0.02433108538389206,0.10714580863714218
Q_positive,train,4,HALL,1393,0.13889804482460022,0.11195338517427444,0.05786801129579544,0.24471132457256317
Q_positive,train,5,HALL,1393,0.4516133666038513,0.35548892617225647,0.17286111414432526,0.8164177536964417
Q_positive,train,6,HALL,1393,1.070542335510254,0.8177961111068726,0.33853793144226074,2.081171989440918
Q_positive,train,7,HALL,1393,0.8089163899421692,0.6155185103416443,0.28184008598327637,1.6178802251815796
Q_positive,train,8,HALL,1393,1.8685635328292847,1.6833730936050415,0.7165350317955017,3.224484920501709
Q_positive,train,9,HALL,1393,0.8302637934684753,0.7297596335411072,0.42777884006500244,1.3755682706832886
Q_positive,train,10,HALL,1393,2.5997228622436523,2.451770305633545,0.8897972702980042,4.3892998695373535
Q_positive,train,11,HALL,1393,1.3503975868225098,1.241273045539856,0.4427032470703125,2.3315134048461914
Q_positive,train,12,HALL,1393,2.1849613189697266,2.1519839763641357,0.6705249547958374,3.64172625541687
Q_positive,train,13,HALL,1393,3.6186485290527344,3.602966070175171,1.0499101877212524,5.956877708435059
Q_positive,train,14,HALL,1393,1.171518325805664,1.0334841012954712,0.3469078242778778,2.1708545684814453
Q_positive,train,15,HALL,1393,2.3143742084503174,2.2980542182922363,0.7990097403526306,3.7536609172821045
Q_positive,train,16,HALL,1393,5.466252326965332,5.628201007843018,2.2942802906036377,8.29153823852539
Q_positive,train,17,HALL,1393,4.025496959686279,3.9425926208496094,1.5633125305175781,6.426301002502441
Q_positive,train,18,HALL,1393,2.538464069366455,2.2025160789489746,0.5963217616081238,4.9473066329956055
Q_positive,train,19,HALL,1393,4.186662197113037,4.0570969581604,1.5053129196166992,6.953140735626221
Q_positive,train,20,HALL,1393,7.234615325927734,7.232119083404541,2.807124614715576,11.169909477233887
Q_positive,train,21,HALL,1393,3.5466625690460205,3.4334425926208496,1.3320369720458984,5.9081902503967285
Q_positive,train,22,HALL,1393,2.4860923290252686,2.265000343322754,0.8213702440261841,4.269086837768555
Q_positive,train,23,HALL,1393,1.250901460647583,0.999494194984436,0.33749350905418396,2.4348764419555664
Q_positive,train,24,HALL,1393,1.0954350233078003,0.8707134127616882,0.280351459980011,2.1827166080474854
Q_positive,train,25,HALL,1393,3.503974199295044,3.0645294189453125,0.6226521730422974,6.896523952484131
Q_positive,train,26,HALL,1393,2.292470693588257,1.986728549003601,0.3427934944629669,4.654481410980225
Q_positive,train,27,HALL,1393,2.3202672004699707,1.3427952527999878,0.29875653982162476,5.6326141357421875
Q_positive,train,28,HALL,1393,0.9173470735549927,0.7339814901351929,0.23234350979328156,1.8345725536346436
Q_positive,train,29,HALL,1393,2.848088026046753,2.352656126022339,0.5559304356575012,5.732669353485107
Q_positive,train,30,HALL,1393,5.64030647277832,4.852553367614746,1.2713661193847656,10.894696235656738
Q_positive,train,31,HALL,1393,3.1348795890808105,2.7014384269714355,0.9530134201049805,5.824047088623047
Q_positive,train,32,HALL,1393,5.43697452545166,5.064202785491943,2.7050557136535645,8.607189178466797
Q_positive,train,1,REAL,7985,0.546398401260376,0.4914799630641937,0.21322225034236908,0.9536647796630859
Q_positive,train,2,REAL,7985,0.15976011753082275,0.14478443562984467,0.09009843319654465,0.24773135781288147
Q_positive,train,3,REAL,7985,0.09307491034269333,0.06838435679674149,0.033127982169389725,0.16261224448680878
Q_positive,train,4,REAL,7985,0.22044909000396729,0.17702975869178772,0.08220159262418747,0.40447115898132324
Q_positive,train,5,REAL,7985,0.7398306727409363,0.5988301038742065,0.2353244125843048,1.4643064737319946
Q_positive,train,6,REAL,7985,1.9547655582427979,1.5083177089691162,0.5116493701934814,3.70111346244812
Q_positive,train,7,REAL,7985,1.3813011646270752,1.1526623964309692,0.4408803880214691,2.629037618637085
Q_positive,train,8,REAL,7985,2.6629772186279297,2.6300642490386963,1.0952829122543335,4.260648727416992
