feature,display,seed,input_dimensions,auroc,accuracy,real_f1,hall_f1,hall_aupr,best_epoch
old_risk_only,Original risk only,43,32,0.8707519766088506,0.8264462809917356,0.890625,0.58,0.6355390794813617,94
old_risk_only,Original risk only,44,32,0.8700594907030945,0.8289891926255563,0.8920112404656765,0.5893129770992367,0.6245929310757404,100
old_risk_only,Original risk only,45,32,0.8705256815907556,0.8286713286713286,0.8915274703159589,0.5925925925925926,0.6314838802257192,93
old_risk_union_s,Original risk + Union S,43,64,0.878723233090235,0.8273998728544183,0.8900141786510026,0.5992619926199262,0.6432003165692857,99
old_risk_union_s,Original risk + Union S,44,64,0.8915274219209843,0.8420216147488875,0.8974200206398348,0.6565307532826538,0.673221224514786,99
old_risk_union_s,Original risk + Union S,45,64,0.8879943837164819,0.8350286077558805,0.8931878987445977,0.6378227494766224,0.649937946207806,97
jffn_risk_only,P_JFFN risk only,43,32,0.8467074074867188,0.8169103623649078,0.8866587957497049,0.5239669421487604,0.5922973063254208,100
jffn_risk_only,P_JFFN risk only,44,32,0.8449902276435279,0.8057851239669421,0.8762907471148006,0.5484109386548411,0.5863596153432153,100
jffn_risk_only,P_JFFN risk only,45,32,0.8499073695200866,0.817546090273363,0.8884136858475894,0.5,0.6061198411338522,85
jffn_risk_union_s,P_JFFN risk + Union S,43,64,0.8845652328668336,0.8359821996185632,0.8938708350473057,0.6391608391608392,0.6605425036577475,100
jffn_risk_union_s,P_JFFN risk + Union S,44,64,0.8856249417623117,0.8308963763509218,0.8927851672712616,0.6,0.6730338826014748,95
jffn_risk_union_s,P_JFFN risk + Union S,45,64,0.88457188860266,0.8347107438016529,0.8937040065412919,0.6285714285714286,0.6659382416599153,100
