model,group,baseline,AUROC,HALL_AUPR,baseline_AUROC,baseline_HALL_AUPR,AUROC_delta,HALL_AUPR_delta,seed43_AUROC_delta,seed44_AUROC_delta,seed45_AUROC_delta
internvl_2_5_8b,attention_raw_prompt,strength_only,0.8765610035283352,0.5629477105099171,0.8512863203130285,0.5107032019144162,0.02527468321530668,0.052244508595500894,0.027425151939160286,0.029519989746109365,0.018878907960650726
internvl_2_5_8b,attention_raw_generation,attention_only,0.8358142497035984,0.47868268160050137,0.8405459929718125,0.4633038809722391,-0.004731743268214128,0.015378800628262246,-0.002595516059088032,-0.009778580049774166,-0.001821133695779964
internvl_2_5_8b,attention_raw_generation,strength_only,0.8358142497035984,0.47868268160050137,0.8330438300417633,0.4667609707340357,0.0027704196618351107,0.011921710866465651,0.0011468869828994421,-0.0013004283135554795,0.00846480031616148
internvl_2_5_8b,attention_raw_visual,attention_only,0.8388570383345971,0.4998182185110007,0.834165571850222,0.46924549021276635,0.004691466484375129,0.030572728298234375,0.008211123335077786,0.002046772694743737,0.003816503423304085
internvl_2_5_8b,attention_raw_visual,strength_only,0.8388570383345971,0.4998182185110007,0.8384671768689319,0.5050527762411816,0.00038986146566521995,-0.005234557730180889,-0.0009386048300097372,-0.00010280593443934283,0.002210995161445295
internvl_2_5_8b,attention_raw_concat,attention_only,0.8733299598745322,0.5810860799956402,0.8600726673288972,0.5177461014048537,0.013257292545635013,0.06333997859078655,0.011217195560919824,0.01593158198305966,0.012623100092925776
internvl_2_5_8b,attention_raw_concat,strength_only,0.8733299598745322,0.5810860799956402,0.8704044412163677,0.5707139999792389,0.002925518658164483,0.01037208001640133,0.0027911143629236745,0.005904665520224617,8.077609134504726e-05
internvl_2_5_8b,attention_raw_visual_prompt_sum,attention_only,0.8551390950941542,0.5260330240349903,0.8219857389031898,0.44143951967139766,0.03315335619096438,0.08459350436359264,0.03260950834730769,0.054640686583425024,0.01220987364216053
internvl_2_5_8b,attention_raw_visual_prompt_sum,strength_only,0.8551390950941542,0.5260330240349903,0.8446159508525328,0.5008952897337756,0.010523144241621374,0.025137734301214687,0.010801298826143002,0.01585748160174305,0.004910652296978402
internvl_2_5_8b,attention_log1p_prompt,attention_only,0.8519392047538176,0.5193563673755262,0.8324358953818326,0.45869503376529663,0.019503309371984967,0.06066133361022952,0.04575998953248672,0.025300273437082854,-0.012550334853614897
internvl_2_5_8b,attention_log1p_prompt,strength_only,0.8519392047538176,0.5193563673755262,0.8543765064852297,0.5148779813107925,-0.0024373017314121004,0.004478386064733608,0.007776534612221386,0.014735294745949146,-0.029823734552407055
internvl_2_5_8b,attention_log1p_generation,attention_only,0.851740713642303,0.5153104096934642,0.840235794979154,0.4611769338549001,0.011504918663148955,0.054133475838564094,0.011753255076209834,0.01012438182925135,0.012637119083985793
internvl_2_5_8b,attention_log1p_generation,strength_only,0.851740713642303,0.5153104096934642,0.837458254559955,0.4796359443105933,0.014282459082347931,0.03567446538287089,0.012832049816818625,0.009070954786751129,0.020944372643474485
internvl_2_5_8b,attention_log1p_visual,attention_only,0.8494727524219475,0.5167734063706394,0.8332169534551696,0.4630177514596883,0.01625579896677798,0.05375565491095108,0.024451790692458064,0.020096557469852394,0.004219048738023812
internvl_2_5_8b,attention_log1p_visual,strength_only,0.8494727524219475,0.5167734063706394,0.8472274886156891,0.5184300785296013,0.0022452638062584462,-0.0016566721589619249,0.010247214893776113,0.0053539194428717796,-0.008865342917872665
internvl_2_5_8b,attention_log1p_concat,attention_only,0.8693928486233796,0.5459241402114225,0.8550293909260188,0.5094768445683906,0.014363457697360804,0.03644729564303195,0.024747524646721364,0.008930764876152408,0.009412083569208418
internvl_2_5_8b,attention_log1p_concat,strength_only,0.8693928486233796,0.5459241402114225,0.8678658912161897,0.5502904877738554,0.0015269574071898884,-0.004366347562432815,0.004996768956346265,0.002585502494045322,-0.0030013992288219216
internvl_2_5_8b,attention_log1p_visual_prompt_sum,attention_only,0.8458663113408743,0.5137057397698231,0.7791223399520772,0.4006304853050586,0.06674397138879706,0.11307525446476452,0.03878454012368748,0.05013257960116646,0.11131479444153691
internvl_2_5_8b,attention_log1p_visual_prompt_sum,strength_only,0.8458663113408743,0.5137057397698231,0.8430266868184099,0.496073980934517,0.0028396245224644456,0.017631758835306155,0.007009495529944565,-0.01235874197579645,0.013868120013244667
internvl_2_5_8b,gated_raw_prompt,gated_only,0.8828239321534239,0.596716808361271,0.8387172934713337,0.4921922777803717,0.04410663868209019,0.10452453058089922,0.04182732875468653,0.04875004005426031,0.04174254723732418
internvl_2_5_8b,gated_raw_prompt,strength_only,0.8828239321534239,0.596716808361271,0.8512863203130285,0.5107032019144162,0.031537611840395385,0.08601360644685474,0.03287253132243162,0.03496603398737497,0.02677427021137968
internvl_2_5_8b,gated_raw_generation,gated_only,0.8366449305548138,0.488255369953097,0.8335547443826125,0.4503763839976688,0.003090186172201359,0.03787898595542816,0.008800588530596065,-0.0007289875351141895,0.0011989575211218684
internvl_2_5_8b,gated_raw_generation,strength_only,0.8366449305548138,0.488255369953097,0.8330438300417633,0.4667609707340357,0.0036011005130505147,0.021494399219061266,0.005922022366298796,-0.0019479721863218113,0.006829251359174449
internvl_2_5_8b,gated_raw_visual,gated_only,0.8431059052440818,0.5040411925453929,0.8354199377645807,0.4761159318239973,0.007685967479501121,0.027925260721395617,0.007012165813955917,0.005543509607681907,0.010502227016865318
internvl_2_5_8b,gated_raw_visual,strength_only,0.8431059052440818,0.5040411925453929,0.8384671768689319,0.5050527762411816,0.004638728375149892,-0.001011583695788687,0.004524796257330044,0.006883992181408338,0.002507396686711516
internvl_2_5_8b,gated_raw_concat,gated_only,0.8728005760692708,0.5862651876069193,0.8741239243205907,0.5641410249648707,-0.0013233482513199668,0.022124162642048528,0.003451342084744069,-0.003428644670647074,-0.003992742168056895
internvl_2_5_8b,gated_raw_concat,strength_only,0.8728005760692708,0.5862651876069193,0.8704044412163677,0.5707139999792389,0.00239613485290302,0.015551187627680374,0.00655287696399387,8.411394635932101e-05,0.0005514136483557586
internvl_2_5_8b,gated_raw_visual_prompt_sum,gated_only,0.8569838162987016,0.5313183903028911,0.8375953291392072,0.4679921887897367,0.019388487159494372,0.06332620151315438,0.018665285239738205,0.02741046537709768,0.012089710861647118
internvl_2_5_8b,gated_raw_visual_prompt_sum,strength_only,0.8569838162987016,0.5313183903028911,0.8446159508525328,0.5008952897337756,0.012367865446168747,0.030423100569115458,0.013195208442369877,0.0168975572241864,0.007010830671950297
internvl_2_5_8b,gated_log1p_prompt,gated_only,0.8667664017744928,0.5564329226995933,0.8300066045024549,0.4727271669770525,0.03675979727203793,0.0837057557225408,0.059957222050137426,0.030653525308951934,0.01966864445702443
internvl_2_5_8b,gated_log1p_prompt,strength_only,0.8667664017744928,0.5564329226995933,0.8543765064852297,0.5148779813107925,0.012389895289263153,0.04155494138880078,0.027222210354293397,0.016591809704880278,-0.00664433419138466
internvl_2_5_8b,gated_log1p_generation,gated_only,0.8474816106441082,0.510508594811138,0.8350122744055057,0.45421167643736265,0.012469336238602469,0.05629691837377532,0.011079008363329423,0.013745286948719904,0.012583713403757524
internvl_2_5_8b,gated_log1p_generation,strength_only,0.8474816106441082,0.510508594811138,0.837458254559955,0.4796359443105933,0.010023356084153168,0.030872650500544663,0.007838618715486634,0.011470204971000708,0.01076124456597205
internvl_2_5_8b,gated_log1p_visual,gated_only,0.849944725120964,0.5194190532157864,0.8371342600999042,0.47329427750605624,0.012810465021059758,0.04612477570973017,0.013549688644884261,0.010926802174679229,0.013954904243615451
internvl_2_5_8b,gated_log1p_visual,strength_only,0.849944725120964,0.5194190532157864,0.8472274886156891,0.5184300785296013,0.0027172365052748892,0.0009889746861850846,0.007326591756299239,0.004966728261217801,-0.004141610501692816
internvl_2_5_8b,gated_log1p_concat,gated_only,0.8681780919218568,0.5646779529605407,0.8738453246887339,0.5598732657059421,-0.005667232766877084,0.004804687254598594,0.0006361951657180009,-0.007098282473323891,-0.01053961099302525
internvl_2_5_8b,gated_log1p_concat,strength_only,0.8681780919218568,0.5646779529605407,0.8678658912161897,0.5502904877738554,0.00031220070566706504,0.014387465186685322,0.007120312316418187,-0.0012323360712644948,-0.004951374128152164
internvl_2_5_8b,gated_log1p_visual_prompt_sum,gated_only,0.853528023740605,0.5285325798138992,0.8097745301190237,0.4209040133462851,0.04375349362158132,0.10762856646761415,0.03703950952223278,0.07014302041165088,0.02407795093086096
internvl_2_5_8b,gated_log1p_visual_prompt_sum,strength_only,0.853528023740605,0.5285325798138992,0.8430266868184099,0.496073980934517,0.010501336922195126,0.03245859887938224,0.01678540529570738,-0.014430214797645835,0.029148820268523834
