model,group,baseline,AUROC,HALL_AUPR,baseline_AUROC,baseline_HALL_AUPR,AUROC_delta,HALL_AUPR_delta,seed43_AUROC_delta,seed44_AUROC_delta,seed45_AUROC_delta
llava_1_5_7b,attention_log1p_generation,attention_only,0.8876822393522215,0.6626435341691116,0.8802687142410948,0.6484556638706122,0.007413525111126695,0.014187870298499439,0.008941836392753366,0.0050496778334481185,0.008249061107178823
llava_1_5_7b,attention_log1p_generation,strength_only,0.8876822393522215,0.6626435341691116,0.8789484670489953,0.6360416230759459,0.00873377230322614,0.026601911093165675,0.010134370624938938,0.005720460252813697,0.010346486031925561
llava_1_5_7b,attention_log1p_visual,attention_only,0.893161453296316,0.6852701425204234,0.8805886718604556,0.659079605986184,0.01257278143586038,0.026190536534239417,0.010221473950318138,0.012830811774054762,0.014666058583207908
llava_1_5_7b,attention_log1p_visual,strength_only,0.893161453296316,0.6852701425204234,0.889435205832971,0.6882422996484387,0.003726247463345045,-0.0029721571280153514,0.0021246266276891967,0.0060465913083037615,0.0030075244540416213
llava_1_5_7b,attention_log1p_concat,attention_only,0.9012465325063245,0.7022679442520078,0.8910483054014287,0.67419538893318,0.010198227104895818,0.028072555318827797,0.007073021524649614,0.01625938386406567,0.0072622759259721725
llava_1_5_7b,attention_log1p_concat,strength_only,0.9012465325063245,0.7022679442520078,0.8997367415330841,0.703385529003285,0.0015097909732403325,-0.001117584751277212,-0.0005113341393525594,0.006486448632478048,-0.001445741573404491
llava_1_5_7b,attention_log1p_visual_prompt_sum,attention_only,0.897377717252381,0.7032499820631749,0.8714779341136171,0.6315202374964496,0.025899783138763954,0.07172974456672532,0.021975503419601305,0.03249098726555155,0.023232858731139006
llava_1_5_7b,attention_log1p_visual_prompt_sum,strength_only,0.897377717252381,0.7032499820631749,0.8935257824878522,0.7009691676555873,0.0038519347645288304,0.00228081440758765,0.0032699919494536545,0.006208933386501969,0.0020768789576306457
llava_1_5_7b,gated_raw_prompt,gated_only,0.8916399906703947,0.705622457809511,0.8481758171459085,0.5653847411284111,0.04346417352448617,0.14023771668109997,0.045359707795834425,0.045662109706204324,0.039370703071419544
llava_1_5_7b,gated_raw_prompt,strength_only,0.8916399906703947,0.705622457809511,0.8888814293202332,0.7042218190134601,0.0027585613501615036,0.0014006387960509015,0.005411981366254759,0.0029128972533806197,-4.919456915097875e-05
llava_1_5_7b,gated_raw_generation,gated_only,0.8806221434594663,0.6487776366435006,0.8786547465331815,0.6540624201699166,0.0019673969262847812,-0.005284783526415926,0.004320440690738114,0.0010394523081803664,0.000542297779935863
llava_1_5_7b,gated_raw_generation,strength_only,0.8806221434594663,0.6487776366435006,0.8778537431954746,0.6406119996586518,0.0027684002639917216,0.008165636984848845,0.003036751815713834,0.0023173535868339368,0.002951095389427172
llava_1_5_7b,gated_raw_visual,gated_only,0.8911962749486401,0.6949217742306363,0.8787056773812437,0.6632332646104498,0.012490597567396344,0.031688509620186434,0.014803513997012518,0.010949553573753934,0.011718725131422025
llava_1_5_7b,gated_raw_visual,strength_only,0.8911962749486401,0.6949217742306363,0.8842064018918494,0.6821849435211789,0.006989873056790663,0.012736830709457414,0.00820218157657604,0.0076674076719220885,0.005100029921873417
llava_1_5_7b,gated_raw_concat,gated_only,0.9048154538083252,0.7219361212517027,0.8954139858037977,0.6936133744098911,0.009401468004527458,0.028322746841811575,0.01080399552503053,0.005730299166644026,0.011670109321907818
llava_1_5_7b,gated_raw_concat,strength_only,0.9048154538083252,0.7219361212517027,0.9005197068621023,0.7089901579623757,0.0042957469462229225,0.012945963289326956,0.002880197333885892,0.003932382354081554,0.0060746611507014325
llava_1_5_7b,gated_raw_visual_prompt_sum,gated_only,0.8912827030544426,0.6939632370559533,0.8721252767676814,0.6220433920547688,0.019157426286761203,0.07191984500118453,0.02140716145599708,0.01972297091211961,0.016342146492166698
llava_1_5_7b,gated_raw_visual_prompt_sum,strength_only,0.8912827030544426,0.6939632370559533,0.8891686870200997,0.6974086750660632,0.0021140160343429137,-0.0034454380101098803,0.005674738241485122,0.002752580833911833,-0.002085270972368325
llava_1_5_7b,gated_log1p_prompt,gated_only,0.8931758258273031,0.706173288270537,0.851210253923074,0.5713471072372752,0.041965571904229115,0.13482618103326183,0.043683330507057194,0.04454886554429738,0.03766451966133322
llava_1_5_7b,gated_log1p_prompt,strength_only,0.8931758258273031,0.706173288270537,0.8905545269710672,0.706170166650527,0.002621298856235965,3.1216200100381286e-06,0.005155590847032099,0.003988811418696114,-0.0012805056970204287
llava_1_5_7b,gated_log1p_generation,gated_only,0.8852537639150698,0.6681367628559366,0.8774455247314603,0.650529988800252,0.007808239183609511,0.01760677405568456,0.010470340594258998,0.0053159072665008855,0.007638469690068428
llava_1_5_7b,gated_log1p_generation,strength_only,0.8852537639150698,0.6681367628559366,0.8789484670489953,0.6360416230759459,0.006305296866074506,0.03209513977999068,0.00813996491559088,0.0026466678203274085,0.008129257862305006
llava_1_5_7b,gated_log1p_visual,gated_only,0.8937814013275589,0.688623029379043,0.8789806846687922,0.6627952785437187,0.0148007166587667,0.025827750835324292,0.01518636349693514,0.013689112315831808,0.01552667416353315
llava_1_5_7b,gated_log1p_visual,strength_only,0.8937814013275589,0.688623029379043,0.889435205832971,0.6882422996484387,0.004346195494587923,0.00038072973060421234,0.0057589477686789126,0.0037367615967518475,0.003542877118332677
llava_1_5_7b,gated_log1p_concat,gated_only,0.9029640017293339,0.7125830563836141,0.8961120663860455,0.6947323502999557,0.006851935343288429,0.017850706083658352,0.00931484697884577,0.004501881836959876,0.006739077214059641
llava_1_5_7b,gated_log1p_concat,strength_only,0.9029640017293339,0.7125830563836141,0.8997367415330841,0.703385529003285,0.0032272601962497482,0.009197527380329085,0.004485387187303402,0.005975982632580923,-0.0007795892311351915
llava_1_5_7b,gated_log1p_visual_prompt_sum,gated_only,0.8967304710582562,0.7039362761818837,0.8713235017504585,0.6295822319677898,0.025406969307797733,0.07435404421409386,0.022624003592939812,0.026922451417469184,0.026674452912984092
llava_1_5_7b,gated_log1p_visual_prompt_sum,strength_only,0.8967304710582562,0.7039362761818837,0.8935257824878522,0.7009691676555873,0.003204688570404013,0.002967108526296447,0.00327664768527991,0.004233626745177355,0.0021037912807545522
qwen3_vl_8b,attention_raw_prompt,attention_only,0.8641824808053865,0.5767539471108913,0.8591651513701472,0.588862726301861,0.005017329435239359,-0.012108779190969643,0.011523328362954888,0.005037524813301997,-0.0015088648705386953
qwen3_vl_8b,attention_raw_prompt,strength_only,0.8641824808053865,0.5767539471108913,0.8408506447599554,0.5312521505854386,0.023331836045431098,0.04550179652545272,0.029927620794087395,0.019776549075540495,0.020291338266665404
qwen3_vl_8b,attention_raw_generation,attention_only,0.8632947846015001,0.5720979829986629,0.8522813573763811,0.5497844602372105,0.011013427225118999,0.022313522761452376,0.012269656920402938,0.014691172793198204,0.006079451961755855
qwen3_vl_8b,attention_raw_generation,strength_only,0.8632947846015001,0.5720979829986629,0.8577059388303866,0.5522448375067673,0.005588845771113515,0.01985314549189554,0.011052145752487474,0.005742948082699595,-2.855652184641233e-05
qwen3_vl_8b,attention_raw_visual,attention_only,0.8656287014140366,0.562544947450211,0.8553541420334508,0.5690470931289282,0.010274559380585746,-0.006502145678717208,0.008539171829994308,0.012346450810233334,0.009938055501529597
qwen3_vl_8b,attention_raw_visual,strength_only,0.8656287014140366,0.562544947450211,0.8639870873068061,0.5570425151434918,0.0016416141072305157,0.005502432306719207,-0.002420358175963866,0.0073791596047161345,-3.3959107060943516e-05
