model,group,seed,threshold_rule,threshold,AUROC,HALL_AUPR,HALL_precision,HALL_recall,HALL_F1
qwen2_5_vl_7b,attention_raw_prompt,43,fixed_0.5,0.5,0.8328800177798474,0.3692065399294837,0.38461538461538464,0.0273224043715847,0.05102040816326531
qwen2_5_vl_7b,attention_raw_prompt,43,train_f1,0.5963714122772217,0.8328800177798474,0.3692065399294837,0.46236559139784944,0.23497267759562843,0.3115942028985507
qwen2_5_vl_7b,attention_raw_prompt,44,fixed_0.5,0.5,0.8229917415431074,0.3472399529047398,0.0,0.0,0.0
qwen2_5_vl_7b,attention_raw_prompt,44,train_f1,0.5768515467643738,0.8229917415431074,0.3472399529047398,0.3333333333333333,0.03825136612021858,0.06862745098039216
qwen2_5_vl_7b,attention_raw_prompt,45,fixed_0.5,0.5,0.8314971407606528,0.37412132108186574,0.6153846153846154,0.04371584699453552,0.08163265306122448
qwen2_5_vl_7b,attention_raw_prompt,45,train_f1,0.5743617415428162,0.8314971407606528,0.37412132108186574,0.47692307692307695,0.16939890710382513,0.25
qwen2_5_vl_7b,attention_raw_generation,43,fixed_0.5,0.5,0.8054235590033407,0.3668034181514044,1.0,0.01092896174863388,0.021621621621621623
qwen2_5_vl_7b,attention_raw_generation,43,train_f1,0.572568416595459,0.8054235590033407,0.3668034181514044,0.43902439024390244,0.19672131147540983,0.27169811320754716
qwen2_5_vl_7b,attention_raw_generation,44,fixed_0.5,0.5,0.8088736960563311,0.35913216973988665,1.0,0.01092896174863388,0.021621621621621623
qwen2_5_vl_7b,attention_raw_generation,44,train_f1,0.5990875363349915,0.8088736960563311,0.35913216973988665,0.4909090909090909,0.14754098360655737,0.226890756302521
qwen2_5_vl_7b,attention_raw_generation,45,fixed_0.5,0.5,0.79917591818448,0.3292845190608372,0.0,0.0,0.0
qwen2_5_vl_7b,attention_raw_generation,45,train_f1,0.5633139610290527,0.79917591818448,0.3292845190608372,0.42857142857142855,0.04918032786885246,0.08823529411764706
qwen2_5_vl_7b,attention_raw_visual,43,fixed_0.5,0.5,0.8522491154173149,0.37419010946411685,0.52,0.07103825136612021,0.125
qwen2_5_vl_7b,attention_raw_visual,43,train_f1,0.5364993810653687,0.8522491154173149,0.37419010946411685,0.4,0.1092896174863388,0.17167381974248927
qwen2_5_vl_7b,attention_raw_visual,44,fixed_0.5,0.5,0.8447156106354532,0.3815184723042339,0.8,0.04371584699453552,0.08290155440414508
qwen2_5_vl_7b,attention_raw_visual,44,train_f1,0.570167064666748,0.8447156106354532,0.3815184723042339,0.463768115942029,0.17486338797814208,0.25396825396825395
qwen2_5_vl_7b,attention_raw_visual,45,fixed_0.5,0.5,0.8549178563995103,0.3868358799584659,0.43636363636363634,0.13114754098360656,0.20168067226890757
qwen2_5_vl_7b,attention_raw_visual,45,train_f1,0.5650787949562073,0.8549178563995103,0.3868358799584659,0.47572815533980584,0.2677595628415301,0.34265734265734266
qwen2_5_vl_7b,attention_raw_concat,43,fixed_0.5,0.5,0.8593557627519253,0.45101837902903685,0.43119266055045874,0.5136612021857924,0.4688279301745636
qwen2_5_vl_7b,attention_raw_concat,43,train_f1,0.38652241230010986,0.8593557627519253,0.45101837902903685,0.4645161290322581,0.39344262295081966,0.4260355029585799
