model,group,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,HALL_F1_mean,HALL_F1_std
qwen2_5_vl_7b,attention_raw_prompt,0.8291229666945359,0.004372034507769138,0.3635226046386964,0.011687096276405094,0.2100738846263143,0.10313027893895388
qwen2_5_vl_7b,attention_raw_generation,0.8044910577480505,0.00401363450057256,0.35174003565070944,0.016184348036221548,0.19560805454257177,0.07809655164881824
qwen2_5_vl_7b,attention_raw_visual,0.8506275274840928,0.00432000117487901,0.38084815390893895,0.005184327208824722,0.2560998054560286,0.06982000148430403
qwen2_5_vl_7b,attention_raw_concat,0.8548578846920453,0.005276077111424402,0.43824275296488485,0.009541689601490376,0.42374251498637755,0.0077024496333659995
qwen2_5_vl_7b,attention_raw_visual_prompt_sum,0.8387437220793484,0.0006771136365591096,0.36773242975372783,0.01203189331617073,0.15702422634737045,0.0030894720051610485
qwen2_5_vl_7b,attention_log1p_prompt,0.8436684575864798,0.0011487466939483233,0.38824773079022307,0.007101750739038686,0.29041725322087364,0.020569992811819517
qwen2_5_vl_7b,attention_log1p_generation,0.8212702007641101,0.010447601951057414,0.37788593746987825,0.020023491589794436,0.31790607923497266,0.030837555037488827
qwen2_5_vl_7b,attention_log1p_visual,0.8459738405763869,0.0030540601125790957,0.38984017248394504,0.008280805982995416,0.33019346107353664,0.017361788845425146
qwen2_5_vl_7b,attention_log1p_concat,0.8540541462204301,0.004223067480987431,0.4090050749726331,0.015778867941167826,0.41765880698413244,0.04514769295789222
qwen2_5_vl_7b,attention_log1p_visual_prompt_sum,0.8443840023706463,0.010688809752285762,0.3982246902200766,0.0120301922917699,0.3160194934388483,0.03152050967300837
qwen2_5_vl_7b,gated_raw_prompt,0.8398143934449748,0.004316972646434004,0.3816276778985162,0.011534379413455417,0.22399574530429991,0.07762680306235373
qwen2_5_vl_7b,gated_raw_generation,0.8049520167544487,0.0042145095765495225,0.35420814707387355,0.013828243101488382,0.1830547628753907,0.024917588804759437
qwen2_5_vl_7b,gated_raw_visual,0.8539771237333916,0.0016834030912114147,0.38310702966016447,0.0034608649382055845,0.19437433854820427,0.020712639839603073
qwen2_5_vl_7b,gated_raw_concat,0.8630928232680818,0.003980150096713394,0.4527801758955186,0.005277808497269027,0.4356470632648461,0.003755658358001294
qwen2_5_vl_7b,gated_raw_visual_prompt_sum,0.8468616570300364,0.001520619680655304,0.3857279087672925,0.006712495780147136,0.2373924521311357,0.06771271727660683
qwen2_5_vl_7b,gated_log1p_prompt,0.848466194183685,0.00472262767949375,0.3956827676009435,0.01227646356788225,0.29170052778293326,0.07253754659003243
qwen2_5_vl_7b,gated_log1p_generation,0.8358321544777111,0.0023436009919968618,0.3984150243443471,0.005038607130463792,0.34594822020558125,0.010270525335078636
qwen2_5_vl_7b,gated_log1p_visual,0.8484420879091158,0.005683298177282312,0.4002302582702002,0.007170832440213759,0.384662182594184,0.02992134289199697
qwen2_5_vl_7b,gated_log1p_concat,0.8679587629835807,0.00661112200715978,0.4444860731979703,0.009278869726826181,0.43956664891432595,0.019888753242542117
qwen2_5_vl_7b,gated_log1p_visual_prompt_sum,0.8591023528899896,0.006517740858127912,0.4255207367685901,0.01185779620565712,0.2755047960288135,0.05536643968100846
llava_1_5_7b,attention_raw_prompt,0.8996511815667372,0.00025919947045373277,0.7120278448950351,0.0008116376762313488,0.6425041716621934,0.004734487142904616
llava_1_5_7b,attention_raw_generation,0.8836519501595351,0.0012188070601231982,0.6528662017249228,0.0037015093520815184,0.6085372460386574,0.019609816937043063
llava_1_5_7b,attention_raw_visual,0.8894765871470218,0.0007064824483685382,0.6879770629494232,0.00144697672115299,0.6247632190460576,0.011924722137423153
llava_1_5_7b,attention_raw_concat,0.9008651299054943,0.0003889345143572723,0.7066921913675096,0.008218680890471704,0.6550983154689257,0.007078157419799266
llava_1_5_7b,attention_raw_visual_prompt_sum,0.8968096646685955,0.0008639287782656196,0.7088732699031851,0.003985843630198726,0.635841626471996,0.0005854946726966109
