layer,metric,count,mean,std,q10,median,q90
20,attention_reconstruction_relative_error,11630,0.008703220603540732,0.0009388343815491681,0.007615921553224325,0.008629219140857458,0.009893611446022988
20,component_sum_relative_error,11630,0.008978336857614184,0.0009170219806523678,0.00792353842407465,0.00890975072979927,0.010152973234653473
21,attention_reconstruction_relative_error,11630,0.0119257144117848,0.0015320526899301565,0.010146151296794415,0.011755608953535557,0.013947956170886755
21,component_sum_relative_error,11630,0.01222577782961206,0.001496340689525965,0.010509451851248741,0.012057194020599127,0.014202065113931895
22,attention_reconstruction_relative_error,11630,0.014016554664791604,0.0024216555749307276,0.011367833055555821,0.013698752969503403,0.016910842061042784
22,component_sum_relative_error,11630,0.014305846155753242,0.0023736396171738132,0.01172391977161169,0.013980806805193424,0.017138084210455422
23,attention_reconstruction_relative_error,11630,0.026305429344742157,0.00494858141177897,0.02060016617178917,0.025846699252724648,0.0322079174220562
23,component_sum_relative_error,11630,0.026450763410637963,0.00491869749288128,0.02082200162112713,0.026004298590123653,0.032327864319086075
24,attention_reconstruction_relative_error,11630,0.025016792160350756,0.0044050131954249646,0.019819481670856474,0.02478811237961054,0.03024350479245186
24,component_sum_relative_error,11630,0.02516652526380374,0.004375605472789487,0.020003166049718857,0.02496252954006195,0.030357056669890883
25,attention_reconstruction_relative_error,11630,0.02041405670145432,0.004328922550687497,0.015573084354400635,0.019916262477636337,0.02586153894662857
25,component_sum_relative_error,11630,0.02057620241160177,0.004307993351251769,0.015772506594657898,0.020080480724573135,0.026009274646639824
26,attention_reconstruction_relative_error,11630,0.022475495537853482,0.0056246714109904295,0.017201194539666176,0.02153080888092518,0.028419546596705918
26,component_sum_relative_error,11630,0.022663192381651515,0.005596246211383633,0.017434904351830482,0.021727031096816063,0.028586069121956825
27,attention_reconstruction_relative_error,11630,0.028935954509653722,0.006662937102911016,0.021779034286737442,0.027966976165771484,0.03689219430088997
27,component_sum_relative_error,11630,0.029075305570262906,0.006631312724327013,0.02198108341544867,0.0280959727242589,0.036933263391256334
28,attention_reconstruction_relative_error,11630,0.021936323868890748,0.0032657327715331077,0.017985764890909195,0.021648263558745384,0.026058830693364142
28,component_sum_relative_error,11630,0.022078043928086398,0.0032367606520140326,0.018141189962625506,0.021794498898088932,0.02611266486346722
29,attention_reconstruction_relative_error,11630,0.018997133696757686,0.0030523897305402515,0.015378236770629883,0.018763750791549683,0.02286576870828867
29,component_sum_relative_error,11630,0.01921334353876993,0.0030380220775456956,0.015628017485141754,0.01895737275481224,0.023033186048269275
30,attention_reconstruction_relative_error,11630,0.011928840783790638,0.0014412382057738169,0.010173344053328037,0.011855820193886757,0.01376752005890012
30,component_sum_relative_error,11630,0.01214160936218322,0.0014209527665696624,0.01044461876153946,0.012063244357705116,0.013941988348960876
31,attention_reconstruction_relative_error,11630,0.01616959712393614,0.002940433540721877,0.012997781112790107,0.015703887678682804,0.019849834963679314
31,component_sum_relative_error,11630,0.01631191245144872,0.0029278398148884434,0.013132886029779911,0.01584445685148239,0.020010072737932205
32,attention_reconstruction_relative_error,11630,0.010382664987580371,0.0017670782060609776,0.008224032819271088,0.010287529323250055,0.012619143817573788
32,component_sum_relative_error,11630,0.010582906373168693,0.001783257815470954,0.008449542336165905,0.010452862828969955,0.012867999263107777
