label,layer,metric,count,mean,std,q10,median,q90
HALL,1,cancellation_ratio,1766,0.7790442712748442,0.1004369176173768,0.6226621568202972,0.8119153380393982,0.8781155645847321
HALL,1,max_negative_magnitude,1766,-9.842671706333964e-05,0.0007307160401310904,-0.00044327434443403035,-0.00018900369468610734,5.1743486437771935e-06
HALL,1,max_positive,1766,0.011979143774149558,0.011661386477044554,0.004625987960025668,0.008979222737252712,0.02184249274432659
HALL,1,negative_fraction,1766,0.0007653241789354474,0.00477440679211665,0.0,0.0,0.00390625
HALL,1,negative_mass,1766,0.00024203369180055123,0.002483395386735916,0.0,0.0,5.1743486437771935e-06
HALL,1,negative_positive_ratio,1766,0.00044616337799907867,0.002754897357138537,0.0,0.0,3.265649684180971e-05
HALL,1,positive_mass,1766,0.31235415803211597,0.15402386244739996,0.14990334957838058,0.2748093903064728,0.5200207531452179
HALL,1,positive_minus_negative,1766,0.31211212439418246,0.15325512923092585,0.14990334957838058,0.2747715711593628,0.5200207531452179
HALL,2,cancellation_ratio,1766,0.5285705491681061,0.04642686092042941,0.47105593979358673,0.5268140733242035,0.5848885476589203
HALL,2,max_negative_magnitude,1766,4.9881929562409637e-05,0.00021492999872391066,-2.4271628717542626e-05,-9.541341114527313e-06,0.0001528287393739447
HALL,2,max_positive,1766,0.01435625477790746,0.013641739164467585,0.004951689392328262,0.010614216327667236,0.027681848034262657
HALL,2,negative_fraction,1766,0.0012143438561721405,0.0026296598430366903,0.0,0.0,0.00390625
HALL,2,negative_mass,1766,6.790867762621763e-05,0.00024129028292303755,0.0,0.0,0.00016201433027163148
HALL,2,negative_positive_ratio,1766,0.0005437624104899961,0.0018831345034642513,0.0,0.0,0.0015585875953547657
HALL,2,positive_mass,1766,0.1257027625543986,0.04620089774118991,0.07487928122282028,0.11895088478922844,0.1854378655552864
HALL,2,positive_minus_negative,1766,0.1256348538873791,0.046174790073843335,0.07487928122282028,0.11888056993484497,0.18483645468950272
HALL,3,cancellation_ratio,1766,0.5181101902323698,0.06553767769605412,0.44423581659793854,0.511415958404541,0.6008917391300201
HALL,3,max_negative_magnitude,1766,7.955780168187454e-05,0.0002709548424675722,-3.0063886242714943e-06,-1.2195489773603185e-07,0.00023096136283129454
HALL,3,max_positive,1766,0.012713342322209862,0.014464060990661118,0.0031767862383276224,0.008435724303126335,0.02574540674686432
HALL,3,negative_fraction,1766,0.012245186862967158,0.03205579900385797,0.0,0.0,0.02734375
HALL,3,negative_mass,1766,0.0001219831153831369,0.0004317244573109377,0.0,0.0,0.00035405745438765734
HALL,3,negative_positive_ratio,1766,0.001266398701793621,0.00321992885875123,0.0,0.0,0.00415516528300941
HALL,3,positive_mass,1766,0.059863792356875715,0.04271831054721086,0.02417912520468235,0.04817759431898594,0.10761426761746407
HALL,3,positive_minus_negative,1766,0.059741809249076135,0.04249880381795396,0.024145442992448807,0.04808109812438488,0.10757047683000565
HALL,4,cancellation_ratio,1766,0.5221647707785513,0.055770124577711244,0.4583331495523453,0.5148278176784515,0.5973689556121826
HALL,4,max_negative_magnitude,1766,3.424345603687272e-05,0.0001922347796722309,-4.813616442334023e-06,1.3493527148966677e-06,5.715763836633414e-05
HALL,4,max_positive,1766,0.024141291549955604,0.025657551955109045,0.006608081748709083,0.01646872889250517,0.04950247146189213
HALL,4,negative_fraction,1766,0.008756989665911664,0.022737243767195978,0.0,0.00390625,0.01953125
HALL,4,negative_mass,1766,7.210054383887567e-05,0.00046194284691028595,0.0,1.5925634784252907e-06,8.552050712751225e-05
HALL,4,negative_positive_ratio,1766,0.00029257411436174597,0.0010408555926268576,0.0,1.3158647561795078e-05,0.0006883032037876546
HALL,4,positive_mass,1766,0.1408299240267847,0.10364357410928264,0.05798318237066269,0.11327579244971275,0.24841956049203873
HALL,4,positive_minus_negative,1766,0.14075782335556344,0.10341750488066768,0.05797704681754112,0.11319653689861298,0.24808964878320694
HALL,5,cancellation_ratio,1766,0.5351207770854404,0.05497098142178507,0.46974214911460876,0.5307736396789551,0.6074529588222504
HALL,5,max_negative_magnitude,1766,0.0004169107566999453,0.0010688958482044802,3.3895606748046703e-06,0.00012142550258431584,0.0009343612182419747
HALL,5,max_positive,1766,0.06122611127812247,0.09171449299743253,0.01395490299910307,0.037121884524822235,0.12026869878172874
HALL,5,negative_fraction,1766,0.02128972607587769,0.02591565164798913,0.00390625,0.01171875,0.046875
HALL,5,negative_mass,1766,0.0009829859589401435,0.0028910822607685557,3.3895606748046703e-06,0.00021208796533755958,0.0020421112421900034
HALL,5,negative_positive_ratio,1766,0.0019129807211186957,0.003854438274928339,1.0688053862395464e-05,0.0006442303711082786,0.0047134291380643845
HALL,5,positive_mass,1766,0.4515700359699039,0.3417292148739802,0.17118562757968903,0.35402512550354004,0.8196636438369751
HALL,5,positive_minus_negative,1766,0.4505870497025052,0.3406481300841408,0.17102855443954468,0.3532809913158417,0.8192896842956543
HALL,6,cancellation_ratio,1766,0.5643287682452262,0.06930836523118572,0.4830034524202347,0.553989589214325,0.6598945558071136
HALL,6,max_negative_magnitude,1766,0.0004845222102713793,0.001151306217232561,8.589566732553067e-06,0.00011236196951358579,0.0013550223666243255
HALL,6,max_positive,1766,0.14155479471936466,0.18421496782737967,0.027607271447777748,0.08450857922434807,0.30260469019412994
HALL,6,negative_fraction,1766,0.052933447763306905,0.07721999985534445,0.00390625,0.0234375,0.140625
HALL,6,negative_mass,1766,0.0016174295157636057,0.004663513152658461,1.169032702819095e-05,0.0002424626363790594,0.0038552487967535853
HALL,6,negative_positive_ratio,1766,0.0009357321277329241,0.0016971051412283014,2.233966461062664e-05,0.00033323996467515826,0.002574692480266094
HALL,6,positive_mass,1766,1.0891490511739645,0.9015564917672012,0.3378659635782242,0.8256137371063232,2.130041241645813
HALL,6,positive_minus_negative,1766,1.0875316205374381,0.8986699429121419,0.3378564268350601,0.824305921792984,2.127915620803833
HALL,7,cancellation_ratio,1766,0.5258962671153272,0.05406717453805205,0.45527341961860657,0.5277206003665924,0.5910382568836212
HALL,7,max_negative_magnitude,1766,0.0013192426261008146,0.004965849451612453,-3.238282079109922e-05,0.0002768441190710291,0.002694402472116053
HALL,7,max_positive,1766,0.1368295219838925,0.29113199063345074,0.01450652303174138,0.04523644410073757,0.32438844442367554
HALL,7,negative_fraction,1766,0.026503220554926387,0.052906683295340616,0.0,0.01171875,0.0625
HALL,7,negative_mass,1766,0.003903771950455775,0.01450921488770189,0.0,0.0004314614780014381,0.00716588064096868
