label,layer,metric,count,mean,std,q10,median,q90
HALL,1,direction_cosine,1766,-0.20173426156972735,0.11249586606239363,-0.3376401960849762,-0.212273970246315,-0.04832620173692703
HALL,1,gain_cv,1766,0.0967171204952462,0.026860039344186713,0.07109948992729187,0.09331157431006432,0.12311893701553345
HALL,1,gain_mean,1766,1.5630444663904801,0.3116743634710482,1.2187904119491577,1.466614305973053,1.9893575310707092
HALL,1,input_norm,1766,0.19206428948245596,0.09430105113801311,0.0876389928162098,0.17722713202238083,0.3209804892539978
HALL,1,response_norm,1766,0.3121121236136856,0.1532551284788076,0.14990335702896118,0.2747715711593628,0.5200207233428955
HALL,1,sensitivity,1766,1.677760986718829,0.38157089306249553,1.2597028613090515,1.5541099905967712,2.208937406539917
HALL,2,direction_cosine,1766,-0.34182581122825395,0.07241683893152753,-0.4246348589658737,-0.34974002838134766,-0.24969364702701569
HALL,2,gain_cv,1766,0.11031036489429047,0.02016125793111136,0.08821506425738335,0.10731850564479828,0.1371198445558548
HALL,2,gain_mean,1766,0.7183494952466183,0.10774750016246769,0.5697967112064362,0.7270422279834747,0.8407290875911713
HALL,2,input_norm,1766,0.15350234543953178,0.05650622142893563,0.09141463786363602,0.14554277807474136,0.22433897107839584
HALL,2,response_norm,1766,0.12563485393167756,0.046174790011941025,0.07487928122282028,0.11888057366013527,0.1848364695906639
HALL,2,sensitivity,1766,0.8285138273225635,0.12673029992867402,0.6582712531089783,0.8343517184257507,0.9850899279117584
HALL,3,direction_cosine,1766,-0.13899292525759396,0.07672908769408789,-0.23172880709171295,-0.1415037363767624,-0.04490891471505165
HALL,3,gain_cv,1766,0.09857808913305689,0.030249035013728883,0.06943678855895996,0.09022120386362076,0.13880473375320435
HALL,3,gain_mean,1766,0.8234588155525052,0.08824521697262333,0.7211806178092957,0.8171979188919067,0.9368650615215302
HALL,3,input_norm,1766,0.06382974002368975,0.041617022800738875,0.02701146062463522,0.05290072597563267,0.11484189331531525
HALL,3,response_norm,1766,0.05974180934742929,0.04249880394668721,0.024145441129803658,0.04808109998703003,0.10757047310471535
HALL,3,sensitivity,1766,0.9258750055748906,0.11968341372795546,0.7947335839271545,0.9100494682788849,1.075079619884491
HALL,4,direction_cosine,1766,-0.34042471827198734,0.06544650020348065,-0.41859471797943115,-0.3450300097465515,-0.2556186616420746
HALL,4,gain_cv,1766,0.11495147683865486,0.022853780425413583,0.08706741780042648,0.11352266743779182,0.14537826925516129
HALL,4,gain_mean,1766,0.814694310706172,0.08539914711934175,0.7017395496368408,0.8153471648693085,0.925701767206192
HALL,4,input_norm,1766,0.1424442581602479,0.09156601745715891,0.06327225640416145,0.11758147552609444,0.24593982845544815
HALL,4,response_norm,1766,0.1407578237763989,0.103417504193511,0.05797705240547657,0.11319653689861298,0.24808964878320694
HALL,4,sensitivity,1766,0.967146751497232,0.1176808918470005,0.8211064338684082,0.958380252122879,1.1178394556045532
HALL,5,direction_cosine,1766,-0.43589110129079356,0.06952744229881162,-0.5167707204818726,-0.44493353366851807,-0.34492622315883636
HALL,5,gain_cv,1766,0.10331735262143113,0.017501403397224627,0.08546463400125504,0.10077553242444992,0.12309467419981956
HALL,5,gain_mean,1766,0.8361846693914852,0.06772854331519217,0.7537100613117218,0.8317880034446716,0.930365800857544
HALL,5,input_norm,1766,0.4484238915676979,0.3442792576904082,0.17110081017017365,0.3522600680589676,0.8119072616100311
HALL,5,response_norm,1766,0.45058704909709274,0.34064812318462623,0.17102856934070587,0.3532809913158417,0.8192896842956543
HALL,5,sensitivity,1766,1.0097922690187413,0.09251116824063439,0.8918912708759308,1.0055238604545593,1.1326327323913574
HALL,6,direction_cosine,1766,-0.33405333992815234,0.07006817395259562,-0.4189761132001877,-0.33733028173446655,-0.24602719396352768
HALL,6,gain_cv,1766,0.11187300773913364,0.03272372526410535,0.07702414318919182,0.10508417710661888,0.15678904950618744
HALL,6,gain_mean,1766,0.8654892307243153,0.07909199735103013,0.7705085575580597,0.8600893616676331,0.9698459506034851
HALL,6,input_norm,1766,0.9677298478697799,0.7119602946677952,0.3399112671613693,0.7759215831756592,1.7780944108963013
HALL,6,response_norm,1766,1.0875316236973955,0.8986699519573744,0.3378564119338989,0.824305921792984,2.1279152631759644
HALL,6,sensitivity,1766,1.079801755779057,0.15029634862133062,0.9172350764274597,1.0496894121170044,1.2809446454048157
HALL,7,direction_cosine,1766,-0.3188188832679327,0.06653981462296461,-0.40232226252555847,-0.32002727687358856,-0.23148401081562042
HALL,7,gain_cv,1766,0.11642112166516373,0.0178141429100089,0.09673003107309341,0.11507674679160118,0.13688836246728897
HALL,7,gain_mean,1766,0.6927648599461008,0.05058319838991659,0.6298215687274933,0.6941381096839905,0.7552854716777802
HALL,7,input_norm,1766,0.9741565228976723,0.7326809675752132,0.3875047564506531,0.7379150986671448,1.8843732476234436
HALL,7,response_norm,1766,0.8092197934471468,0.6254014380303039,0.284000039100647,0.6212307512760162,1.5748933553695679
HALL,7,sensitivity,1766,0.8196973508711174,0.09507899387200862,0.6949456036090851,0.8214232623577118,0.9325773417949677
HALL,8,direction_cosine,1766,-0.45538359639969983,0.09020503153841229,-0.5604245960712433,-0.4689909517765045,-0.33148135244846344
HALL,8,gain_cv,1766,0.120873641646715,0.02762074826857073,0.08812683448195457,0.11728891730308533,0.15850462019443512
HALL,8,gain_mean,1766,0.7661209592800313,0.054932082066790074,0.7011098265647888,0.7639217376708984,0.8365440964698792
