model,seed,AUROC,HALL_AUPR
qwen3_vl_8b,42,0.8935702479338843,0.6776008474779825
qwen3_vl_8b,43,0.8975768595041322,0.6786084121348988
qwen3_vl_8b,44,0.8991966942148759,0.6917204728846459
