feature,label,layer,n,mean,std,sem,ci95_low,ci95_high
s,REAL,1,11976,1.2911951375469495,0.23284985942503258,0.0021277474877433133,1.2870247524709726,1.2953655226229264
s,HALL,1,3487,1.178917844623011,0.1982846154816148,0.003357863562140034,1.1723364320412166,1.1854992572048055
s,REAL,2,11976,0.8539635465644007,0.13954385125881033,0.00127513102081796,0.8514642897635974,0.8564628033652039
s,HALL,2,3487,0.8470593980263256,0.14015188816840435,0.0023734111559928135,0.8424075121605796,0.8517112838920715
s,REAL,3,11976,0.5092050432586519,0.061501311331420346,0.0005619898633457409,0.5081035431264942,0.5103065433908096
s,HALL,3,3487,0.5150165511880114,0.05240347800263702,0.0008874300655502808,0.5132771882595328,0.5167559141164899
s,REAL,4,11976,0.7114813815735146,0.08483972691884101,0.0007752528442926177,0.709961885998701,0.7130008771483282
s,HALL,4,3487,0.6704621243723012,0.06649542670022396,0.0011260710762824593,0.6682550250627877,0.6726692236818148
s,REAL,5,11976,0.7375004068141431,0.09336092873896089,0.0008531183229752502,0.7358282949011116,0.7391725187271746
s,HALL,5,3487,0.691197787395753,0.06395248451266497,0.0010830074584042243,0.6890750927772807,0.6933204820142252
s,REAL,6,11976,0.7819251450265179,0.10986599038943994,0.00100393912891678,0.779957424333841,0.7838928657191948
s,HALL,6,3487,0.720324387702827,0.08969288717112416,0.0015189099612369099,0.7173473241788026,0.7233014512268514
s,REAL,7,11976,0.7880444522715642,0.091830745806869,0.0008391357382419557,0.78639974622461,0.7896891583185184
s,HALL,7,3487,0.7267701187976835,0.08639409274353045,0.0014630463150306586,0.7239025480202234,0.7296376895751436
s,REAL,8,11976,0.8015518930822153,0.08798043948826448,0.000803952210037634,0.7999761467505415,0.8031276394138891
s,HALL,8,3487,0.7971727585498535,0.07970412456714991,0.0013497546190673502,0.7945272394964815,0.7998182776032254
s,REAL,9,11976,0.7054188961565057,0.05682308032743578,0.000519240882133597,0.7044011840275238,0.7064366082854875
s,HALL,9,3487,0.7091993784918155,0.05125477719902814,0.0008679773179789653,0.7074981429485767,0.7109006140350542
