model,variant,champion,candidate,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,ensemble_AUROC,ensemble_HALL_AUPR
internvl_2_5_8b,true_rms/visual,False,20,0.8626672450356662,0.0006900200450092745,0.5316838623764891,0.007480568603841014,0.8658386350491614,0.5360018685279573
internvl_2_5_8b,true_rms/visual_prompt_sum,False,19,0.8753450935029883,0.0027259381704713196,0.5405468963314766,0.005608148967628011,0.877111046847889,0.5419979476335605
internvl_2_5_8b,true_rms/generation,False,20,0.8460622710622712,0.0020749632155821463,0.5172901211707773,0.006249743914850474,0.8509687680740312,0.5277870390351155
internvl_2_5_8b,true_rms/vp_generation,True,21,0.8899277038750723,0.0037536905548888246,0.6007668425828918,0.007699218656464564,0.8918768074031231,0.6028109137381398
internvl_2_5_8b,frozen_rms/visual,False,13,0.87020339309813,0.0006429065669779126,0.555186396716056,0.004433328599346083,0.8715529207634471,0.5586638838336481
internvl_2_5_8b,frozen_rms/visual_prompt_sum,False,15,0.8762357817620977,0.0011048748705549726,0.5587890691073576,0.004842765996401583,0.8778918449971083,0.563250594887869
internvl_2_5_8b,frozen_rms/generation,False,20,0.8418112589165222,0.006306542806963504,0.5022476134447486,0.004606842095844526,0.8483429728166569,0.5157130791693378
internvl_2_5_8b,frozen_rms/vp_generation,False,21,0.8880075187969925,0.0028723344147452688,0.5903240356605689,0.005624744216715519,0.8900202429149797,0.5941499403169268
