model,group,classifier,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,HALL_F1_mean,HALL_F1_std
qwen2_5_vl_7b,attention_visual,three_hidden,0.8462437132599797,0.004714289617452631,0.38359796657145045,0.012055040041183797,0.3151310557092523,0.04855912741319239
qwen2_5_vl_7b,attention_visual,one_hidden,0.8291406054320255,0.004017502975893338,0.3508195308651862,0.005464566669362305,0.1702075492727397,0.025036519756667625
qwen2_5_vl_7b,attention_visual,xgb,0.8188095968842933,0.0,0.3385352523054383,5.551115123125783e-17,0.4194260485651214,0.0
qwen2_5_vl_7b,attention_visual,rf,0.8000396283635602,0.0017758780026406326,0.32551413337922325,0.0026077940196579724,0.3645054407168944,0.016267221367562052
qwen2_5_vl_7b,attention_visual_prompt_sum,three_hidden,0.8407774685119138,0.017562343155069025,0.3879191398009418,0.029391585005631854,0.3018710397497078,0.029591566505013274
qwen2_5_vl_7b,attention_visual_prompt_sum,one_hidden,0.8224037836267831,0.00037795039781638807,0.3321623473903488,0.002201721466770561,0.05460162068211379,0.00914727366461108
qwen2_5_vl_7b,attention_visual_prompt_sum,xgb,0.8375190057396451,0.0,0.38227154932751556,0.0,0.35172413793103446,0.0
qwen2_5_vl_7b,attention_visual_prompt_sum,rf,0.8215283142893764,0.001635363909288142,0.37578976723791185,0.005843274020230024,0.39646960536721004,0.014400406172269127
qwen2_5_vl_7b,attention_generation,three_hidden,0.8253612119458937,0.006302974459451248,0.3697348058233578,0.016848584775572318,0.3289881793784442,0.02245669407144671
qwen2_5_vl_7b,attention_generation,one_hidden,0.7869810830420002,0.0009255686480402553,0.2835007322466774,0.0055734140830726465,0.0035460992907801418,0.00501494171054289
qwen2_5_vl_7b,attention_generation,xgb,0.8170615979990616,0.0,0.3316697396838303,0.0,0.28363636363636363,0.0
qwen2_5_vl_7b,attention_generation,rf,0.8133980322224456,0.0014397964548226161,0.33329844676372516,0.006152521956094918,0.40549060511166773,0.005773607485848806
qwen2_5_vl_7b,attention_vp_generation,three_hidden,0.8467475931942694,0.0027067181490359068,0.41736964096486845,0.025069877962526858,0.38632193566116935,0.06507383751269041
qwen2_5_vl_7b,attention_vp_generation,one_hidden,0.822066295782813,0.0010952859068749168,0.3454599648147462,0.00391071842686085,0.054390953507301075,0.004399987262924346
qwen2_5_vl_7b,attention_vp_generation,xgb,0.8540006420500447,1.1102230246251565e-16,0.410024722970774,5.551115123125783e-17,0.44685466377440347,0.0
qwen2_5_vl_7b,attention_vp_generation,rf,0.8241800044919985,0.0021180269745335227,0.3821359730110532,0.005960357880416586,0.4098496152030812,0.005905583131845523
qwen2_5_vl_7b,gated_visual,three_hidden,0.8497320675775311,0.004354023650605566,0.4048896801574186,0.01077572084640904,0.38377578308477417,0.019485241404015582
qwen2_5_vl_7b,gated_visual,one_hidden,0.8271885851498292,0.006491208987756019,0.3508499806107177,0.01417417215623846,0.17262201453790238,0.025610736760199135
qwen2_5_vl_7b,gated_visual,xgb,0.8276272017554072,0.0,0.35382339936371093,5.551115123125783e-17,0.4055299539170507,0.0
qwen2_5_vl_7b,gated_visual,rf,0.8043922808181082,0.001695801917170093,0.33007597290502017,0.008045004422123242,0.36788538976445145,0.0030838190259932906
qwen2_5_vl_7b,gated_visual_prompt_sum,three_hidden,0.8552847421392967,0.01062849094078257,0.4276635624592531,0.019141666260772537,0.35867461417475993,0.01960269709924058
qwen2_5_vl_7b,gated_visual_prompt_sum,one_hidden,0.8276483682403949,0.004123429309234489,0.3577017194504068,0.0028180599262160964,0.017674209163570865,0.013208217763065406
qwen2_5_vl_7b,gated_visual_prompt_sum,xgb,0.8484356203720362,0.0,0.40106333103101655,0.0,0.4233576642335766,0.0
qwen2_5_vl_7b,gated_visual_prompt_sum,rf,0.8250184324806767,0.0014898821115756635,0.4057422089964781,0.0051608883377719785,0.4178086094731089,0.006182687249447443
qwen2_5_vl_7b,gated_generation,three_hidden,0.8386849262877161,0.005072654550691643,0.40378593616151853,0.010329469991477344,0.31322400975494746,0.031633414223157234
qwen2_5_vl_7b,gated_generation,one_hidden,0.7925061235816985,0.0022504786452442957,0.29379039990310296,0.005024225227916752,0.02409188034188034,0.01749675804582398
qwen2_5_vl_7b,gated_generation,xgb,0.8484338564982873,0.0,0.3881727623307126,0.0,0.3552631578947369,5.551115123125783e-17
qwen2_5_vl_7b,gated_generation,rf,0.8183210038558281,0.0013958480043903205,0.3499406754897469,0.004954670580630847,0.40702650763481646,0.017230075195440328
qwen2_5_vl_7b,gated_vp_generation,three_hidden,0.866347170334936,0.006602484619491636,0.4677978725640446,0.024752360857133327,0.44953325513958137,0.010682399899261114
qwen2_5_vl_7b,gated_vp_generation,one_hidden,0.8311067367042136,0.0023728507191903636,0.3900652708700152,0.006303708745533851,0.20902656041643927,0.020988727287900452
qwen2_5_vl_7b,gated_vp_generation,xgb,0.8658362349056504,0.0,0.4578274025032458,0.0,0.49779735682819376,5.551115123125783e-17
qwen2_5_vl_7b,gated_vp_generation,rf,0.8341647058270159,0.0016377523168909682,0.4141274937392468,0.0039265007276056176,0.44195743729527753,0.008771280462630628
llava_1_5_7b,attention_visual,three_hidden,0.8937884429031433,0.0015115466363507652,0.6862203135030507,0.005817512472178716,0.6426144064520676,0.004990522889440759
llava_1_5_7b,attention_visual,one_hidden,0.8900856352050998,0.0005449655023305517,0.6733063971169747,0.007950724887539135,0.6320417361916357,0.010869500975464437
llava_1_5_7b,attention_visual,xgb,0.8842454681673516,1.1102230246251565e-16,0.6491371188535647,0.0,0.6214775323686215,0.0
llava_1_5_7b,attention_visual,rf,0.8831970450847969,0.00023481895913417952,0.6698556656164749,0.0020102049766888524,0.6226217556964957,0.004428781086686015
llava_1_5_7b,attention_visual_prompt_sum,three_hidden,0.8971968548657964,0.002863297801986239,0.6964046761894725,0.01048797261856432,0.6386105929869085,0.0012950892510147402
llava_1_5_7b,attention_visual_prompt_sum,one_hidden,0.8781587495242112,0.0027457691438189905,0.6850912650771575,0.005277857801036762,0.580133394764173,0.007480816904354836
llava_1_5_7b,attention_visual_prompt_sum,xgb,0.894159620750385,0.0,0.6855077828120649,1.1102230246251565e-16,0.6271312083024463,0.0
llava_1_5_7b,attention_visual_prompt_sum,rf,0.8906826257707389,0.00029129231202959163,0.6902898013741144,0.0008417277649072946,0.6588238033220944,0.006614415212250351
llava_1_5_7b,attention_generation,three_hidden,0.8885627256800861,0.0014948735897955313,0.6626464427402049,0.004213870908874715,0.6361935269198903,0.015633805155977884
llava_1_5_7b,attention_generation,one_hidden,0.875789307570041,0.002943035049879983,0.65512270162968,0.006996181392914175,0.5385919487337535,0.008443178999368918
