model,group,classifier,seed,threshold_rule,threshold,AUROC,HALL_AUPR,HALL_precision,HALL_recall,HALL_F1
qwen2_5_vl_7b,attention_visual_prompt_sum,xgb,45,train_f1,0.6760478019714355,0.8375190057396451,0.38227154932751556,0.4766355140186916,0.2786885245901639,0.35172413793103446
qwen2_5_vl_7b,attention_visual_prompt_sum,rf,43,fixed_0.5,0.5,0.8229811583006136,0.37962311048162656,0.8181818181818182,0.04918032786885246,0.09278350515463918
qwen2_5_vl_7b,attention_visual_prompt_sum,rf,43,train_f1,0.7283333333333334,0.8229811583006136,0.37962311048162656,0.38857142857142857,0.37158469945355194,0.37988826815642457
qwen2_5_vl_7b,attention_visual_prompt_sum,rf,44,fixed_0.5,0.5,0.8223602747409752,0.3802130393535922,0.8,0.04371584699453552,0.08290155440414508
qwen2_5_vl_7b,attention_visual_prompt_sum,rf,44,train_f1,0.735,0.8223602747409752,0.3802130393535922,0.3956043956043956,0.39344262295081966,0.39452054794520547
qwen2_5_vl_7b,attention_visual_prompt_sum,rf,45,fixed_0.5,0.5,0.8192435098265406,0.3675331518785169,0.8,0.04371584699453552,0.08290155440414508
qwen2_5_vl_7b,attention_visual_prompt_sum,rf,45,train_f1,0.7583333333333333,0.8192435098265406,0.3675331518785169,0.3824884792626728,0.453551912568306,0.415
qwen2_5_vl_7b,attention_generation,three_hidden,43,fixed_0.5,0.5,0.8198767405024219,0.3504383229366441,0.5238095238095238,0.18032786885245902,0.2682926829268293
qwen2_5_vl_7b,attention_generation,three_hidden,43,train_f1,0.5542631149291992,0.8198767405024219,0.3504383229366441,0.4112903225806452,0.2786885245901639,0.3322475570032573
qwen2_5_vl_7b,attention_generation,three_hidden,44,fixed_0.5,0.5,0.834188812101585,0.39148868746298454,0.5555555555555556,0.2185792349726776,0.3137254901960784
qwen2_5_vl_7b,attention_generation,three_hidden,44,train_f1,0.509928286075592,0.834188812101585,0.39148868746298454,0.573170731707317,0.2568306010928962,0.35471698113207545
qwen2_5_vl_7b,attention_generation,three_hidden,45,fixed_0.5,0.5,0.8220180832336744,0.36727740707044476,0.5384615384615384,0.03825136612021858,0.07142857142857142
qwen2_5_vl_7b,attention_generation,three_hidden,45,train_f1,0.6349873542785645,0.8220180832336744,0.36727740707044476,0.5064935064935064,0.21311475409836064,0.3
qwen2_5_vl_7b,attention_generation,one_hidden,43,fixed_0.5,0.5,0.7856734646360952,0.2779015184402783,0.16666666666666666,0.00546448087431694,0.010582010582010581
qwen2_5_vl_7b,attention_generation,one_hidden,43,train_f1,0.3825584352016449,0.7856734646360952,0.2779015184402783,0.0,0.0,0.0
qwen2_5_vl_7b,attention_generation,one_hidden,44,fixed_0.5,0.5,0.7876860445836729,0.2911046102053817,0.25,0.01092896174863388,0.020942408376963352
qwen2_5_vl_7b,attention_generation,one_hidden,44,train_f1,0.3010569214820862,0.7876860445836729,0.2911046102053817,0.0,0.0,0.0
qwen2_5_vl_7b,attention_generation,one_hidden,45,fixed_0.5,0.5,0.7875837399062324,0.2814960680943721,0.0,0.0,0.0
qwen2_5_vl_7b,attention_generation,one_hidden,45,train_f1,0.5388452410697937,0.7875837399062324,0.2814960680943721,0.2,0.00546448087431694,0.010638297872340425
qwen2_5_vl_7b,attention_generation,xgb,43,fixed_0.5,0.5,0.8170615979990616,0.3316697396838303,0.4,0.07650273224043716,0.12844036697247707
qwen2_5_vl_7b,attention_generation,xgb,43,train_f1,0.6633551716804504,0.8170615979990616,0.3316697396838303,0.42391304347826086,0.21311475409836064,0.28363636363636363
qwen2_5_vl_7b,attention_generation,xgb,44,fixed_0.5,0.5,0.8170615979990616,0.3316697396838303,0.4,0.07650273224043716,0.12844036697247707
qwen2_5_vl_7b,attention_generation,xgb,44,train_f1,0.6633551716804504,0.8170615979990616,0.3316697396838303,0.42391304347826086,0.21311475409836064,0.28363636363636363
qwen2_5_vl_7b,attention_generation,xgb,45,fixed_0.5,0.5,0.8170615979990616,0.3316697396838303,0.4,0.07650273224043716,0.12844036697247707
qwen2_5_vl_7b,attention_generation,xgb,45,train_f1,0.6633551716804504,0.8170615979990616,0.3316697396838303,0.42391304347826086,0.21311475409836064,0.28363636363636363
qwen2_5_vl_7b,attention_generation,rf,43,fixed_0.5,0.5,0.812537261832947,0.33043733153076077,0.5,0.00546448087431694,0.010810810810810811
qwen2_5_vl_7b,attention_generation,rf,43,train_f1,0.775,0.812537261832947,0.33043733153076077,0.3220338983050847,0.5191256830601093,0.39748953974895396
qwen2_5_vl_7b,attention_generation,rf,44,fixed_0.5,0.5,0.8122303478006258,0.3276127691151168,0.6666666666666666,0.01092896174863388,0.021505376344086023
qwen2_5_vl_7b,attention_generation,rf,44,train_f1,0.7816666666666666,0.8122303478006258,0.3276127691151168,0.32371794871794873,0.5519125683060109,0.4080808080808081
qwen2_5_vl_7b,attention_generation,rf,45,fixed_0.5,0.5,0.8154264870337641,0.341845239645298,0.75,0.01639344262295082,0.03208556149732621
qwen2_5_vl_7b,attention_generation,rf,45,train_f1,0.7783333333333333,0.8154264870337641,0.341845239645298,0.3333333333333333,0.5355191256830601,0.4109014675052411
qwen2_5_vl_7b,attention_vp_generation,three_hidden,43,fixed_0.5,0.5,0.8433609555962422,0.38237639511782684,0.3152454780361757,0.6666666666666666,0.4280701754385965
qwen2_5_vl_7b,attention_vp_generation,three_hidden,43,train_f1,0.26488471031188965,0.8433609555962422,0.38237639511782684,0.4421052631578947,0.22950819672131148,0.302158273381295
qwen2_5_vl_7b,attention_vp_generation,three_hidden,44,fixed_0.5,0.5,0.8499860653973831,0.4398011124575314,0.5,0.2568306010928962,0.33935018050541516
qwen2_5_vl_7b,attention_vp_generation,three_hidden,44,train_f1,0.6119835376739502,0.8499860653973831,0.4398011124575314,0.47692307692307695,0.33879781420765026,0.3961661341853035
qwen2_5_vl_7b,attention_vp_generation,three_hidden,45,fixed_0.5,0.5,0.8468957585891832,0.42993141531924706,0.3776978417266187,0.5737704918032787,0.455531453362256
qwen2_5_vl_7b,attention_vp_generation,three_hidden,45,train_f1,0.3547072410583496,0.8468957585891832,0.42993141531924706,0.49375,0.43169398907103823,0.4606413994169096
qwen2_5_vl_7b,attention_vp_generation,one_hidden,43,fixed_0.5,0.5,0.8224484684284237,0.349559528121819,0.4305555555555556,0.16939890710382513,0.24313725490196078
qwen2_5_vl_7b,attention_vp_generation,one_hidden,43,train_f1,0.30095505714416504,0.8224484684284237,0.349559528121819,0.45454545454545453,0.0273224043715847,0.05154639175257732
qwen2_5_vl_7b,attention_vp_generation,one_hidden,44,fixed_0.5,0.5,0.820575234507015,0.34019525494431907,0.5,0.01092896174863388,0.0213903743315508
qwen2_5_vl_7b,attention_vp_generation,one_hidden,44,train_f1,0.6105778217315674,0.820575234507015,0.34019525494431907,0.38461538461538464,0.0273224043715847,0.05102040816326531
qwen2_5_vl_7b,attention_vp_generation,one_hidden,45,fixed_0.5,0.5,0.8231751844130004,0.34662511137810054,0.3333333333333333,0.03278688524590164,0.05970149253731343
qwen2_5_vl_7b,attention_vp_generation,one_hidden,45,train_f1,0.48539039492607117,0.8231751844130004,0.34662511137810054,0.4,0.03278688524590164,0.06060606060606061
qwen2_5_vl_7b,attention_vp_generation,xgb,43,fixed_0.5,0.5,0.8540006420500446,0.41002472297077397,0.6521739130434783,0.16393442622950818,0.26200873362445415
qwen2_5_vl_7b,attention_vp_generation,xgb,43,train_f1,0.9404845833778381,0.8540006420500446,0.41002472297077397,0.37050359712230213,0.5628415300546448,0.44685466377440347
qwen2_5_vl_7b,attention_vp_generation,xgb,44,fixed_0.5,0.5,0.8540006420500446,0.41002472297077397,0.6521739130434783,0.16393442622950818,0.26200873362445415
qwen2_5_vl_7b,attention_vp_generation,xgb,44,train_f1,0.9404845833778381,0.8540006420500446,0.41002472297077397,0.37050359712230213,0.5628415300546448,0.44685466377440347
qwen2_5_vl_7b,attention_vp_generation,xgb,45,fixed_0.5,0.5,0.8540006420500446,0.41002472297077397,0.6521739130434783,0.16393442622950818,0.26200873362445415
qwen2_5_vl_7b,attention_vp_generation,xgb,45,train_f1,0.9404845833778381,0.8540006420500446,0.41002472297077397,0.37050359712230213,0.5628415300546448,0.44685466377440347
qwen2_5_vl_7b,attention_vp_generation,rf,43,fixed_0.5,0.5,0.8232439754892105,0.3870815629888322,0.9,0.04918032786885246,0.09326424870466321
qwen2_5_vl_7b,attention_vp_generation,rf,43,train_f1,0.7650121647984508,0.8232439754892105,0.3870815629888322,0.3625,0.47540983606557374,0.41134751773049644
qwen2_5_vl_7b,attention_vp_generation,rf,44,fixed_0.5,0.5,0.8221838873660778,0.3737517776869863,0.7,0.03825136612021858,0.07253886010362694
qwen2_5_vl_7b,attention_vp_generation,rf,44,train_f1,0.7533333333333333,0.8221838873660778,0.3737517776869863,0.36818181818181817,0.4426229508196721,0.40198511166253104
qwen2_5_vl_7b,attention_vp_generation,rf,45,fixed_0.5,0.5,0.8271121506207071,0.38557457835734105,0.875,0.03825136612021858,0.07329842931937172
qwen2_5_vl_7b,attention_vp_generation,rf,45,train_f1,0.7363628839881213,0.8271121506207071,0.38557457835734105,0.4117647058823529,0.4207650273224044,0.41621621621621624
qwen2_5_vl_7b,gated_visual,three_hidden,43,fixed_0.5,0.5,0.8490759065429133,0.40547376913460426,0.532258064516129,0.18032786885245902,0.2693877551020408
qwen2_5_vl_7b,gated_visual,three_hidden,43,train_f1,0.6038166284561157,0.8490759065429133,0.40547376913460426,0.4883720930232558,0.3442622950819672,0.40384615384615385
qwen2_5_vl_7b,gated_visual,three_hidden,44,fixed_0.5,0.5,0.8553623525842515,0.41778544707518317,0.5909090909090909,0.14207650273224043,0.2290748898678414
qwen2_5_vl_7b,gated_visual,three_hidden,44,train_f1,0.6436061263084412,0.8553623525842515,0.41778544707518317,0.45,0.3442622950819672,0.39009287925696595
qwen2_5_vl_7b,gated_visual,three_hidden,45,fixed_0.5,0.5,0.8447579436054284,0.39140982426246845,0.4725274725274725,0.23497267759562843,0.31386861313868614
qwen2_5_vl_7b,gated_visual,three_hidden,45,train_f1,0.5266894698143005,0.8447579436054284,0.39140982426246845,0.48148148148148145,0.28415300546448086,0.35738831615120276
qwen2_5_vl_7b,gated_visual,one_hidden,43,fixed_0.5,0.5,0.8297720722341577,0.3585062530944058,0.425,0.09289617486338798,0.15246636771300448
qwen2_5_vl_7b,gated_visual,one_hidden,43,train_f1,0.5063682198524475,0.8297720722341577,0.3585062530944058,0.42857142857142855,0.09836065573770492,0.16
qwen2_5_vl_7b,gated_visual,one_hidden,44,fixed_0.5,0.5,0.8182680876433589,0.3309782520899086,0.41379310344827586,0.06557377049180328,0.11320754716981132
qwen2_5_vl_7b,gated_visual,one_hidden,44,train_f1,0.6028348803520203,0.8182680876433589,0.3309782520899086,0.43859649122807015,0.1366120218579235,0.20833333333333334
qwen2_5_vl_7b,gated_visual,one_hidden,45,fixed_0.5,0.5,0.8335255955719714,0.36306543664783886,0.6,0.06557377049180328,0.11822660098522167
qwen2_5_vl_7b,gated_visual,one_hidden,45,train_f1,0.5412815809249878,0.8335255955719714,0.36306543664783886,0.5161290322580645,0.08743169398907104,0.14953271028037382
qwen2_5_vl_7b,gated_visual,xgb,43,fixed_0.5,0.5,0.8276272017554072,0.3538233993637109,0.49056603773584906,0.14207650273224043,0.22033898305084745
qwen2_5_vl_7b,gated_visual,xgb,43,train_f1,0.9472038745880127,0.8276272017554072,0.3538233993637109,0.350597609561753,0.4808743169398907,0.4055299539170507
qwen2_5_vl_7b,gated_visual,xgb,44,fixed_0.5,0.5,0.8276272017554072,0.3538233993637109,0.49056603773584906,0.14207650273224043,0.22033898305084745
qwen2_5_vl_7b,gated_visual,xgb,44,train_f1,0.9472038745880127,0.8276272017554072,0.3538233993637109,0.350597609561753,0.4808743169398907,0.4055299539170507
qwen2_5_vl_7b,gated_visual,xgb,45,fixed_0.5,0.5,0.8276272017554072,0.3538233993637109,0.49056603773584906,0.14207650273224043,0.22033898305084745
qwen2_5_vl_7b,gated_visual,xgb,45,train_f1,0.9472038745880127,0.8276272017554072,0.3538233993637109,0.350597609561753,0.4808743169398907,0.4055299539170507
qwen2_5_vl_7b,gated_visual,rf,43,fixed_0.5,0.5,0.806753519810066,0.34122261017319266,0.7142857142857143,0.0273224043715847,0.05263157894736842
qwen2_5_vl_7b,gated_visual,rf,43,train_f1,0.76,0.806753519810066,0.34122261017319266,0.3380281690140845,0.39344262295081966,0.36363636363636365
qwen2_5_vl_7b,gated_visual,rf,44,fixed_0.5,0.5,0.8028483033298408,0.32252844495153166,0.6666666666666666,0.03278688524590164,0.0625
qwen2_5_vl_7b,gated_visual,rf,44,train_f1,0.7727760953072306,0.8028483033298408,0.32252844495153166,0.3224489795918367,0.43169398907103823,0.3691588785046729
qwen2_5_vl_7b,gated_visual,rf,45,fixed_0.5,0.5,0.8035750193144175,0.3264768635903362,0.5714285714285714,0.02185792349726776,0.042105263157894736
qwen2_5_vl_7b,gated_visual,rf,45,train_f1,0.7816666666666666,0.8035750193144175,0.3264768635903362,0.3111111111111111,0.45901639344262296,0.3708609271523179
qwen2_5_vl_7b,gated_visual_prompt_sum,three_hidden,43,fixed_0.5,0.5,0.867019794191211,0.43782592614814064,0.4878048780487805,0.2185792349726776,0.3018867924528302
qwen2_5_vl_7b,gated_visual_prompt_sum,three_hidden,43,train_f1,0.5508947968482971,0.867019794191211,0.43782592614814064,0.4596774193548387,0.3114754098360656,0.3713355048859935
qwen2_5_vl_7b,gated_visual_prompt_sum,three_hidden,44,fixed_0.5,0.5,0.8575513199067264,0.4008533711102488,0.5357142857142857,0.08196721311475409,0.14218009478672985
qwen2_5_vl_7b,gated_visual_prompt_sum,three_hidden,44,train_f1,0.5611188411712646,0.8575513199067264,0.4008533711102488,0.46534653465346537,0.2568306010928962,0.33098591549295775
qwen2_5_vl_7b,gated_visual_prompt_sum,three_hidden,45,fixed_0.5,0.5,0.8412831123199526,0.4443113901193699,0.3826086956521739,0.4808743169398907,0.4261501210653753
qwen2_5_vl_7b,gated_visual_prompt_sum,three_hidden,45,train_f1,0.3582095801830292,0.8412831123199526,0.4443113901193699,0.5094339622641509,0.29508196721311475,0.3737024221453287
qwen2_5_vl_7b,gated_visual_prompt_sum,one_hidden,43,fixed_0.5,0.5,0.8317687773179948,0.3613012784484307,0.5138888888888888,0.20218579234972678,0.2901960784313726
qwen2_5_vl_7b,gated_visual_prompt_sum,one_hidden,43,train_f1,0.26174139976501465,0.8317687773179948,0.3613012784484307,0.5,0.01639344262295082,0.031746031746031744
qwen2_5_vl_7b,gated_visual_prompt_sum,one_hidden,44,fixed_0.5,0.5,0.8220145554861766,0.35442053052573746,0.0,0.0,0.0
qwen2_5_vl_7b,gated_visual_prompt_sum,one_hidden,44,train_f1,0.5209547281265259,0.8220145554861766,0.35442053052573746,0.0,0.0,0.0
qwen2_5_vl_7b,gated_visual_prompt_sum,one_hidden,45,fixed_0.5,0.5,0.8291617719170132,0.35738334937705224,0.4838709677419355,0.16393442622950818,0.24489795918367346
qwen2_5_vl_7b,gated_visual_prompt_sum,one_hidden,45,train_f1,0.2905539274215698,0.8291617719170132,0.35738334937705224,0.4,0.01092896174863388,0.02127659574468085
qwen2_5_vl_7b,gated_visual_prompt_sum,xgb,43,fixed_0.5,0.5,0.8484356203720362,0.40106333103101655,0.5681818181818182,0.1366120218579235,0.22026431718061673
qwen2_5_vl_7b,gated_visual_prompt_sum,xgb,43,train_f1,0.9171819686889648,0.8484356203720362,0.40106333103101655,0.3815789473684211,0.47540983606557374,0.4233576642335766
qwen2_5_vl_7b,gated_visual_prompt_sum,xgb,44,fixed_0.5,0.5,0.8484356203720362,0.40106333103101655,0.5681818181818182,0.1366120218579235,0.22026431718061673
qwen2_5_vl_7b,gated_visual_prompt_sum,xgb,44,train_f1,0.9171819686889648,0.8484356203720362,0.40106333103101655,0.3815789473684211,0.47540983606557374,0.4233576642335766
qwen2_5_vl_7b,gated_visual_prompt_sum,xgb,45,fixed_0.5,0.5,0.8484356203720362,0.40106333103101655,0.5681818181818182,0.1366120218579235,0.22026431718061673
qwen2_5_vl_7b,gated_visual_prompt_sum,xgb,45,train_f1,0.9171819686889648,0.8484356203720362,0.40106333103101655,0.3815789473684211,0.47540983606557374,0.4233576642335766
qwen2_5_vl_7b,gated_visual_prompt_sum,rf,43,fixed_0.5,0.5,0.8236461387039762,0.39899137078459657,0.8,0.04371584699453552,0.08290155440414508
qwen2_5_vl_7b,gated_visual_prompt_sum,rf,43,train_f1,0.7216666666666667,0.8236461387039762,0.39899137078459657,0.4451219512195122,0.3989071038251366,0.4207492795389049
qwen2_5_vl_7b,gated_visual_prompt_sum,rf,44,fixed_0.5,0.5,0.8243199384760838,0.40671517306013905,0.75,0.04918032786885246,0.09230769230769231
qwen2_5_vl_7b,gated_visual_prompt_sum,rf,44,train_f1,0.7466666666666667,0.8243199384760838,0.40671517306013905,0.39712918660287083,0.453551912568306,0.42346938775510207
qwen2_5_vl_7b,gated_visual_prompt_sum,rf,45,fixed_0.5,0.5,0.8270892202619706,0.4115200831446988,0.6923076923076923,0.04918032786885246,0.09183673469387756
qwen2_5_vl_7b,gated_visual_prompt_sum,rf,45,train_f1,0.7466666666666667,0.8270892202619706,0.4115200831446988,0.38461538461538464,0.4371584699453552,0.4092071611253197
qwen2_5_vl_7b,gated_generation,three_hidden,43,fixed_0.5,0.5,0.8315200711193895,0.3900192396731558,0.4127906976744186,0.3879781420765027,0.4
qwen2_5_vl_7b,gated_generation,three_hidden,43,train_f1,0.41737499833106995,0.8315200711193895,0.3900192396731558,0.4270833333333333,0.22404371584699453,0.2939068100358423
qwen2_5_vl_7b,gated_generation,three_hidden,44,fixed_0.5,0.5,0.8419569120920603,0.41490077070547954,0.6341463414634146,0.14207650273224043,0.23214285714285715
qwen2_5_vl_7b,gated_generation,three_hidden,44,train_f1,0.5330958962440491,0.8419569120920603,0.41490077070547954,0.5,0.20218579234972678,0.28793774319066145
qwen2_5_vl_7b,gated_generation,three_hidden,45,fixed_0.5,0.5,0.8425777956516984,0.40643779810592023,0.4409448818897638,0.30601092896174864,0.36129032258064514
qwen2_5_vl_7b,gated_generation,three_hidden,45,train_f1,0.503380298614502,0.8425777956516984,0.40643779810592023,0.4307692307692308,0.30601092896174864,0.35782747603833864
qwen2_5_vl_7b,gated_generation,one_hidden,43,fixed_0.5,0.5,0.7955458660090945,0.2976654722382721,0.25,0.00546448087431694,0.0106951871657754
qwen2_5_vl_7b,gated_generation,one_hidden,43,train_f1,0.47699305415153503,0.7955458660090945,0.2976654722382721,0.0,0.0,0.0
qwen2_5_vl_7b,gated_generation,one_hidden,44,fixed_0.5,0.5,0.7918029259137748,0.2970105879923159,0.3333333333333333,0.01639344262295082,0.03125
qwen2_5_vl_7b,gated_generation,one_hidden,44,train_f1,0.47919338941574097,0.7918029259137748,0.2970105879923159,0.3333333333333333,0.01639344262295082,0.03125
qwen2_5_vl_7b,gated_generation,one_hidden,45,fixed_0.5,0.5,0.7901695788222263,0.28669513947872083,0.0,0.0,0.0
qwen2_5_vl_7b,gated_generation,one_hidden,45,train_f1,0.6142755150794983,0.7901695788222263,0.28669513947872083,0.3333333333333333,0.02185792349726776,0.041025641025641026
qwen2_5_vl_7b,gated_generation,xgb,43,fixed_0.5,0.5,0.8484338564982873,0.3881727623307126,0.5102040816326531,0.1366120218579235,0.21551724137931033
qwen2_5_vl_7b,gated_generation,xgb,43,train_f1,0.6984912157058716,0.8484338564982873,0.3881727623307126,0.4462809917355372,0.29508196721311475,0.35526315789473684
qwen2_5_vl_7b,gated_generation,xgb,44,fixed_0.5,0.5,0.8484338564982873,0.3881727623307126,0.5102040816326531,0.1366120218579235,0.21551724137931033
qwen2_5_vl_7b,gated_generation,xgb,44,train_f1,0.6984912157058716,0.8484338564982873,0.3881727623307126,0.4462809917355372,0.29508196721311475,0.35526315789473684
qwen2_5_vl_7b,gated_generation,xgb,45,fixed_0.5,0.5,0.8484338564982873,0.3881727623307126,0.5102040816326531,0.1366120218579235,0.21551724137931033
qwen2_5_vl_7b,gated_generation,xgb,45,train_f1,0.6984912157058716,0.8484338564982873,0.3881727623307126,0.4462809917355372,0.29508196721311475,0.35526315789473684
qwen2_5_vl_7b,gated_generation,rf,43,fixed_0.5,0.5,0.8163472291307278,0.3524075870623169,0.5,0.01092896174863388,0.0213903743315508
qwen2_5_vl_7b,gated_generation,rf,43,train_f1,0.785,0.8163472291307278,0.3524075870623169,0.3069306930693069,0.5081967213114754,0.38271604938271603
qwen2_5_vl_7b,gated_generation,rf,44,fixed_0.5,0.5,0.8192805511752691,0.3430275276947616,0.5,0.01092896174863388,0.0213903743315508
