model,group,classifier,seed,threshold_rule,threshold,AUROC,HALL_AUPR,HALL_precision,HALL_recall,HALL_F1
qwen2_5_vl_7b,attention_visual_prompt_sum,fixed_three_hidden,43,fixed_0.5,0.5,0.8160032737496781,0.3479950215098815,0.22589928057553957,0.8579234972677595,0.357630979498861
qwen2_5_vl_7b,attention_visual_prompt_sum,fixed_three_hidden,43,train_f1,0.2700470983982086,0.8160032737496781,0.3479950215098815,0.4069767441860465,0.1912568306010929,0.26022304832713755
qwen2_5_vl_7b,attention_visual_prompt_sum,fixed_three_hidden,44,fixed_0.5,0.5,0.8546920805596419,0.3978638895409483,0.41911764705882354,0.3114754098360656,0.3573667711598746
qwen2_5_vl_7b,attention_visual_prompt_sum,fixed_three_hidden,44,train_f1,0.4592675566673279,0.8546920805596419,0.3978638895409483,0.45454545454545453,0.2459016393442623,0.3191489361702128
qwen2_5_vl_7b,attention_visual_prompt_sum,fixed_three_hidden,45,fixed_0.5,0.5,0.8516370512264214,0.4178985083519956,0.5094339622641509,0.14754098360655737,0.2288135593220339
qwen2_5_vl_7b,attention_visual_prompt_sum,fixed_three_hidden,45,train_f1,0.6209713220596313,0.8516370512264214,0.4178985083519956,0.46464646464646464,0.25136612021857924,0.3262411347517731
qwen2_5_vl_7b,attention_visual_prompt_sum,searched_one_hidden,43,fixed_0.5,0.5,0.8229141310981526,0.3350437101462031,0.375,0.03278688524590164,0.06030150753768844
qwen2_5_vl_7b,attention_visual_prompt_sum,searched_one_hidden,43,train_f1,0.47899359464645386,0.8229141310981526,0.3350437101462031,0.42857142857142855,0.03278688524590164,0.06091370558375635
qwen2_5_vl_7b,attention_visual_prompt_sum,searched_one_hidden,44,fixed_0.5,0.5,0.8220110277386786,0.3317437607378453,0.4444444444444444,0.06557377049180328,0.11428571428571428
qwen2_5_vl_7b,attention_visual_prompt_sum,searched_one_hidden,44,train_f1,0.3593091368675232,0.8220110277386786,0.3317437607378453,0.4444444444444444,0.02185792349726776,0.041666666666666664
qwen2_5_vl_7b,attention_visual_prompt_sum,searched_one_hidden,45,fixed_0.5,0.5,0.8222861920435183,0.32969957128699784,0.4375,0.15300546448087432,0.22672064777327935
qwen2_5_vl_7b,attention_visual_prompt_sum,searched_one_hidden,45,train_f1,0.3099760115146637,0.8222861920435183,0.32969957128699784,0.46153846153846156,0.03278688524590164,0.061224489795918366
qwen2_5_vl_7b,attention_generation,fixed_three_hidden,43,fixed_0.5,0.5,0.8198767405024219,0.3504383229366441,0.5238095238095238,0.18032786885245902,0.2682926829268293
qwen2_5_vl_7b,attention_generation,fixed_three_hidden,43,train_f1,0.5542631149291992,0.8198767405024219,0.3504383229366441,0.4112903225806452,0.2786885245901639,0.3322475570032573
qwen2_5_vl_7b,attention_generation,fixed_three_hidden,44,fixed_0.5,0.5,0.834188812101585,0.39148868746298454,0.5555555555555556,0.2185792349726776,0.3137254901960784
qwen2_5_vl_7b,attention_generation,fixed_three_hidden,44,train_f1,0.509928286075592,0.834188812101585,0.39148868746298454,0.573170731707317,0.2568306010928962,0.35471698113207545
qwen2_5_vl_7b,attention_generation,fixed_three_hidden,45,fixed_0.5,0.5,0.8220180832336744,0.36727740707044476,0.5384615384615384,0.03825136612021858,0.07142857142857142
qwen2_5_vl_7b,attention_generation,fixed_three_hidden,45,train_f1,0.6349873542785645,0.8220180832336744,0.36727740707044476,0.5064935064935064,0.21311475409836064,0.3
