feature_set,dimensions,ensemble_auroc,mean_real_aupr,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
strength,36,0.8703888935196763,0.9686789996619863,0.5655298535806031,0.6016360200102288,0.4302325581395349,0.5009509549253108,0.867033888101655,0.863931260592926,0.8690544549717676
kappa,36,0.8151760162262788,0.952669271639048,0.46686573855022906,0.5029851578808637,0.3682170542635659,0.42343235805922474,0.8087430808319364,0.8100543654432126,0.806014775298763
strength+kappa,72,0.8720853052769365,0.968800345959457,0.5682425416303628,0.6112308483538716,0.4728682170542635,0.5329307682164317,0.8652178476717944,0.8662011181807797,0.8679862866951306
R_cos,36,0.8292123185117266,0.9561699968873055,0.5118520146829236,0.5579363361921873,0.3501291989664083,0.4298250987050754,0.8242554465776938,0.8246143325954944,0.8166154192869204
strength+kappa+R_cos,108,0.878496630330422,0.970563533837575,0.5820305750677668,0.604059615552365,0.4903100775193798,0.5394221122094632,0.8720274204353557,0.873652054989056,0.8733425640360708
