feature_set,dimensions,ensemble_auroc,raw_reference,raw_reference_ensemble_auroc,relative_minus_raw_auroc,d_ot_ensemble_auroc,relative_combo_minus_d_ot_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
relative_strength,36,0.8871091229597523,strength,0.8703888935196763,0.016720229440076007,,,0.6344472577573899,0.6458274370614386,0.5264857881136952,0.5797135402166967,0.8863296070931312,0.8797986533670454,0.8816278143609977
D_OT+relative_strength,108,0.8928485979519571,D_OT+strength,0.8810914148290159,0.011757183122941273,0.866949762131891,0.025898835820066135,0.6214875475051426,0.6155504821537613,0.5206718346253231,0.5639235653665461,0.8838351563199441,0.8833882853429406,0.8771533161068044
