model,case_id,layer,control,spearman,js,top32_overlap,gross_relative_error,kappa_difference,candidate_completeness_relative_error
qwen3_vl_8b,qwen3_vl_8b:150779:163:18,18,native_vs_fp32_gauss_k64,0.9999995555506171,1.0087354474829508e-09,1.0,0.0014874584568282203,0.00023216009140014648,1.5773708810229436e-06
qwen3_vl_8b,qwen3_vl_8b:150779:163:18,18,fp32_trapezoid_vs_gauss_k64,1.0,1.0200610037372696e-14,1.0,7.239095750071667e-07,2.980232238769531e-07,6.0508964452310465e-06
qwen3_vl_8b,qwen3_vl_8b:152618:154:18,18,native_vs_fp32_gauss_k64,0.9999995555506171,1.3246324475737798e-08,1.0,0.00010345716796039598,0.00022804737091064453,1.432448016203125e-06
qwen3_vl_8b,qwen3_vl_8b:152618:154:18,18,fp32_trapezoid_vs_gauss_k64,1.0,3.3149469237719514e-14,1.0,1.2635154030951073e-06,6.556510925292969e-07,5.2224445425963495e-06
qwen3_vl_8b,qwen3_vl_8b:153486:47:27,27,native_vs_fp32_gauss_k64,1.0,2.5500713944374346e-09,1.0,0.001583724392440596,0.0003376901149749756,2.8343122266960563e-06
qwen3_vl_8b,qwen3_vl_8b:153486:47:27,27,fp32_trapezoid_vs_gauss_k64,1.0,1.7480066944666884e-14,1.0,1.268944475834798e-06,5.364418029785156e-07,4.669814188673627e-06
qwen3_vl_8b,qwen3_vl_8b:16193:11:9,9,native_vs_fp32_gauss_k64,0.9999993172406964,4.486367607239944e-09,1.0,0.00010656612190325975,0.00048422813415527344,1.2214154594403226e-06
qwen3_vl_8b,qwen3_vl_8b:16193:11:9,9,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,4.3645083795811013e-14,1.0,2.6085397068653504e-06,1.7285346984863281e-06,7.1006943471729755e-06
qwen3_vl_8b,qwen3_vl_8b:167166:165:9,9,native_vs_fp32_gauss_k64,0.9999986344813929,8.407079084961162e-10,1.0,0.0004995401894070657,0.0013483762741088867,3.2884518077480607e-06
qwen3_vl_8b,qwen3_vl_8b:167166:165:9,9,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,6.008495669995285e-16,1.0,2.8856227166608497e-07,1.7881393432617188e-07,3.469498551567085e-06
qwen3_vl_8b,qwen3_vl_8b:17409:186:36,36,native_vs_fp32_gauss_k64,0.9999965862034825,6.316393004638427e-08,1.0,0.0016379374166356699,0.015328645706176758,7.469734100595815e-06
qwen3_vl_8b,qwen3_vl_8b:17409:186:36,36,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,1.4653181665560678e-15,1.0,2.250513932988022e-07,1.7881393432617188e-07,7.404295502055902e-06
qwen3_vl_8b,qwen3_vl_8b:184402:10:9,9,native_vs_fp32_gauss_k64,1.0,5.053627941816977e-10,1.0,0.00024250805365364905,0.00012880563735961914,1.020133936435741e-06
qwen3_vl_8b,qwen3_vl_8b:184402:10:9,9,fp32_trapezoid_vs_gauss_k64,1.0,5.1510463819732653e-14,1.0,3.450862521519363e-06,1.9669532775878906e-06,1.3189354831411038e-05
qwen3_vl_8b,qwen3_vl_8b:194851:12:9,9,native_vs_fp32_gauss_k64,0.9999993172406964,2.7413075717218414e-09,1.0,0.0023037077654973733,0.005382835865020752,3.53493305738084e-06
qwen3_vl_8b,qwen3_vl_8b:194851:12:9,9,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,4.063381594882231e-15,1.0,6.723037091667938e-07,3.5762786865234375e-07,4.1294251786894165e-06
qwen3_vl_8b,qwen3_vl_8b:194851:12:27,27,native_vs_fp32_gauss_k64,0.9999999999999998,1.9994892862556222e-09,1.0,0.0001297406392547296,0.0010689795017242432,3.77057745026832e-06
qwen3_vl_8b,qwen3_vl_8b:194851:12:27,27,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,6.386568856194334e-15,1.0,6.697159952122003e-07,3.2782554626464844e-07,4.120538960705744e-06
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,native_vs_fp32_gauss_k64,1.0,4.884934380355413e-09,1.0,0.0009283485092372348,0.0006905198097229004,2.35416041505232e-06
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,fp32_trapezoid_vs_gauss_k64,1.0,5.3544185668591616e-15,1.0,3.71143448427391e-07,1.7881393432617188e-07,2.914687911470537e-06
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,native_vs_fp32_gauss_k64,0.9999964444049377,7.874817199994116e-08,1.0,0.0013527242607653705,0.0960659384727478,5.334110028343275e-06
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,fp32_trapezoid_vs_gauss_k64,1.0,3.2944790551909927e-15,1.0,2.619286223549793e-07,2.384185791015625e-07,5.12029328092467e-06
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,native_vs_fp32_gauss_k64,0.9999982638587475,8.420008442615738e-09,1.0,0.00133211274312597,0.0004947483539581299,1.8524897313909605e-06
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,8.574040171715569e-15,1.0,6.422812184639922e-07,2.384185791015625e-07,3.099881951129646e-06
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,native_vs_fp32_gauss_k64,0.9999999999999998,1.4469166323186045e-09,1.0,0.0015025513042938898,0.0007041096687316895,1.9967683329014108e-06
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,9.155286280450342e-14,1.0,2.5046695008899545e-06,1.430511474609375e-06,7.023708803899353e-06
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,native_vs_fp32_gauss_k64,1.0,8.742596591620701e-10,1.0,0.00026369696681674873,0.0002193450927734375,2.143109668395482e-06
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,fp32_trapezoid_vs_gauss_k64,1.0,1.0689117142124795e-14,1.0,1.0773496079201572e-06,5.960464477539062e-07,4.364680080470862e-06
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,native_vs_fp32_gauss_k64,0.9999993172406964,1.2142387607129478e-09,1.0,0.000972144964959297,0.0020403265953063965,4.1675598367874045e-06
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,1.0256203533193163e-15,1.0,1.3310867251586107e-07,1.1920928955078125e-07,4.485327735892497e-06
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,native_vs_fp32_gauss_k64,1.0,7.877898634763566e-09,1.0,0.0003037045629501524,0.000576019287109375,2.2329691091727e-06
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,fp32_trapezoid_vs_gauss_k64,1.0,2.367766715961504e-15,1.0,4.685375840937113e-07,1.7881393432617188e-07,2.9039224500593264e-06
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,native_vs_fp32_gauss_k64,0.9999986344813929,1.947963884105419e-09,1.0,0.0016039784133356494,5.0961971282958984e-05,1.074459396477323e-05
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,2.2223635578247755e-16,1.0,0.0,0.0,1.0746302905317862e-05
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,native_vs_fp32_gauss_k64,0.9999993172406964,2.6604822683675664e-09,1.0,0.00028696735390604667,0.006040304899215698,7.780658961564768e-06
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,2.980807003649501e-16,1.0,8.47254214306006e-08,2.9802322387695312e-08,7.783539331285283e-06
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,native_vs_fp32_gauss_k64,0.9999986344813929,2.6083142629416308e-08,1.0,0.00019393575669675726,0.011806458234786987,2.425765705993399e-05
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,3.594054641942418e-16,1.0,0.0,0.0,2.4261753424070776e-05
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,native_vs_fp32_gauss_k64,1.0,2.4589485192297465e-09,1.0,0.001677317679024268,0.003055274486541748,2.6010034162027296e-06
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,fp32_trapezoid_vs_gauss_k64,1.0,1.3644719819333726e-14,1.0,1.170354165185758e-06,5.960464477539062e-07,4.209207872918341e-06
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,native_vs_fp32_gauss_k64,1.0,2.4688123365174285e-09,1.0,0.00039083283074398394,0.0013382434844970703,5.152058292878792e-06
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,fp32_trapezoid_vs_gauss_k64,1.0,1.3937759895285557e-15,1.0,2.268775478348622e-07,5.960464477539063e-08,5.550428795686457e-06
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,native_vs_fp32_gauss_k64,0.9999996337854862,5.86009898934053e-10,1.0,7.472508824865693e-05,0.0001195073127746582,1.1855020147777395e-06
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,fp32_trapezoid_vs_gauss_k64,1.0,2.632033059740844e-14,1.0,2.2002209901962552e-06,1.2516975402832031e-06,9.460562068852596e-06
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,native_vs_fp32_gauss_k64,0.9999999999999998,2.285716295052307e-09,1.0,0.0016846838923668945,0.00011032819747924805,2.315224946869421e-06
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,2.1962612551747592e-15,1.0,4.4795592113736007e-07,2.086162567138672e-07,2.5945980723918183e-06
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,native_vs_fp32_gauss_k64,0.9999999999999998,5.536668134693715e-10,1.0,8.996275869672447e-05,0.00040459632873535156,1.3432696732706972e-06
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,1.2618190113279806e-14,1.0,1.8441731096610902e-06,1.0132789611816406e-06,8.001021342352033e-06
qwen3_vl_8b,qwen3_vl_8b:36539:36:36,36,native_vs_fp32_gauss_k64,0.9999952206848758,9.807374712537498e-08,1.0,0.0014638477418656497,0.005623757839202881,9.563303137838375e-06
qwen3_vl_8b,qwen3_vl_8b:36539:36:36,36,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,2.329316926077111e-15,1.0,1.0711630377626747e-07,5.960464477539063e-08,9.563816092850175e-06
qwen3_vl_8b,qwen3_vl_8b:367228:12:27,27,native_vs_fp32_gauss_k64,1.0,2.660893308905619e-09,1.0,8.5548364410864e-05,0.00014322996139526367,2.108875833073398e-06
qwen3_vl_8b,qwen3_vl_8b:367228:12:27,27,fp32_trapezoid_vs_gauss_k64,1.0,4.098926185710556e-14,1.0,1.6938821091929645e-06,8.940696716308594e-07,5.8363839343655854e-06
qwen3_vl_8b,qwen3_vl_8b:388284:45:18,18,native_vs_fp32_gauss_k64,1.0,9.390280315529689e-09,1.0,0.0007697535903009782,0.001214832067489624,3.6517908483801875e-06
qwen3_vl_8b,qwen3_vl_8b:388284:45:18,18,fp32_trapezoid_vs_gauss_k64,1.0,8.205837018943222e-16,1.0,9.02877715054863e-08,2.9802322387695312e-08,3.75668582819344e-06
qwen3_vl_8b,qwen3_vl_8b:431364:73:27,27,native_vs_fp32_gauss_k64,0.9999995555506171,2.336412855182583e-09,1.0,0.0021752003980261953,0.0013446211814880371,2.515346523068729e-06
qwen3_vl_8b,qwen3_vl_8b:431364:73:27,27,fp32_trapezoid_vs_gauss_k64,1.0,1.515117302055706e-14,1.0,1.2395302102217141e-06,7.152557373046875e-07,3.7575991882476956e-06
qwen3_vl_8b,qwen3_vl_8b:452027:44:36,36,native_vs_fp32_gauss_k64,0.9999964444049377,4.105809863077671e-08,1.0,0.0008364722141965905,0.002755880355834961,6.833965926489327e-06
qwen3_vl_8b,qwen3_vl_8b:452027:44:36,36,fp32_trapezoid_vs_gauss_k64,1.0,2.011076106203944e-15,1.0,0.0,0.0,6.843079063401092e-06
qwen3_vl_8b,qwen3_vl_8b:47552:186:9,9,native_vs_fp32_gauss_k64,0.9999988730045136,3.2804709932716218e-09,1.0,0.0010670455523726437,5.0961971282958984e-05,7.332901986956131e-06
qwen3_vl_8b,qwen3_vl_8b:47552:186:9,9,fp32_trapezoid_vs_gauss_k64,1.0,2.1405316794581312e-16,1.0,0.0,0.0,7.332207133003976e-06
qwen3_vl_8b,qwen3_vl_8b:479836:7:27,27,native_vs_fp32_gauss_k64,1.0,8.689950436710479e-10,1.0,0.0023795730158874522,0.0011878013610839844,2.9860739232390188e-06
qwen3_vl_8b,qwen3_vl_8b:479836:7:27,27,fp32_trapezoid_vs_gauss_k64,1.0,2.4584294853156557e-15,1.0,6.590299013948478e-07,2.384185791015625e-07,4.3246682253084145e-06
qwen3_vl_8b,qwen3_vl_8b:488567:10:27,27,native_vs_fp32_gauss_k64,0.9999983045330008,2.1512290410499305e-09,1.0,0.0013460873442068231,0.0005701184272766113,5.416050953499507e-06
qwen3_vl_8b,qwen3_vl_8b:488567:10:27,27,fp32_trapezoid_vs_gauss_k64,1.0,2.708896147196136e-15,1.0,3.815716171768279e-07,1.4901161193847656e-07,5.556209544010926e-06
qwen3_vl_8b,qwen3_vl_8b:50637:88:36,36,native_vs_fp32_gauss_k64,0.9999879149210441,8.629200682043715e-07,1.0,0.00018986917969465863,0.013895690441131592,2.975910138047766e-05
qwen3_vl_8b,qwen3_vl_8b:50637:88:36,36,fp32_trapezoid_vs_gauss_k64,1.0,1.9185155532242168e-15,1.0,0.0,0.0,2.973770460812375e-05
qwen3_vl_8b,qwen3_vl_8b:51089:67:9,9,native_vs_fp32_gauss_k64,0.9999993172406964,5.860949660015301e-10,1.0,0.0009973619116446042,0.00038552284240722656,4.38115102951997e-06
qwen3_vl_8b,qwen3_vl_8b:51089:67:9,9,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,1.2645466348690604e-15,1.0,2.6680095648142897e-07,1.1920928955078125e-07,4.4500466174213216e-06
qwen3_vl_8b,qwen3_vl_8b:529649:28:36,36,native_vs_fp32_gauss_k64,0.9999966090660012,4.106898916042081e-08,1.0,0.0009859570456282008,0.013023853302001953,3.864228347083554e-06
qwen3_vl_8b,qwen3_vl_8b:529649:28:36,36,fp32_trapezoid_vs_gauss_k64,1.0,1.823965853176089e-15,1.0,1.8631869290729453e-07,1.7881393432617188e-07,4.008129508292768e-06
qwen3_vl_8b,qwen3_vl_8b:530466:165:36,36,native_vs_fp32_gauss_k64,0.9999951110567894,6.975516430270516e-08,1.0,0.00016830172949623833,0.032350003719329834,4.221722065267386e-06
qwen3_vl_8b,qwen3_vl_8b:530466:165:36,36,fp32_trapezoid_vs_gauss_k64,1.0,1.1895946427535439e-15,1.0,1.1529456146330013e-07,1.1920928955078125e-07,4.225357315590372e-06
qwen3_vl_8b,qwen3_vl_8b:545920:30:18,18,native_vs_fp32_gauss_k64,0.9999991111012345,2.7994245424563163e-08,1.0,0.0016338671219735179,0.000830531120300293,1.8565129948910908e-06
qwen3_vl_8b,qwen3_vl_8b:545920:30:18,18,fp32_trapezoid_vs_gauss_k64,1.0,3.3751481966864465e-15,1.0,6.356157766191915e-07,1.7881393432617188e-07,3.398726903469651e-06
qwen3_vl_8b,qwen3_vl_8b:545920:30:36,36,native_vs_fp32_gauss_k64,0.9999964444049377,1.9461836716859856e-07,1.0,0.0005993362048000613,0.045498549938201904,1.8865404854295775e-05
qwen3_vl_8b,qwen3_vl_8b:545920:30:36,36,fp32_trapezoid_vs_gauss_k64,1.0,1.9347931453276536e-15,1.0,0.0,0.0,1.879860064946115e-05
qwen3_vl_8b,qwen3_vl_8b:579231:103:27,27,native_vs_fp32_gauss_k64,0.9999986344813929,3.5711099005338064e-08,1.0,0.0006616093608600713,0.03879129886627197,8.789623279881198e-06
qwen3_vl_8b,qwen3_vl_8b:579231:103:27,27,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,5.17580253869059e-16,1.0,1.3042698534326752e-07,5.960464477539063e-08,8.785912541497964e-06
qwen3_vl_8b,qwen3_vl_8b:79545:111:18,18,native_vs_fp32_gauss_k64,0.9999991319293736,1.599541964948786e-08,1.0,0.0010290480773637654,0.00040724873542785645,4.935877313982928e-06
qwen3_vl_8b,qwen3_vl_8b:79545:111:18,18,fp32_trapezoid_vs_gauss_k64,0.9999999999999998,5.792851016063497e-16,1.0,0.0,0.0,4.943502972309943e-06
qwen3_vl_8b,qwen3_vl_8b:831:10:36,36,native_vs_fp32_gauss_k64,1.0,1.2100515742036313e-07,1.0,0.0015901480799488446,0.07600599527359009,6.471849701483734e-06
qwen3_vl_8b,qwen3_vl_8b:831:10:36,36,fp32_trapezoid_vs_gauss_k64,1.0,1.9870560430794285e-15,1.0,1.6609455397549807e-07,1.1920928955078125e-07,6.473444955190644e-06
qwen3_vl_8b,qwen3_vl_8b:85390:14:18,18,native_vs_fp32_gauss_k64,0.9999991111012345,3.5032566104210736e-09,1.0,0.0003269655838080371,0.0007610321044921875,2.4515550194337266e-06
qwen3_vl_8b,qwen3_vl_8b:85390:14:18,18,fp32_trapezoid_vs_gauss_k64,1.0,3.4709279030351046e-15,1.0,4.418406285271309e-07,1.4901161193847656e-07,2.9773061669402523e-06
qwen3_vl_8b,qwen3_vl_8b:85390:14:36,36,native_vs_fp32_gauss_k64,0.9999955555061723,1.204548334547668e-07,1.0,0.0006444740929983689,0.08422404527664185,7.3933551902882755e-06
qwen3_vl_8b,qwen3_vl_8b:85390:14:36,36,fp32_trapezoid_vs_gauss_k64,1.0,1.1235457330121643e-15,1.0,0.0,0.0,7.394799922622042e-06
qwen3_vl_8b,qwen3_vl_8b:99567:16:9,9,native_vs_fp32_gauss_k64,0.9999995555506171,6.336567912957975e-10,1.0,6.713412592289272e-05,0.0006947517395019531,2.280496573803248e-06
qwen3_vl_8b,qwen3_vl_8b:99567:16:9,9,fp32_trapezoid_vs_gauss_k64,1.0,3.9114884137451655e-15,1.0,8.061242410196321e-07,4.172325134277344e-07,3.477370910331956e-06
