feature_set,dimensions,ensemble_auroc,raw_reference,raw_reference_ensemble_auroc,log1p_minus_raw_auroc,bounded_reference,bounded_reference_ensemble_auroc,log1p_minus_bounded_auroc,d_ot_ensemble_auroc,log1p_combo_minus_d_ot_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
log1p_strength,36,0.8774431262136522,strength,0.8703888935196763,0.00705423269397587,bounded_strength,0.8812334256403607,-0.003790299426708499,,,0.5801283062605345,0.5908610692636773,0.4760981912144702,0.5264158843242304,0.8707416051543752,0.8720559769572023,0.8736204112756584
D_OT+log1p_strength,108,0.8936925589422047,D_OT+strength,0.8810914148290159,0.0126011441131888,D_OT+bounded_strength,0.9027418891759977,-0.009049330233793063,0.866949762131891,0.026742796810313663,0.6268111253116181,0.6407063399311159,0.5,0.5594328011537169,0.8725487699085265,0.8689548930442487,0.8876899008702792
